订单号,实名用户（身份证）,商家信息（身份证）,商品信息,商品金额,订单生成时间,付款时间,发货时间,收货时间,退款时间,退货时间,付款金额,退款金额,平台类型
d845b3c3-5eb0-4677-a2b9-d14f0b1558f9,110000196101048883,230000195505248796,保健营养补充汤臣倍健汤臣倍健维生素C,53.63,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-11-30 07:56:51,2024-06-14 15:12:54,9999,9999,53.63,0.0,TB
a867e172-e1e9-4972-8ecc-f41b820062ba,230000197005258356,230000195505248796,运动户外户外装备狂野Wildland Hiking Boots,842.82,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-06-08 21:24:47,2024-02-16 18:02:49,9999,9999,842.82,842.82,TB
01ba3bf2-ac8d-4ff3-97cf-6724d3a957c5,110000196101048883,330000197908080644,文具用品笔LAMYLAMY Safari,353.27,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-04-10 17:59:47,2024-04-14 14:46:37,9999,9999,353.27,0.0,TB
eb289104-c66f-4f97-800d-5f0d82ce4754,510000195211017797,410000198801137692,母婴婴儿用品沐浴露婴儿洗发水,363.38,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-09-21 22:40:34,2024-04-20 21:13:05,9999,9999,363.38,0.0,TB
54339d30-c199-43b2-ba33-a1cfc79d2217,110000196101048883,360000197211090303,家具厨具微波炉美的M1-L213B 20L,929.3,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-06-19 03:56:22,2025-05-11 17:16:59,9999,9999,929.3,929.3,TB
71d709cc-4779-4673-aa11-c6517f8921b4,220000198711255008,230000195505248796,家具厨具餐桌欧派D13 Wooden Table,249.27,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-08-29 18:42:49,2024-01-12 05:13:16,9999,9999,249.27,249.27,TB
510180da-d8c0-41bb-8e9e-62ad31c52dc4,540000198308232492,370000199508040199,文具用品笔ParkerParker Sonnet,134.66,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-03-24 18:25:48,2025-07-09 06:16:45,9999,9999,134.66,134.66,TB
b26e5816-d3ca-4e9d-b5e6-26f667d6582d,220000198711255008,230000195505248796,运动户外运动鞋彪马Puma RS-X,62.47,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-07-26 06:51:59,2024-07-11 18:19:43,9999,9999,62.47,0.0,TB
fbb91547-b599-415e-a795-efa5db8c455e,230000197005258356,230000195505248796,保健运动健康迪卡侬迪卡侬哑铃,347.54,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-05-24 05:34:58,2024-09-25 14:21:10,9999,9999,347.54,347.54,TB
f5aeb15f-345e-4fb0-8885-d9fc427bcf4f,460000196405057498,620000196908058273,母婴孕妇用品孕期维生素孕期铁片,221.67,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-03-21 23:16:45,2024-05-29 15:16:16,9999,9999,221.67,221.67,TB
174dba37-47af-47ea-9ebb-0f2f722bfc9a,540000198308232492,360000197211090303,儿童用品婴儿用品安抚奶嘴Philips Avent Pacifiers,35.04,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-05-11 16:41:04,2024-01-07 17:48:24,9999,9999,35.04,0.0,TB
4e8179be-4e9d-452c-9963-b4b0931e9407,510000195211017797,360000197211090303,鞋靴皮鞋克劳斯Klaus Oxfords,649.37,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-03-01 15:37:54,2024-03-24 12:22:33,9999,9999,649.37,0.0,TB
75d62f23-b91c-46c5-bd32-94163fe9ec89,110000196205264476,360000197211090303,运动户外户外装备狂野Wildland Sleeping Bags,249.82,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-06-26 13:00:52,2025-05-01 19:01:57,9999,9999,249.82,0.0,TB
7a9a343e-f64b-4ffe-af42-28214383a046,230000197005258356,310000196104155243,家居家装装修材料东鹏东鹏地砖,510.84,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-05-16 11:33:00,2024-03-10 06:32:10,9999,9999,510.84,0.0,TB
3fbe87a1-8b94-4b78-bb0a-5fead1272e48,110000196205264476,310000196104155243,家居家装家具全友J-007 Round Table,71.16,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-09-17 20:26:35,2024-10-25 19:58:29,9999,9999,71.16,0.0,TB
fb05a854-90e8-46aa-bd93-143e83732d63,150000199407235068,360000200203183467,文具用品笔LAMYLAMY Al-Star,917.57,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-11-19 14:11:07,2024-07-09 11:49:30,9999,9999,917.57,0.0,TB
ebadb45b-0219-4552-afc7-7e6652c7ffb0,110000196205264476,370000199508040199,钟表珠宝手表卡地亚Cartier Ballon Bleu,536.89,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-12-26 20:03:31,2024-01-10 00:57:09,9999,9999,536.89,536.89,TB
90c1ad39-82fe-4038-bfa8-2bdba5fc9de1,430000198909153540,130000200103283601,家电洗衣机三星Samsung AddWash,448.89,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-12-08 10:00:35,2025-02-09 13:14:03,9999,9999,448.89,448.89,TB
d9fe4bfb-2fdd-448d-b24e-2c4b4306fd7e,540000198308232492,230000195505248796,手机手机配件充电器三星25W快充,451.78,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-06-18 06:26:23,2024-05-25 14:28:48,9999,9999,451.78,451.78,TB
87556181-0bd4-4d0b-a6f5-7015c8eee35a,230000197005258356,130000200103283601,文具用品文件夹LeitzLeitz Classic,341.17,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-08-13 15:18:02,2025-09-27 17:38:16,9999,9999,341.17,0.0,TB
a6cd630f-5f99-4ea2-a292-5355340cd685,150000199407235068,62000019980109944X,钟表珠宝珠宝周大福周大福珍珠耳环,884.7,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-04-18 20:51:01,2024-03-10 19:25:48,9999,9999,884.7,884.7,TB
a6329bcd-553f-45c2-87e7-b3ddc2f87fd3,460000196405057498,230000195505248796,母婴孕妇用品孕期维生素孕期钙片,980.8,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-03-03 09:29:23,2025-11-09 19:35:12,9999,9999,980.8,0.0,TB
d2f5f911-6fc8-4164-b94d-48376ca0a880,430000198909153540,620000196908058273,鞋靴皮鞋万里马Wanlima Casual Shoes,472.49,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-07-25 17:20:39,2024-08-16 13:20:33,9999,9999,472.49,472.49,TB
2366064b-6f5e-4103-abfc-a002ee8a58d9,110000196101048883,230000195505248796,美妆护肤彩妆NARSNARS腮红,293.99,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-01-11 14:42:57,2025-05-25 00:31:11,9999,9999,293.99,293.99,TB
c9d5974a-1f77-4576-814a-f18f8ab6bc26,220000198711255008,310000196104155243,女装连衣裙H&MH&M Ribbed Knit Dress,320.63,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-06-09 21:43:23,2025-07-03 13:01:08,9999,9999,320.63,320.63,TB
cafb947b-4ed5-45df-b521-2286aa0576f6,430000198909153540,370000199508040199,家具厨具微波炉美的M1-L213B 20L,868.35,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-09-13 12:22:09,2025-02-24 15:50:53,9999,9999,868.35,868.35,TB
d27fcdba-8832-4a57-bfb5-83bda7ade3fc,110000196101048883,230000195505248796,"电脑办公显示器三星Odyssey G9 49""",147.76,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-06-10 03:44:41,2025-04-25 02:16:53,9999,9999,147.76,0.0,TB
27b0546d-ca31-4687-8795-096deaa15b87,460000196405057498,130000200103283601,鞋靴运动鞋彪马Puma Future Rider,869.61,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-06-14 19:40:33,2024-08-07 13:38:46,9999,9999,869.61,869.61,TB
553b6634-edc7-4e9c-b124-ef3e65090923,110000196101048883,230000195505248796,电脑办公鼠标赛睿Sensei Ten,365.66,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-03-12 02:52:00,2025-11-07 09:12:22,9999,9999,365.66,365.66,TB
18754d56-2433-4244-ad5a-50613c028cb0,110000196205264476,370000199508040199,家电电视索尼Sony X900H,491.82,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-07-27 08:20:34,2024-06-11 22:35:08,9999,9999,491.82,0.0,TB
282bd189-987e-4acd-bc04-1aa7e3abb805,230000197005258356,330000197908080644,电脑办公机械键盘红龙K580 Vigor,94.49,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-01-19 15:00:52,2025-11-07 03:39:26,9999,9999,94.49,94.49,TB
ef63680b-f824-47d9-bb0b-8487d9e4faac,340000195503285230,130000200103283601,电脑办公笔记本电脑惠普Pavilion x360 14,596.59,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-11-24 16:25:14,2025-10-29 09:08:15,9999,9999,596.59,596.59,TB
782b424a-cbc8-4e3f-9f38-eade2d99a113,340000195503285230,410000198801137692,个护清洁沐浴露洁婷洁婷护垫,279.98,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-05-03 10:20:02,2024-08-09 04:56:44,9999,9999,279.98,279.98,TB
ab1c96cb-65c7-4e11-b413-b39bab34572d,150000199407235068,310000196104155243,食品酒饮零食百事百事薯片,156.87,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-01-25 19:21:30,2024-02-02 22:25:58,9999,9999,156.87,156.87,TB
ced55962-a3ea-412e-9234-7e455f5cbec6,340000195503285230,410000198801137692,电脑办公笔记本电脑惠普Envy 13-bd0032nr,82.37,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-09-24 07:35:22,2024-06-02 02:58:59,9999,9999,82.37,0.0,TB
22bf1a86-d7d5-43e4-9986-6ce472364395,110000196101048883,310000196104155243,家居家装装修材料立邦立邦防潮,328.48,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-08-28 13:51:23,2025-03-11 09:24:28,9999,9999,328.48,328.48,TB
ca64a8dd-29ed-4cb0-8787-815ed1207f22,150000199407235068,62000019980109944X,女装裤子H&MH&M Straight-Leg Pants,102.65,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-09-05 13:46:28,2024-12-12 15:38:22,9999,9999,102.65,102.65,TB
c51b0381-301e-4b08-92e1-4bf04384bb5e,430000198909153540,62000019980109944X,个护清洁牙膏黑人黑人清新薄荷,642.28,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-01-05 16:44:50,2025-07-29 13:24:10,9999,9999,642.28,642.28,TB
cb3ecac2-e5e3-4142-b82c-f9279e2c5ad2,340000195503285230,330000197908080644,食品酒饮零食可比克可比克薯片,114.21,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-05-05 06:08:56,2024-07-03 07:41:20,9999,9999,114.21,0.0,TB
a9a741ff-0359-420a-a46c-3042a4f240a7,430000198909153540,62000019980109944X,个护清洁牙膏黑人黑人白牙,623.07,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-12-02 07:14:40,2025-07-24 02:00:55,9999,9999,623.07,0.0,TB
80788257-2988-4b0f-bb65-82909923d17b,460000196405057498,620000196908058273,电脑办公机械键盘红龙K580 Vigor,66.89,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-10-05 06:56:56,2024-01-08 18:13:55,2025-06-09 16:18:49,9999,66.89,66.89,TB
a32578f8-365c-4552-aa2a-3144dd5dd36d,220000198711255008,410000198801137692,保健营养补充汤臣倍健汤臣倍健钙片,320.96,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-04-06 17:08:26,2025-07-08 18:22:46,2026-02-15 04:01:12,9999,320.96,320.96,TB
95b4308c-03c8-4d07-a208-0e170b90826a,430000198909153540,230000195505248796,鞋靴皮鞋本尼Benny Formal Shoes,742.6,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-07-01 22:22:28,2024-04-06 23:29:08,2024-02-29 06:19:46,9999,742.6,742.6,TB
c4376933-26a3-476b-b8be-61324dec838c,510000195211017797,330000197908080644,家居家装家居用品宜家KALLAX Storage,325.15,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-12-23 07:46:01,2024-12-09 15:36:34,2025-04-20 17:54:32,9999,325.15,325.15,TB
ce3e25f1-8253-4b0f-ba5a-e97581938b49,540000198308232492,620000196908058273,鞋靴靴子Dr. MartensDr. Martens 1461,383.14,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-04-02 04:38:09,2024-03-30 05:08:26,2024-07-08 01:37:59,9999,383.14,383.14,TB
76730874-7017-4085-b4d5-6505a4e51514,430000198909153540,130000200103283601,家居家装家具全友C906 Fabric Sofa,900.67,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-05-31 18:35:33,2025-03-23 15:05:54,2026-06-01 12:26:46,9999,900.67,900.67,TB
93cf139f-9222-4507-a9b3-2d85f9af22ec,220000198711255008,330000197908080644,运动户外户外装备北面The North Face Verto,289.41,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-07-23 17:16:32,2025-11-03 12:19:05,2025-09-04 12:20:11,9999,289.41,289.41,TB
6861e9fd-15de-4a49-913a-fb85ed8d0fa1,340000195503285230,330000197908080644,手机智能手机OPPOReno 8 Pro,82.7,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-04-21 18:47:49,2024-10-22 04:22:56,2025-08-02 08:05:19,9999,82.7,82.7,TB
039c1ead-f5de-4923-854d-2417815d626b,220000198711255008,360000197211090303,美妆护肤护肤品兰蔻兰蔻水光瓶,205.18,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-02-02 09:15:58,2025-10-07 23:33:29,2025-03-03 06:50:48,9999,205.18,205.18,TB
32e2e571-afba-4b89-bf3f-606af5f85076,430000198909153540,410000198801137692,女装外套优衣库Uniqlo Parka,821.07,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-11-14 12:50:44,2024-07-28 08:08:42,2024-06-17 06:30:07,9999,821.07,821.07,TB
