订单号,实名用户（身份证）,商家信息（身份证）,商品信息,商品金额,订单生成时间,付款时间,发货时间,收货时间,退款时间,退货时间,付款金额,退款金额,平台类型
da4a8d33-f9a8-4fa3-bd9f-2f61b3b71d52,510000195211017797,230000195505248796,女装裤子MangoMango Leather Pants,67.88,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-04-13 18:27:09,2024-07-08 01:52:45,9999,9999,67.88,67.88,JD
47804ff7-f6e1-478f-9e13-e3711ba01498,150000199407235068,360000197211090303,母婴孕妇用品孕妇装孕妇裤子,21.7,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-02-29 05:49:25,2025-02-20 02:40:23,9999,9999,21.7,0.0,JD
1aed4680-b7bd-4aa9-a3f8-9bd56e5942e1,430000198909153540,360000197211090303,文具用品文件夹Office DepotOffice Depot Expanding,389.55,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-11-02 17:30:39,2025-06-09 03:33:51,9999,9999,389.55,0.0,JD
6f80a805-af96-45fd-8f8b-7ddf5bb261b1,110000196101048883,620000196908058273,家具厨具锅具飞利浦HD2041 Electric Kettle,917.8,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-08-15 19:03:37,2025-10-29 18:01:44,9999,9999,917.8,0.0,JD
d8258b6c-69f4-41ee-b9e6-3c0b36382566,540000198308232492,360000197211090303,美妆护肤彩妆ChanelChanel睫毛膏,140.19,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-12-12 21:23:34,2025-07-01 17:47:54,9999,9999,140.19,140.19,JD
2015457f-1fe6-421e-9778-b591a6b07835,110000196101048883,410000198801137692,家电冰箱三星Samsung Family Hub,773.83,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-05-08 21:46:26,2025-06-09 07:09:31,9999,9999,773.83,773.83,JD
5f02f2cc-05f6-4ef2-b344-4fe756020c94,540000198308232492,62000019980109944X,母婴婴儿用品好孩子好孩子婴儿背带,75.95,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-07-28 05:31:18,2025-06-16 00:50:30,9999,9999,75.95,75.95,JD
6eb32fdf-79e6-4b0f-aaac-e169dde60907,340000195503285230,620000196908058273,母婴孕妇用品孕妇奶粉孕妇奶粉A,116.76,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-09-28 13:18:25,2024-01-06 00:24:48,9999,9999,116.76,0.0,JD
c46e6cf4-7534-4e1f-a4c2-6e76d83f39e3,220000198711255008,410000198801137692,鞋靴皮鞋本尼Benny Leather Shoes,71.66,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-06-03 03:37:48,2025-01-30 17:07:33,9999,9999,71.66,0.0,JD
4a8aea7d-1ddd-4ac2-953e-df641a4e090e,540000198308232492,62000019980109944X,母婴孕妇用品孕妇奶粉孕妇奶粉C,762.24,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-07-29 21:13:45,2025-05-05 20:21:13,9999,9999,762.24,0.0,JD
390c622e-3c50-4db3-a581-a9fb7d2f37da,510000195211017797,230000195505248796,医药维生素养生堂养生堂维生素B,692.86,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-08-01 01:30:13,2025-10-10 20:47:49,9999,9999,692.86,692.86,JD
8fed85d8-3a42-4455-a6af-e82ac86d0822,540000198308232492,62000019980109944X,医药感冒药新康泰克新康泰克止咳药,134.95,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-08-13 07:40:02,2024-11-21 22:09:55,9999,9999,134.95,0.0,JD
90b3b700-9d16-4c1d-862a-f8dc655e7b2b,430000198909153540,130000200103283601,鞋靴运动鞋New BalanceNew Balance 990v5,879.43,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-09-01 00:13:05,2025-10-10 01:11:41,9999,9999,879.43,879.43,JD
74bf4d6a-b316-42b0-b388-671949be8d49,460000196405057498,410000198801137692,电脑办公打印机兄弟MFC-L2750DW XL,568.27,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-07-18 07:49:10,2024-04-01 06:47:39,9999,9999,568.27,568.27,JD
7d2d7749-11a9-4a0c-9338-6232b3b9e012,430000198909153540,360000200203183467,箱包手提包GucciGucci Jackie 1961,545.61,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-12-10 05:01:26,2025-04-02 19:13:08,9999,9999,545.61,0.0,JD
de31f781-e217-481f-b5f7-369656ab468f,110000196205264476,620000196908058273,女装外套MangoMango Wool Blend Coat,907.87,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-05-28 01:38:57,2024-03-03 07:26:45,9999,9999,907.87,0.0,JD
a055fbca-eaf7-45b6-88eb-638022289f13,110000196205264476,360000197211090303,手机手机配件耳机Sony WH-1000XM4,587.62,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-01-11 19:23:34,2025-04-03 16:55:24,9999,9999,587.62,0.0,JD
7a80a859-1b3b-4cfc-98df-ccb1d7145631,230000197005258356,310000196104155243,箱包行李箱RimowaRimowa Classic Check-In L,712.04,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-03-07 07:00:56,2024-07-16 19:09:05,9999,9999,712.04,712.04,JD
4caf5ef6-713d-41b9-828e-8d7347b8eca7,430000198909153540,360000197211090303,家电冰箱海尔Haier Bottom Freezer,25.39,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-06-24 09:11:48,2025-03-23 04:26:19,9999,9999,25.39,25.39,JD
8c62aa5e-dd24-4b12-be59-91577e19dee8,340000195503285230,620000196908058273,箱包行李箱TumiTumi Alpha Bravo,554.22,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-08-29 22:19:30,2024-04-11 10:59:06,9999,9999,554.22,554.22,JD
952d6803-c53e-441f-a6d5-8bed7de5d1e6,510000195211017797,310000196104155243,家具厨具微波炉松下NN-GT35HB 30L,639.62,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-05-25 10:05:00,2025-11-24 02:49:40,9999,9999,639.62,0.0,JD
c4774471-d0de-4730-84fc-306c1c7933e4,230000197005258356,360000200203183467,运动户外户外装备狮子头Lion Head Tents,284.19,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-10-10 19:52:10,2024-01-10 19:31:40,9999,9999,284.19,284.19,JD
ab82faa2-a91b-4639-be14-8951e37ab483,230000197005258356,360000197211090303,保健营养补充汤臣倍健汤臣倍健复合维生素,900.94,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-08-01 02:53:30,2025-02-26 19:24:50,9999,9999,900.94,900.94,JD
3728b9dd-8e0e-42d2-9c4c-8f66da456cac,230000197005258356,310000196104155243,家具厨具餐桌欧派D13 Wooden Table,164.66,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-04-30 15:42:00,2025-02-06 09:50:55,9999,9999,164.66,164.66,JD
ff314473-4452-4b1d-8bb3-8a11fa64e200,230000197005258356,410000198801137692,家电电视LGLG OLED C1,699.82,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-04-11 02:25:21,2025-02-09 19:07:41,9999,9999,699.82,699.82,JD
73f641ca-6df4-44f7-9c7b-d17fdaf571a5,230000197005258356,360000200203183467,鞋靴靴子TimberlandTimberland PRO,414.05,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-10-27 04:54:17,2025-08-01 16:51:42,9999,9999,414.05,0.0,JD
934fc429-5f1d-44ed-b83d-8f7ba8340a2a,230000197005258356,410000198801137692,个护清洁沐浴露洁婷洁婷夜用,332.78,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-02-12 14:01:29,2025-11-22 09:18:11,9999,9999,332.78,0.0,JD
b0b92aaf-a632-4d88-8353-adead5a5ab1c,460000196405057498,310000196104155243,运动户外户外装备哥伦比亚Columbia Steens Mountain,529.95,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-10-09 14:13:50,2024-01-06 01:14:20,9999,9999,529.95,529.95,JD
67ded0da-63ad-4893-828f-4c6b26be063b,340000195503285230,310000196104155243,儿童用品孕妇用品GerberGerber Snacks,607.79,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-03-10 12:29:56,2025-08-22 06:45:45,9999,9999,607.79,607.79,JD
815f98c8-2062-46b6-9b6d-0a5b20b913e8,510000195211017797,620000196908058273,儿童用品孕妇用品贝亲Pigeon Maternity Bra,44.16,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-10-20 13:28:14,2024-02-19 15:40:00,9999,9999,44.16,0.0,JD
63b197a6-14a1-4a90-b8f0-6b2443e1a155,230000197005258356,370000199508040199,个护清洁沐浴露洁婷洁婷护垫,151.5,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-10-15 15:14:57,2025-05-04 06:46:51,9999,9999,151.5,0.0,JD
68634a03-b23b-42eb-8263-650a5db7faca,510000195211017797,360000200203183467,美妆护肤彩妆DiorDior口红,699.34,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-06-20 06:36:52,2024-10-01 17:40:49,9999,9999,699.34,699.34,JD
f7855e64-12bb-40f9-b15f-dbe46c9acbf8,460000196405057498,360000197211090303,家居家装装修材料多乐士多乐士防霉涂料,760.56,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-12-05 03:54:30,2025-12-24 13:38:41,9999,9999,760.56,760.56,JD
d46ddc08-8f67-4d61-88b7-870f3af708f6,460000196405057498,360000197211090303,儿童用品玩具拉比Labi Plush Toys,503.07,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-02-26 13:06:36,2024-07-16 16:47:32,9999,9999,503.07,503.07,JD
186c278b-b51c-4a89-aabd-e964d2ffbe8f,510000195211017797,410000198801137692,医药止咳药咳特灵咳特灵咳嗽药水,786.98,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-11-23 10:09:59,2025-06-09 13:03:41,9999,9999,786.98,786.98,JD
774af072-7e98-4748-bfbc-1d44127189a3,110000196205264476,310000196104155243,家电空调大金Daikin Floor Standing,900.57,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-02-11 22:16:09,2025-08-15 01:36:45,9999,9999,900.57,0.0,JD
4aeccc3a-f907-4c26-8f45-342120141350,220000198711255008,360000200203183467,保健运动健康飞利浦飞利浦健康秤,552.68,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-09-06 14:46:35,2024-11-05 15:07:00,9999,9999,552.68,0.0,JD
b9f9dba9-0bf8-4918-810b-c95328eb2754,150000199407235068,410000198801137692,家电冰箱三星Samsung Family Hub,536.94,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-01-08 09:09:46,2024-07-18 03:50:17,9999,9999,536.94,0.0,JD
704756e4-9404-44e0-939a-0bd2f5fb15ee,340000195503285230,620000196908058273,文具用品笔记本PaperblanksPaperblanks Midi,43.46,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-09-14 23:55:13,2024-03-12 06:00:26,9999,9999,43.46,43.46,JD
a55ed234-8d4f-4572-95c7-0bb9ec1ff07b,430000198909153540,410000198801137692,女装裤子MangoMango High-Waisted Jeans,295.79,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-09-26 21:03:02,2024-11-05 08:50:29,9999,9999,295.79,295.79,JD
51202279-7fea-48fc-9fd5-3d54499ca466,340000195503285230,410000198801137692,运动户外户外装备北面The North Face Thermoball,541.82,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-08-24 04:24:10,2025-06-10 08:09:07,2026-12-05 06:05:23,9999,541.82,541.82,JD
42dffa86-533e-48b3-add7-284c462115ec,430000198909153540,410000198801137692,美妆护肤彩妆MACMAC口红,90.7,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-04-08 01:59:46,2024-08-04 17:20:50,2024-09-23 02:15:39,9999,90.7,90.7,JD
6d3426c4-4579-4c97-b304-152001e26c3a,340000195503285230,62000019980109944X,家具厨具餐桌顾家FA-567 Oak,698.14,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-09-13 04:19:42,2024-02-18 19:27:30,2024-02-13 23:19:18,9999,698.14,698.14,JD
c7a0d04f-14b9-480a-87af-03ca1648b61b,230000197005258356,230000195505248796,食品酒饮零食好丽友好丽友夹心饼干,206.75,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-10-29 12:08:58,2024-01-19 02:01:06,2025-10-12 23:55:40,9999,206.75,206.75,JD
f19f12e6-b1b6-469c-a85d-4b2052cbb17a,540000198308232492,310000196104155243,个护清洁沐浴露多芬多芬深层清洁,756.02,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-07-09 18:16:18,2024-07-10 06:13:57,2025-08-05 17:21:34,9999,756.02,756.02,JD
62282c5b-dd65-4fb0-85b1-5d9862c27019,340000195503285230,230000195505248796,母婴婴儿用品宝宝乐宝宝乐婴儿车,674.04,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-08-09 12:34:26,2024-10-31 07:55:33,2025-09-12 23:35:50,9999,674.04,674.04,JD
0ebf432a-600a-440b-af48-2b8b40bd199f,110000196101048883,310000196104155243,母婴婴儿用品好孩子好孩子婴儿床,621.72,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-07-05 12:15:18,2024-11-15 09:13:53,2025-07-09 04:37:30,9999,621.72,621.72,JD
70bcd0ad-94d3-417c-869e-be457002560a,220000198711255008,620000196908058273,文具用品文件夹EsselteEsselte 5-Tab Dividers,533.13,2024-07-23 23:28:34,2024-07-23 23:28:34,2024-12-18 12:20:15,2025-05-24 10:51:01,2025-06-03 09:22:15,9999,533.13,533.13,JD
14df97e0-adea-4530-8a19-2b7bf8911c5e,110000196205264476,62000019980109944X,医药止咳药咳特灵咳特灵缓解药,654.68,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-06-21 04:44:39,2025-07-06 23:45:56,2025-06-19 14:43:57,9999,654.68,654.68,JD
50e97e20-129d-4b0a-a581-25f201215d8c,220000198711255008,370000199508040199,母婴婴儿用品贝亲贝亲奶瓶,611.99,2024-07-23 23:28:34,2024-07-23 23:28:34,2025-10-23 02:29:34,2024-06-05 22:52:12,2025-05-22 03:36:37,9999,611.99,611.99,JD
