Order_ID_lease_platform,Real_Name_User(ID Card),Seller_Information(ID Card),Product_Information_lease_platform,Product_Amount_lease_platform,Order_Creation_Time_lease_platform,Payment_Time_lease_platform,Shipping_Time_lease_platform,Receiving_Time_lease_platform,Refund_Time_lease_platform,Return_Time_lease_platform,Payment_Amount_lease_platform,Refund_Amount_lease_platform,Platform_Type_lease_platform
b484e6b2-e792-4d8e-adba-ba3eb362059d,340000197101135407,610000195709299553,家居家装装修材料德国施耐德施耐德插座,664.41,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-12-04 10:39:34,2024-08-03 17:49:29,9999,9999,664.41,0.0,lease_platform
e1a9e0d0-32d3-42da-a8dc-5a06f4ba0d49,510000197907301576,650000198006235511,钟表珠宝珠宝宝格丽Bvlgari Lvcea,667.75,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-08-12 16:48:17,2025-08-22 18:09:53,9999,9999,667.75,0.0,lease_platform
52bb1b7a-643b-4111-be2a-aae61357acb0,340000197101135407,370000197612142612,保健运动健康博朗博朗电动牙刷,688.99,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-09-01 21:05:41,2024-05-05 01:08:28,9999,9999,688.99,0.0,lease_platform
02a615fc-168e-4ff6-ab95-893aa54d8491,540000195702172287,440000198407107968,美妆护肤彩妆Bobbi BrownBobbi Brown粉底液,49.45,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-02-25 08:17:06,2024-07-21 03:02:52,9999,9999,49.45,0.0,lease_platform
bfdf3458-62af-43ee-acdd-fcd354ade072,140000195811056213,150000197602107513,女装裤子H&MH&M Slim Fit Jeans,804.36,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-02-08 14:22:13,2024-05-07 02:39:11,9999,9999,804.36,804.36,lease_platform
f33209f7-d236-4663-ab66-a881aaf55e70,340000197101135407,230000199509257321,家电洗衣机博世Bosch Serie 4,925.03,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-01-26 00:51:34,2024-03-19 10:00:13,9999,9999,925.03,0.0,lease_platform
f3947e18-cabc-43d7-9c50-3aefebcd15a0,140000195811056213,150000197602107513,女装裤子MangoMango Leather Pants,953.51,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-06-23 16:42:24,2024-03-27 05:44:38,9999,9999,953.51,953.51,lease_platform
a6ed48e8-61bc-419c-b6dc-aca31a26c62a,140000195811056213,370000197612142612,女装外套ZARAZARA Puffer Jacket,375.26,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-02-11 02:55:47,2025-06-16 00:36:45,9999,9999,375.26,375.26,lease_platform
8fe27940-1a1e-49d8-80d0-683e0464ab94,540000195702172287,440000198407107968,运动户外运动鞋安德玛Under Armour Curry,273.26,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-08-25 04:25:11,2024-07-08 07:48:13,9999,9999,273.26,273.26,lease_platform
e7bebffa-e760-4453-ad95-ab1f57739e14,630000195107244604,540000200203257079,钟表珠宝珠宝老凤祥老凤祥黄金项链,513.94,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-05-06 06:36:06,2024-03-06 07:19:06,9999,9999,513.94,513.94,lease_platform
3f61a80d-c6ed-49d1-ba8f-b71ba5ba5028,510000197907301576,540000200203257079,运动户外健身器材飞利浦Philips Airfryer,396.14,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-07-19 13:51:34,2024-11-27 20:34:11,9999,9999,396.14,0.0,lease_platform
b798dc8e-9fb2-4922-a3bf-b21da6149c30,340000197101135407,440000198407107968,钟表珠宝手表欧米茄Omega Seamaster,481.08,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-06-29 14:37:36,2025-02-13 05:03:11,9999,9999,481.08,0.0,lease_platform
bc25cd37-08de-4370-bd91-875a41733c58,340000197101135407,540000200203257079,女装连衣裙ZARAZARA Satin Dress,503.27,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-06-18 10:44:08,2024-10-25 14:57:11,9999,9999,503.27,503.27,lease_platform
cbb61cce-de2d-46c6-9f1a-8f3b181d82b0,510000197907301576,460000200405183418,电脑办公笔记本电脑惠普Envy 13-bd0032nr,183.99,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-10-05 17:37:25,2024-10-09 13:32:06,9999,9999,183.99,183.99,lease_platform
ec8e525e-35e3-40ef-b586-cf0b3501615f,540000195702172287,420000197002138573,电脑办公显示器三星CF390 Curved,334.43,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-11-28 06:31:03,2025-11-11 14:42:09,9999,9999,334.43,334.43,lease_platform
fe2e2505-03ef-4459-a769-be9c5c86ecf1,13000020031014011X,370000197612142612,家电空调海尔Haier Wall Mounted,292.25,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-09-28 21:52:10,2025-06-30 23:31:16,9999,9999,292.25,0.0,lease_platform
ae2b5b6e-7d8a-4a0b-b11f-c82a3dac1a1e,64000019700729236X,370000197612142612,鞋靴靴子ColumbiaColumbia Newton Ridge,975.75,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-03-23 01:35:27,2025-12-14 04:51:24,9999,9999,975.75,975.75,lease_platform
4cf8b0bb-d4ba-44d6-a0d6-e8ed20b5a434,530000199910230767,120000199806113230,运动户外运动鞋安德玛Under Armour HOVR,669.3,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-06-08 15:24:50,2025-10-26 10:05:07,9999,9999,669.3,669.3,lease_platform
42cf06b4-4215-4243-8bd8-194b160ec9e6,150000199710273526,230000199509257321,钟表珠宝手表万国IWC Big Pilot,676.01,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-01-28 15:37:08,2024-03-10 05:39:52,9999,9999,676.01,0.0,lease_platform
c870b61f-5912-4310-957d-2d53605ec206,630000195107244604,610000195709299553,女装连衣裙MangoMango Printed Dress,962.3,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-01-22 10:03:02,2025-08-13 18:52:45,9999,9999,962.3,0.0,lease_platform
a452f2c1-015b-445f-b5c6-c073c3c813b2,630000195107244604,650000198006235511,女装裤子优衣库Uniqlo Stretch Pants,432.5,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-07-03 12:21:50,2024-04-21 03:20:07,9999,9999,432.5,0.0,lease_platform
0c40051c-24aa-4814-92aa-1694eaf046a1,150000199710273526,230000199509257321,母婴孕妇用品孕期维生素孕期复合维生素,55.41,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-10-25 13:54:17,2025-03-10 18:36:25,9999,9999,55.41,55.41,lease_platform
a8b60d41-0ea7-425e-b77c-e8b62206c84b,64000019700729236X,540000200203257079,家电冰箱美的Midea Side-by-Side,933.77,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-08-12 15:27:08,2025-07-30 13:49:10,9999,9999,933.77,933.77,lease_platform
6da298f0-684e-40c9-8670-3ba4d7ad16e9,150000199710273526,420000197002138573,医药感冒药快克快克感冒药,684.83,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-12-20 23:57:36,2025-09-01 05:23:24,9999,9999,684.83,684.83,lease_platform
e17fb204-798e-460c-a3f7-b12896eff312,630000195107244604,230000199509257321,钟表珠宝手表欧米茄Omega Speedmaster,516.47,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-09-20 16:35:21,2024-12-22 09:01:27,9999,9999,516.47,0.0,lease_platform
4966ad60-ef60-4fe0-9cdf-5e04b0147340,140000195811056213,440000198407107968,医药止咳药咳特灵咳特灵缓解药,843.52,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-06-19 08:20:55,2024-06-23 15:38:56,9999,9999,843.52,0.0,lease_platform
