Order_ID_TB,Real_Name_User(ID Card),Seller_Information_(ID Card),Product_Information_TB,Product_Amount_TB,Order_Creation_Time_TB,Payment_Time_TB,Shipping_Time_TB,Receiving_Time_TB,Refund_Time_TB,Return_Time_TB,Payment_Amount_TB,Refund_Amount_TB,Platform_Type_TB
7e51097c-02bb-4d09-8895-412dc07c1f29,13000020031014011X,230000199509257321,医药维生素钙尔奇钙尔奇咀嚼片,731.99,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-02-24 04:37:07,2025-03-28 06:08:55,9999,9999,731.99,731.99,TB
6f0473d6-a51b-4e03-8ab9-f8f3731d92ba,410000195503052136,540000200203257079,钟表珠宝手表劳力士Rolex Datejust,437.69,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-08-27 09:55:36,2024-05-23 15:49:30,9999,9999,437.69,0.0,TB
5f4f0f19-623f-4a88-a678-2eda06040727,410000195503052136,420000197002138573,食品酒饮饮料维他命水维他命水柠檬,842.74,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-05-18 13:19:54,2025-11-14 21:21:09,9999,9999,842.74,0.0,TB
563058fe-15b9-42e5-a402-662453b3ccd5,150000199710273526,370000197612142612,文具用品文件夹SmeadSmead Expanding File,914.89,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-12-13 07:10:24,2024-05-28 08:46:08,9999,9999,914.89,0.0,TB
938f3403-4227-40cb-aa39-65c2616e036e,530000199910230767,650000198006235511,箱包行李箱American TouristerAmerican Tourister Moonlight,48.99,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-07-30 11:05:28,2024-12-24 16:08:22,9999,9999,48.99,48.99,TB
622cc987-fbf3-41f4-a743-1a406c2e7f99,540000195702172287,120000199806113230,保健营养补充菲利普菲利普维生素E,692.23,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-05-28 09:04:06,2025-11-23 11:33:46,9999,9999,692.23,692.23,TB
10de47eb-7bcd-49a6-92e1-60a04083bef7,630000195107244604,150000197602107513,食品酒饮零食百事百事薯片,922.87,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-03-28 08:28:44,2024-07-30 03:11:25,9999,9999,922.87,922.87,TB
5bb0f342-5731-4ec4-984c-e56016e235f3,150000199710273526,540000200203257079,鞋靴皮鞋本尼Benny Suede Shoes,998.97,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-10-16 05:55:16,2025-11-20 00:05:24,9999,9999,998.97,998.97,TB
fd5f52c0-9f3d-4bb8-972a-939a72a19151,13000020031014011X,650000198006235511,电脑办公打印机三星ML-3310ND,281.39,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-01-17 23:33:14,2025-03-13 03:50:53,9999,9999,281.39,281.39,TB
e52229a3-c177-40cb-a9ef-43f78a191be2,13000020031014011X,610000195709299553,家具厨具锅具九阳KX-20S Slow Cooker,23.92,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-11-11 12:29:57,2025-04-08 12:27:46,9999,9999,23.92,0.0,TB
2009d772-8992-49eb-b093-fe705df4f9e7,64000019700729236X,230000199509257321,运动户外健身器材舒华Shuhua Elliptical,278.29,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-11-19 03:09:04,2025-04-05 03:54:32,9999,9999,278.29,0.0,TB
ad8714df-c939-4937-ad86-cc04b3d37149,340000197101135407,420000197002138573,鞋靴皮鞋艾德Ad Loafers,22.66,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-04-14 16:54:58,2025-11-27 16:15:58,9999,9999,22.66,0.0,TB
3735655c-5fab-4369-adfe-aeac5e0ffe29,150000199710273526,230000199509257321,女装外套ZARAZARA Trench Coat,748.44,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-08-21 05:30:52,2024-10-01 22:57:58,9999,9999,748.44,748.44,TB
ea44e58d-c2ed-4ab9-b621-7f8d78495f73,510000197907301576,420000197002138573,手机手机配件耳机Sony WH-1000XM4,150.68,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-07-01 04:55:23,2025-02-19 03:06:53,9999,9999,150.68,0.0,TB
19fce5f3-3b06-4d3b-abbe-c8746edf0e26,510000197907301576,610000195709299553,家具厨具沙发曲美Milan Leather,860.56,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-01-18 00:44:30,2025-11-26 16:22:53,9999,9999,860.56,860.56,TB
6d8e6833-b2b7-4fa9-a7d7-6dedcb29dcaf,13000020031014011X,650000198006235511,钟表珠宝手表欧米茄Omega Seamaster,405.78,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-09-11 21:07:11,2025-06-25 08:21:35,9999,9999,405.78,405.78,TB
c2d18424-b159-4f95-8a94-a9d22fb43149,64000019700729236X,460000200405183418,文具用品文件夹EsselteEsselte Flexi-File,288.66,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-09-21 14:37:17,2024-09-14 00:32:53,9999,9999,288.66,0.0,TB
bf863bc0-6e34-46f1-965b-ee248038cc1e,150000199710273526,420000197002138573,食品酒饮零食乐事乐事薯片黑胡椒,755.2,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-09-23 06:09:57,2025-07-17 12:08:47,9999,9999,755.2,755.2,TB
65389b8d-685c-45a2-99c0-fe8cd763bbf8,340000197101135407,440000198407107968,美妆护肤彩妆MACMAC口红,273.69,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-07-08 21:06:21,2024-10-04 07:32:33,9999,9999,273.69,273.69,TB
106fcffb-e1f9-4e13-a9f3-c5d3a80e2f96,140000195811056213,460000200405183418,个护清洁洗发水施华蔻施华蔻柔顺护理,140.31,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-05-30 03:19:47,2025-04-30 20:46:29,9999,9999,140.31,0.0,TB
79b21273-6eea-474d-9c29-7620067ee3b2,340000197101135407,420000197002138573,钟表珠宝珠宝施华洛世奇Swarovski水晶项链,768.36,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-07-21 00:01:13,2025-08-01 01:40:29,9999,9999,768.36,768.36,TB
92c5bbc4-f386-475d-a834-a2b7e347921d,540000195702172287,230000199509257321,医药止咳药润喉片润喉片（薄荷）,755.85,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-08-02 18:26:24,2024-06-03 03:44:55,9999,9999,755.85,755.85,TB
2986ac2e-8c00-4168-bf34-2618071e2a06,410000195503052136,440000198407107968,箱包手提包GucciGucci Jackie 1961,76.86,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-03-16 10:01:26,2025-08-23 13:36:56,9999,9999,76.86,0.0,TB
af42d66e-d426-4f60-b2f0-fba903262f1b,410000195503052136,370000197612142612,鞋靴皮鞋本尼Benny Formal Shoes,800.48,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-12-20 16:22:45,2024-06-30 02:25:25,9999,9999,800.48,0.0,TB
a1acb683-d19e-4019-80ec-534cd0cb1319,540000195702172287,650000198006235511,家居家装家居用品大自然大自然家纺,556.96,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-09-01 22:53:21,2025-03-24 06:26:57,9999,9999,556.96,0.0,TB
e8da841b-b87d-436e-8420-9138860140c0,630000195107244604,540000200203257079,保健运动健康博朗博朗电动剃须刀,563.17,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-06-05 19:45:05,2025-02-07 19:39:31,9999,9999,563.17,0.0,TB
48f79a61-b44c-4aed-8028-ec3722339cae,510000197907301576,420000197002138573,医药维生素善存善存维生素C,891.97,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-08-08 19:32:45,2024-09-23 11:45:42,9999,9999,891.97,891.97,TB
57fbd1b2-67a9-42c8-aca5-f4961ed28af3,510000197907301576,610000195709299553,食品酒饮饮料维他命水维他命水柠檬,506.55,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-03-26 21:48:08,2024-03-31 12:58:56,9999,9999,506.55,506.55,TB
65222d48-b7a5-452d-ace6-95393b91b530,410000195503052136,120000199806113230,儿童用品婴儿用品贝亲Pigeon Baby Bottles,939.28,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-12-21 11:33:40,2025-10-01 03:18:02,9999,9999,939.28,939.28,TB
aa1bca0f-de54-434b-96c9-6c870a4629e7,150000199710273526,120000199806113230,电脑办公鼠标达尔优P88,352.15,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-11-16 00:04:22,2024-01-06 17:48:04,9999,9999,352.15,352.15,TB
c3550a4b-0d3c-48d4-9baf-48cbb0d9231c,540000195702172287,610000195709299553,母婴婴儿用品好孩子好孩子婴儿推车,897.08,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-10-29 17:48:30,2025-07-21 01:32:54,9999,9999,897.08,0.0,TB
4c2aa361-2a8f-4ae5-8933-ea09963678f3,64000019700729236X,150000197602107513,文具用品文件夹Office DepotOffice Depot Expanding,689.68,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-03-28 02:45:10,2025-12-12 11:40:12,9999,9999,689.68,0.0,TB
983d1796-a1e3-454f-bc97-ffa205475cde,540000195702172287,150000197602107513,女装裤子ZARAZARA Skinny Jeans,315.47,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-07-16 10:18:20,2024-01-15 05:36:59,9999,9999,315.47,0.0,TB
9dfaed30-2b00-4648-aaf9-d59874d2b719,540000195702172287,420000197002138573,文具用品文件夹EsselteEsselte A4 Document Holder,538.77,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-06-22 00:21:15,2024-01-23 22:59:20,9999,9999,538.77,538.77,TB
aec1820a-a430-45d3-bba6-a1462ff97c3d,140000195811056213,540000200203257079,母婴孕妇用品产后护理产后修复霜,138.93,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-11-04 11:26:27,2024-02-04 22:09:27,9999,9999,138.93,0.0,TB
783622dd-9e00-4e9c-b68f-4c37c20ed989,510000197907301576,540000200203257079,母婴孕妇用品产后护理产后恢复带,15.84,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-05-22 02:01:38,2024-01-08 21:14:53,2024-11-05 13:31:19,9999,15.84,15.84,TB
75047306-ff3a-4feb-8b9a-096f3e489d24,13000020031014011X,150000197602107513,家具厨具锅具特福D181S5 Cookware Set,138.72,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-03-17 11:16:52,2025-03-06 07:56:16,2025-03-19 19:02:40,9999,138.72,138.72,TB
35d26802-8dbd-4fd4-bfdc-416a52a15ad7,530000199910230767,370000197612142612,儿童用品婴儿用品贝亲Pigeon Baby Wipes,359.12,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-02-14 13:51:13,2025-07-10 13:22:13,2026-06-30 08:09:29,9999,359.12,359.12,TB
f80d24f5-8d74-4975-a536-24c8793afef0,64000019700729236X,460000200405183418,家电冰箱美的Midea French Door,499.35,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-04-08 08:07:50,2024-05-15 04:36:45,2024-04-27 04:01:57,9999,499.35,499.35,TB
d2a8e70a-5770-4da3-ba3f-6a212afd7329,530000199910230767,420000197002138573,个护清洁牙膏舒客舒客清新薄荷,525.75,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-05-31 05:40:21,2024-12-30 05:35:08,2024-07-09 15:35:51,9999,525.75,525.75,TB
d56081d5-1de8-4a4e-b33d-5229f6a3f7a0,530000199910230767,610000195709299553,手机手机配件极客修充电宝,145.14,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-11-24 14:37:02,2025-08-28 15:23:32,2025-01-14 21:02:11,9999,145.14,145.14,TB
e895be42-5dac-4b63-b55c-90e9e643834a,140000195811056213,610000195709299553,儿童用品婴儿用品尿布Huggies Diapers,924.89,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-08-10 16:52:18,2024-01-12 00:15:37,2025-05-06 04:36:02,9999,924.89,924.89,TB
1140d3a8-9d52-4958-8fae-52a0423ead06,150000199710273526,440000198407107968,文具用品笔记本RhodiaRhodia Goalbook,879.36,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-10-03 14:21:10,2025-04-12 14:09:08,2026-01-07 20:22:13,9999,879.36,879.36,TB
1aa7ede9-45e9-46b2-8f50-c18c5a647659,340000197101135407,540000200203257079,家具厨具沙发曲美Milan Leather,416.03,2024-07-28 19:43:01,2024-07-28 19:43:01,2025-11-23 09:52:12,2025-03-17 17:01:21,2025-01-13 12:17:48,9999,416.03,416.03,TB
b892c243-d6c3-45ab-b5bf-96d1fa2ad38a,510000197907301576,370000197612142612,保健运动健康博朗博朗电动牙刷,336.9,2024-07-28 19:43:01,2024-07-28 19:43:01,2024-08-03 19:44:20,2024-04-12 23:47:07,2024-06-28 03:31:08,9999,336.9,336.9,TB
