Order_ID_lease_platform,Real_Name_User(ID Card),Seller_Information(ID Card),Product_Information_lease_platform,Product_Amount_lease_platform,Order_Creation_Time_lease_platform,Payment_Time_lease_platform,Shipping_Time_lease_platform,Receiving_Time_lease_platform,Refund_Time_lease_platform,Return_Time_lease_platform,Payment_Amount_lease_platform,Refund_Amount_lease_platform,Platform_Type_lease_platform
d1418807-3e78-4a86-8545-5e87d07fac91,340000198501274355,620000195906244895,鞋靴皮鞋本尼Benny Suede Shoes,934.62,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-03-02 14:00:29,2024-12-12 00:43:22,9999,9999,934.62,0.0,lease_platform
828ad07f-e64e-4a34-b387-2fe328a307eb,230000198907202276,340000195706277871,运动户外户外装备狮子头Lion Head Outdoor Gear,386.68,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-04-24 08:09:35,2024-06-30 09:50:51,2025-09-16 01:40:55,2026-06-21 08:54:23,386.68,386.68,lease_platform
1b53325e-8a4a-4118-85b0-2230bc1e1427,420000195903311792,360000196312107157,电脑办公打印机佳能imageCLASS MF743Cdw,627.68,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-09-27 07:28:07,2025-08-04 06:05:48,9999,9999,627.68,0.0,lease_platform
034d09ba-2ef4-48ea-8037-ec1d8932fd42,500000198008232848,420000196712031506,文具用品笔LAMYLAMY Al-Star,262.12,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-05-28 14:04:41,2025-10-25 09:01:26,2026-03-10 10:57:00,2027-11-13 09:33:49,262.12,262.12,lease_platform
978e428e-e6c4-4400-9764-bc328faba119,620000195906244895,230000198907202276,个护清洁沐浴露沐浴乳沐浴乳滋润版,927.71,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-01-02 05:55:18,2024-02-05 20:31:52,9999,9999,927.71,0.0,lease_platform
0e746efc-faf3-4379-b753-ff1bc11a8abf,54000019550707725X,330000199103075978,个护清洁洗发水欧莱雅欧莱雅强健修复,407.74,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-11-30 03:14:01,2024-07-25 20:06:40,9999,9999,407.74,0.0,lease_platform
4d8fddc7-82cc-4c5a-8573-b5f5f1b77691,530000197506034773,230000198907202276,个护清洁洗发水霸王霸王防脱发,341.81,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-09-01 11:48:26,2024-06-13 19:36:50,9999,9999,341.81,0.0,lease_platform
0464771a-46c3-4bd2-9942-cbb0dc17b5bb,320000199806261839,230000198907202276,个护清洁沐浴露施华蔻施华蔻温和滋养,494.41,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-11-30 16:19:31,2024-11-07 06:13:28,9999,9999,494.41,0.0,lease_platform
f5805f18-e825-4fb7-ae1f-da594a52a06a,340000196110176716,610000199310275769,家具厨具餐桌宜家LINNMON/ADILS Table,186.79,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-11-17 19:37:01,2024-12-11 04:51:03,9999,9999,186.79,0.0,lease_platform
0fc48733-8d05-4350-8dd3-1ae0ba134f61,62000019660525105X,610000199310275769,美妆护肤彩妆MACMAC粉底液,489.62,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-04-15 09:51:34,2025-10-17 08:21:23,9999,9999,489.62,0.0,lease_platform
759dc7b7-b8b2-4559-b5cd-aaf5e5fe2991,630000195108252323,420000199505248298,个护清洁牙膏狮王狮王修复牙膏,99.85,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-03-18 02:36:26,2025-06-17 00:57:23,9999,9999,99.85,0.0,lease_platform
e55f1584-604d-4eaf-969c-0417b0ceafb6,330000199103075978,340000195706277871,家电洗衣机海尔Haier Top Load,998.16,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-06-11 18:13:16,2025-01-31 02:44:42,9999,9999,998.16,0.0,lease_platform
d10722f7-b2c9-4c3c-b8ef-9dc636be5394,330000199103075978,340000196110176716,文具用品文件夹SmeadSmead Color-Coded,842.36,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-06-22 16:34:04,2024-12-10 11:45:04,9999,9999,842.36,0.0,lease_platform
d05cfd24-59bd-4c70-8129-6426cfb3a5e3,62000019660525105X,21000019810728250X,箱包行李箱RimowaRimowa Essential Cabin,164.38,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-07-22 18:34:54,2024-01-08 16:34:17,9999,9999,164.38,0.0,lease_platform
4cf5f09c-1035-4aee-abd9-612522fd94ac,110000198306195640,620000196903280203,个护清洁洗发水施华蔻施华蔻深层修复,389.79,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-09-30 05:11:53,2025-07-09 10:30:21,9999,9999,389.79,0.0,lease_platform
6f627618-e669-4ade-bf9e-90fd2b1ce3d6,500000195111239972,620000195906244895,钟表珠宝手表卡地亚Cartier Panthère,352.31,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-10-21 00:12:59,2025-01-08 05:17:51,2025-06-22 11:52:52,2025-10-30 08:18:40,352.31,352.31,lease_platform
148e0339-98fa-4190-a75d-1a00568d3d8a,650000198704266577,340000195706277871,家电洗衣机海尔Haier Top Load,871.43,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-02-18 00:30:19,2024-07-24 06:52:25,9999,9999,871.43,0.0,lease_platform
aa873956-cb9d-4f7f-a04c-f9281ad351eb,310000195103225110,350000199312079231,钟表珠宝珠宝周大福周大福钻石项链,357.69,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-09-15 01:56:43,2025-01-05 07:11:58,2026-11-09 21:47:19,2027-09-21 16:12:11,357.69,357.69,lease_platform
b2758bb3-5a7f-402d-9ade-d0ffde70a92b,62000019660525105X,54000019550707725X,医药维生素复合维生素复合维生素A,70.09,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-07-14 04:35:33,2025-07-03 12:46:48,9999,9999,70.09,0.0,lease_platform
4c8ca70c-f373-4d82-bc12-d97448baebc8,450000197402288488,62000019660525105X,美妆护肤彩妆ChanelChanel唇膏,659.97,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-04-04 07:38:03,2024-12-18 17:21:41,9999,9999,659.97,0.0,lease_platform
aba8e315-ba7b-42c2-b01c-55baca47b7c5,630000195108252323,320000199806261839,家电空调三菱电机Mitsubishi Electric Split,560.05,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-09-14 09:59:53,2025-12-07 00:56:22,9999,9999,560.05,0.0,lease_platform
d14c0f20-a2dd-4968-8115-2a0c64717940,62000019660525105X,420000196712031506,箱包手提包CoachCoach Tabby,918.76,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-03-18 21:13:05,2025-09-28 04:33:49,9999,9999,918.76,0.0,lease_platform
dee9859e-5152-40d0-a25d-b866910a3d27,620000196903280203,320000199806261839,钟表珠宝手表劳力士Rolex Submariner,144.93,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-04-02 08:19:21,2024-08-16 09:48:15,2025-11-19 02:49:55,2026-04-29 06:41:21,144.93,144.93,lease_platform
bf823514-c174-4894-a68c-27e5303da897,62000019660525105X,420000196712031506,女装连衣裙Forever 21Forever 21 Bodycon Dress,674.96,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-11-18 22:22:56,2025-03-14 20:56:57,9999,9999,674.96,0.0,lease_platform
6c2728e1-6713-4654-be6f-13aee83406b9,230000198907202276,340000198501274355,家居家装装修材料马可马可地板,410.64,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-04-24 13:47:36,2025-03-16 05:52:07,9999,9999,410.64,0.0,lease_platform
0a3c7118-93fd-489c-9790-7fed26d6ef35,360000196312107157,530000197506034773,母婴孕妇用品孕妇装孕妇连衣裙,489.57,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-04-07 23:19:16,2024-08-01 17:23:43,2025-01-23 16:14:24,2026-06-22 14:07:56,489.57,489.57,lease_platform
d0dbbb5c-ef41-4b69-a685-f557b49bf9cf,310000195103225110,350000199312079231,个护清洁沐浴露沐浴乳沐浴乳舒缓版,26.65,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-07-25 00:51:47,2024-09-24 23:20:48,9999,9999,26.65,0.0,lease_platform
bc944057-18d6-44e1-9f84-f0edfdf12186,650000198704266577,360000196312107157,医药感冒药布洛芬布洛芬胶囊,421.05,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-11-20 21:08:54,2024-10-27 16:23:48,9999,9999,421.05,0.0,lease_platform
aa20954e-df20-493c-8c2e-1a723ba6d44c,610000199310275769,230000198907202276,儿童用品婴儿用品好孩子Goodbaby Car Seat,839.39,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-03-25 04:19:36,2025-08-29 07:28:10,9999,9999,839.39,0.0,lease_platform
e87788e6-e7cc-4f06-8d0c-54e0edec5426,530000197506034773,420000195903311792,食品酒饮饮料雪碧雪碧经典,351.51,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-06-19 00:03:37,2024-01-10 10:45:04,9999,9999,351.51,0.0,lease_platform
9569363f-ef49-40a9-93e3-6fdb967f1b81,340000198501274355,54000019550707725X,家电电视LGLG UHD AI ThinQ,358.1,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-09-04 15:58:29,2025-07-17 23:45:33,2026-12-03 18:25:03,2026-04-05 11:15:10,358.1,358.1,lease_platform
3de6b3f9-6811-4968-b50a-0f1e96cc6aa0,310000195103225110,360000196312107157,运动户外健身器材博朗Braun Hair Dryer,486.74,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-12-23 23:53:22,2025-04-13 00:30:06,9999,9999,486.74,0.0,lease_platform
bd3f6ce3-ffcd-4049-954b-e26c6c241f6c,420000195903311792,500000195111239972,个护清洁洗发水欧莱雅欧莱雅专业修复,486.74,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-03-03 07:23:38,2024-03-07 00:55:48,9999,9999,486.74,0.0,lease_platform
6c9004b0-4fa6-48c6-9654-f7d369c96944,420000199505248298,500000195111239972,女装连衣裙MangoMango Sweater Dress,336.53,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-12-17 14:19:20,2024-02-29 11:16:52,9999,9999,336.53,0.0,lease_platform
062911da-e3d7-453a-ba13-0fd85ffc7fb3,340000196110176716,110000198306195640,儿童用品婴儿用品好孩子Goodbaby Car Seat,297.79,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-08-03 06:04:32,2025-10-13 19:41:37,9999,9999,297.79,0.0,lease_platform
05981efe-e266-4c99-91b9-7cbce000bdd3,620000195906244895,110000198306195640,医药维生素钙尔奇钙尔奇D片,28.85,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-05-13 07:08:07,2025-07-20 15:01:38,9999,9999,28.85,0.0,lease_platform
9a75824b-bd90-42d4-9f3a-561a6ac7aa38,610000199310275769,370000196012251570,手机平板电脑微软Surface Go 3,199.38,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-04-14 19:59:23,2024-05-29 04:51:27,2025-03-15 05:45:16,2026-10-29 11:26:58,199.38,199.38,lease_platform
f491a397-bf7a-4f7f-a772-d95d8be0b8ed,320000199806261839,310000195103225110,家居家装家具曲美Milan Leather Sofa,90.02,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-10-13 18:02:59,2024-11-12 05:41:28,9999,9999,90.02,0.0,lease_platform
51727789-f3ee-47fe-8f96-824bce3e0ade,340000196110176716,450000197402288488,家具厨具餐桌欧派A05 Dining Table,300.58,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-08-14 08:47:50,2024-04-30 09:22:49,9999,9999,300.58,0.0,lease_platform
2d7ff289-a574-4512-bfb3-193885335dc9,220000197807281126,110000198306195640,家居家装家具大自然瑞士风情 Sectional,846.61,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-02-21 11:40:07,2025-11-27 05:06:42,9999,9999,846.61,0.0,lease_platform
4d37027d-0d5a-40ef-985e-9d74bcd43c25,320000199806261839,420000199505248298,医药维生素维生素D维生素D2,92.82,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-10-21 12:25:18,2024-08-13 13:20:14,9999,9999,92.82,0.0,lease_platform
c273eac6-8d61-4b09-856c-e177e9da77bf,630000195108252323,62000019660525105X,女装连衣裙MangoMango Sweater Dress,522.81,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-08-14 13:43:42,2025-10-08 21:25:11,2025-05-23 05:25:07,2026-12-12 07:24:03,522.81,522.81,lease_platform
b0ab409e-e8f3-499a-87d8-a88300d1018f,110000199106014782,500000198008232848,手机手机配件乐心运动耳机,992.04,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-03-17 01:15:46,2025-02-08 16:25:36,9999,9999,992.04,0.0,lease_platform
b8057102-95aa-4442-aa66-95d43f230200,110000199604119763,360000196312107157,个护清洁牙膏云南白药云南白药清新版,822.74,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-02-02 02:23:35,2025-04-13 08:40:57,9999,9999,822.74,0.0,lease_platform
14d1b858-e4df-4c5c-8c84-2877338cc84c,630000195108252323,610000199310275769,箱包背包OspreyOsprey Daylite Plus,90.96,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-05-02 13:58:35,2025-01-02 15:04:55,9999,9999,90.96,0.0,lease_platform
11d4b28a-43d4-4298-b6bb-8ec2d8aea2cf,650000198704266577,500000198008232848,母婴孕妇用品产后护理产后恢复带,262.88,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-03-22 10:11:42,2025-04-07 18:57:07,9999,9999,262.88,0.0,lease_platform
cee72633-91c6-440a-97c0-8dbb6a8db042,330000199103075978,630000195108252323,家居家装家居用品大自然大自然家纺,492.99,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-09-12 03:31:54,2024-06-27 01:12:36,9999,9999,492.99,0.0,lease_platform
12281c92-7306-431a-a030-01c1ca66d0be,530000197506034773,500000195111239972,鞋靴运动鞋彪马Puma Suede,665.72,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-03-20 21:55:03,2024-12-14 11:20:55,9999,9999,665.72,0.0,lease_platform
9b542ac1-449b-46cb-9658-29caf313de15,630000195108252323,360000196312107157,箱包背包SamsoniteSamsonite GuardIT,108.1,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-02-05 03:21:15,2024-09-23 08:34:38,9999,9999,108.1,0.0,lease_platform
4cdf74e7-b547-4943-9a08-aa07d5d5d4bf,420000195903311792,340000198501274355,个护清洁洗发水欧莱雅欧莱雅强健修复,93.96,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-09-11 18:10:45,2025-10-12 19:52:13,9999,9999,93.96,0.0,lease_platform
1c9d439c-4566-4181-ad85-7d6b22352107,350000199312079231,640000199212048023,箱包行李箱SamsoniteSamsonite Omni PC,878.2,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-07-04 17:02:46,2024-02-01 12:13:29,9999,9999,878.2,0.0,lease_platform
7d763324-7d50-4542-b30c-27bf6056d5e0,450000196703256186,110000198306195640,文具用品笔Uni-ballUni-ball Jetstream,51.69,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-02-12 01:09:02,2024-02-01 22:43:02,9999,9999,51.69,0.0,lease_platform
fa8f10e0-0899-4423-b190-cded4554c834,640000199212048023,220000197807281126,女装连衣裙MangoMango Shift Dress,925.32,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-05-25 03:42:36,2025-07-05 19:58:07,9999,9999,925.32,0.0,lease_platform
36b2fa18-034c-4e77-afd8-8dbe3b4c69d4,220000197807281126,350000199312079231,女装裤子Forever 21Forever 21 Paperbag Waist Pants,215.6,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-12-23 23:28:22,2025-08-11 05:03:08,9999,9999,215.6,0.0,lease_platform
db85b00f-fbee-40da-9352-f2e8223f1ffc,360000196312107157,350000199312079231,医药止咳药润喉片润喉片（草本）,345.09,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-11-04 18:38:52,2025-03-07 15:31:25,9999,9999,345.09,0.0,lease_platform
fcbde320-a2dd-4368-b91e-d2c7177cd173,330000199103075978,630000195108252323,保健运动健康舒华舒华动感单车,137.98,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-05-01 10:07:26,2025-11-21 11:21:24,9999,9999,137.98,0.0,lease_platform
529a289e-3107-4e6f-910a-0065b6ad7176,450000197402288488,620000196903280203,钟表珠宝珠宝周大生周大生黄金戒指,223.35,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-07-24 16:00:34,2024-10-03 06:57:45,9999,9999,223.35,0.0,lease_platform
81629842-e04d-4f5c-b233-74fc386bdd0b,370000196012251570,340000196110176716,运动户外健身器材乔山Johnson Elliptical,894.83,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-10-06 11:16:43,2024-08-28 17:39:15,9999,9999,894.83,0.0,lease_platform
59b48e28-5df5-46dc-8efe-e7649e5c02ad,340000195706277871,500000198008232848,文具用品文件夹EsselteEsselte A4 Document Holder,710.41,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-09-09 06:40:17,2024-11-20 17:34:19,9999,9999,710.41,0.0,lease_platform
7a5dffb8-8a29-4360-844d-2cb0e9d4b88c,21000019810728250X,610000199310275769,运动户外健身器材飞利浦Philips Blender,691.46,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-04-30 00:08:25,2024-03-15 05:28:47,2024-06-07 21:36:08,2024-05-01 01:33:09,691.46,691.46,lease_platform
84fefa6e-6eec-452b-920b-8a11f351aa9a,340000195706277871,420000195903311792,家电洗衣机海尔Haier Top Load,725.93,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-12-15 02:24:57,2024-06-23 18:20:58,9999,9999,725.93,0.0,lease_platform
d64c24d6-9e1d-46e0-83ad-1e66718595f5,340000198501274355,450000197402288488,家电洗衣机LGLG Top Load,626.21,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-08-10 05:10:46,2024-07-02 16:06:20,9999,9999,626.21,0.0,lease_platform
369a5125-8cf3-4483-8e7b-ba9f48bf52f6,230000198907202276,320000199806261839,食品酒饮酒类茅台茅台飞天,329.0,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-05-19 04:56:25,2024-01-14 22:16:29,9999,9999,329.0,0.0,lease_platform
