Order_ID_XY,Real_Name_User(ID Card),Seller_Information_(ID Card),Product_Information_XY,Product_Amount_XY,Order_Creation_Time_XY,Payment_Time_XY,Shipping_Time_XY,Receiving_Time_XY,Refund_Time_XY,Return_Time_XY,Payment_Amount_XY,Refund_Amount_XY,Platform_Type_XY
526089f9-dd47-415b-8ecc-078629c26d3b,540000197103264349,520000197004058319,箱包行李箱American TouristerAmerican Tourister Fieldbrook,180.45,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-10-21 14:19:45,2024-10-11 01:33:33,2025-08-10 03:01:15,9999,180.45,180.45,XY
d15901f3-8808-4831-95b9-9fd2e234320c,510000197901104651,110000197807035632,母婴婴儿用品好孩子好孩子婴儿床,168.38,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,168.38,0.0,XY
3ea33dce-7f04-49b5-94f5-d6c77576b3f1,540000197103264349,540000197103264349,母婴孕妇用品产后护理产后修复霜,729.64,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-02-24 22:24:12,2024-07-27 02:43:02,9999,9999,83.21,0.0,XY
9dc00495-3ae2-4890-a447-ded72284a007,510000197901104651,520000197004058319,家居家装家具全友J-007 Round Table,505.35,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-08-06 20:45:52,2024-04-09 06:59:42,9999,9999,160.57,0.0,XY
315026e3-8ccc-487d-b022-96a6a8d6cd99,610000198902078983,510000197901104651,电脑办公鼠标微软IntelliMouse Explorer 3.0,976.99,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-06-24 12:55:51,2025-03-19 07:55:26,2026-06-22 13:15:21,9999,976.99,976.99,XY
ef2fc169-d281-49e2-b489-ba856b3f740a,620000199601308403,110000197807035632,食品酒饮零食德芙德芙牛奶巧克力,761.29,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-08-22 01:04:18,2024-11-25 08:17:45,9999,9999,339.17,0.0,XY
690412c5-c021-4b96-b0ed-c7dd3004d76d,210000198403259857,210000198403259857,女装外套ZARAZARA Trench Coat,874.22,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-05-20 12:18:19,2025-04-16 03:46:20,9999,9999,874.22,874.22,XY
ee2d6887-dba7-411e-aab0-410fe5c58161,520000197004058319,610000198902078983,手机手机配件极客修充电宝,623.47,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,623.47,0.0,XY
753cbcfc-ae84-4d1b-be14-a08a802297bc,210000198403259857,620000199601308403,箱包手提包Kate SpadeKate Spade Cameron Street,629.06,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-09-25 15:17:53,2024-12-20 04:20:05,9999,9999,305.67,0.0,XY
4f89e012-3780-4896-9c9a-2d2d93320478,610000198902078983,520000197004058319,箱包背包SamsoniteSamsonite Tectonic,270.07,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-05-31 16:44:13,2024-05-27 02:36:12,9999,9999,110.17,0.0,XY
5f2c20c9-84ea-4425-8203-d9dd99351709,210000198403259857,620000199601308403,钟表珠宝珠宝周大生周大生珍珠项链,609.37,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-03-16 06:47:40,2025-07-14 20:05:47,9999,9999,121.83,0.0,XY
e6ff0bbf-b0f9-4b7f-91c0-1698228885df,210000198403259857,460000197010013428,运动户外运动鞋彪马Puma RS-X,455.13,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-08-11 08:46:15,2025-03-30 13:03:04,9999,9999,455.13,0.0,XY
6c066232-a5a6-402d-9da1-c2f37b0b0728,620000199601308403,110000197807035632,个护清洁洗发水霸王霸王养发,452.68,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-03-01 01:30:01,2025-07-09 08:57:36,9999,9999,189.89,0.0,XY
4b8cd29a-c46a-4c1b-a436-0cbe006e4aa4,340000199203195944,120000195003202354,运动户外健身器材舒华Shuhua Elliptical,370.95,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-04-17 02:41:28,2025-03-07 08:02:40,9999,9999,81.06,0.0,XY
efdb63f5-1c71-426e-9191-106c6e293fa0,110000197807035632,210000198403259857,母婴婴儿用品宝宝乐宝宝乐婴儿车,959.72,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-10-11 15:27:21,2024-08-12 14:00:30,9999,9999,333.07,0.0,XY
30ff2e1f-85b7-40ee-8c5c-ca60f2e725e5,110000197807035632,520000197004058319,箱包手提包Kate SpadeKate Spade Margaux,231.18,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-09-16 17:18:41,2024-11-09 20:30:45,2025-01-13 02:33:00,9999,231.18,231.18,XY
87b1f2d9-f245-4ba3-8380-e57722be7c46,620000199601308403,540000197103264349,医药止咳药润喉片润喉片（草本）,902.74,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-02-04 15:32:36,2024-12-31 09:26:20,9999,9999,902.74,0.0,XY
07bb0d25-d9c6-4f25-9e2b-eee3fdcbf743,610000198902078983,110000197807035632,运动户外运动鞋New BalanceNew Balance 1080v11,295.09,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-02-04 20:26:09,2025-06-17 06:37:31,9999,9999,295.09,295.09,XY
ea984c22-9a69-4cad-bc16-bdfa2ea91e5a,340000199203195944,540000197103264349,家居家装家具全友5025 Recliner,431.72,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-04-19 01:19:35,2024-02-08 07:15:29,9999,9999,189.54,0.0,XY
15ba0d8a-e4f8-407b-aeae-c41db6c5d900,540000197103264349,110000197807035632,家居家装家具美克MK Collection Dining Table,440.89,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-01-17 23:58:27,2024-06-10 22:02:34,9999,9999,196.21,0.0,XY
ea3df9fc-2ac8-405d-8e4b-a8ebd6108153,120000195003202354,110000197807035632,电脑办公打印机惠普OfficeJet Pro 9015e,512.63,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-02-20 18:58:54,2024-07-12 07:24:16,2024-11-27 12:24:17,9999,512.63,512.63,XY
686955fe-3cb8-4551-9506-feb82c048db6,540000197103264349,120000195003202354,家电空调三菱电机Mitsubishi Electric Split,482.62,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,482.62,0.0,XY
187cf501-4b05-4ce0-8baa-e75dbcc92e67,110000197807035632,540000197103264349,食品酒饮饮料雪碧雪碧青柠味,254.63,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-03-19 13:45:34,2024-10-25 17:16:25,2024-03-28 05:05:00,9999,254.63,254.63,XY
7f3f26c2-556c-4f2c-9884-e204176839bf,620000199601308403,610000198902078983,个护清洁牙膏狮王狮王修复牙膏,576.5,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-07-13 11:13:50,2025-04-07 10:20:11,9999,9999,92.24,0.0,XY
bb7a7fbb-013b-41fd-a469-aa98cfd5c62b,210000198403259857,510000197901104651,鞋靴皮鞋艾德Ad Loafers,707.01,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-05-16 23:23:55,2024-03-10 04:29:54,9999,9999,326.95,0.0,XY
f9086171-766a-41ad-87ee-56f2fe79cba1,110000197807035632,610000198902078983,儿童用品玩具乐高LEGO Technic,172.17,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-01-06 17:58:53,2024-12-31 17:33:19,2025-04-15 03:21:22,9999,172.17,172.17,XY
d21d590e-8f85-4c78-a58b-5b848069c095,120000195003202354,620000199601308403,手机平板电脑微软Surface Pro 9,87.19,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-07-03 01:35:19,2024-06-12 09:30:28,9999,9999,87.19,0.0,XY
321131b7-e8ab-47f4-b212-0a57ae712784,610000198902078983,210000198403259857,保健营养补充健安喜健安喜多种维生素,368.77,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,368.77,0.0,XY
b09a9ef9-3455-4498-aa7d-e6c6b0f24c29,610000198902078983,520000197004058319,保健营养补充安利安利钙片,405.74,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-05-17 16:04:08,2024-02-21 04:14:19,9999,9999,405.74,0.0,XY
320fa5dc-6313-4274-8e4a-2713df6f5f60,210000198403259857,610000198902078983,保健运动健康舒华舒华椭圆机,536.62,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-02-05 22:40:37,2025-12-24 05:13:54,9999,9999,82.08,0.0,XY
0ea61119-58c7-482c-98b3-3ae9e4160d04,510000197901104651,110000197807035632,儿童用品婴儿用品宝宝乐Babylea Baby Bath,919.39,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-04-04 00:29:05,2025-10-02 10:26:57,9999,9999,919.39,0.0,XY
7d396f6e-a62d-44e7-b157-dcb37a73e5a8,210000198403259857,520000197004058319,个护清洁牙膏黑人黑人护龈,597.39,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,597.39,0.0,XY
b3034afa-8a16-4fe9-abec-1b18a7b08aa9,620000199601308403,520000197004058319,鞋靴皮鞋乔丹Jordan Loafers,538.65,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-01-12 02:56:58,2024-11-16 13:14:08,9999,9999,81.18,0.0,XY
ab58c55c-70f3-491c-911a-97dbb45677f0,510000197901104651,460000197010013428,钟表珠宝珠宝周大福周大福黄金戒指,423.61,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,423.61,0.0,XY
7610d699-2d85-4bf2-bdf5-113383ff144d,340000199203195944,510000197901104651,儿童用品玩具费雪Fisher-Price Toys,540.4,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-01-28 23:40:23,2024-01-24 19:33:09,9999,9999,540.4,540.4,XY
b4900097-01fb-4dae-a96d-d5ab0fc41893,620000199601308403,340000199203195944,家电电视海信Hisense H8G,599.84,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-09-19 21:31:25,2025-04-14 03:29:11,9999,9999,245.6,0.0,XY
d55123a5-b6e7-4299-969f-cc8a3602e3c6,510000197901104651,110000197807035632,食品酒饮零食好丽友好丽友巧克力,260.77,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-07-03 07:46:00,2024-05-31 13:51:03,9999,9999,260.77,260.77,XY
1996b852-7371-49d0-9a20-b63e6bd96844,120000195003202354,610000198902078983,电脑办公打印机兄弟HL-L2350DW,462.59,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-05-22 13:25:39,2024-03-03 16:40:08,9999,9999,462.59,462.59,XY
54a72c2a-7250-4229-b112-22ba9819d0b9,520000197004058319,510000197901104651,电脑办公笔记本电脑华硕ROG Flow Z13,650.29,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-07-20 12:53:56,2024-10-24 18:51:45,2025-10-27 21:15:47,9999,650.29,650.29,XY
5d80e204-c0c2-4e89-9b74-b06955b0f40e,510000197901104651,210000198403259857,文具用品笔记本RhodiaRhodia Goalbook,609.65,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-03-24 03:06:54,2024-09-21 14:22:58,2025-05-21 12:01:21,9999,609.65,609.65,XY
2cc053f6-c3fe-4409-8929-e5ea6fd8288c,510000197901104651,540000197103264349,儿童用品孕妇用品贝亲Pigeon Nursing Pillow,158.15,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-06-27 03:03:43,2025-10-16 08:33:38,9999,9999,27.14,0.0,XY
87c26766-4ec6-461c-8628-f191ae529a25,510000197901104651,120000195003202354,美妆护肤护肤品兰蔻兰蔻水光瓶,147.68,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-09-12 06:32:03,2025-05-19 03:59:26,2025-04-08 10:27:06,9999,147.68,147.68,XY
0bdf2f08-382e-4d48-ae55-6cdb4e8ca408,460000197010013428,120000195003202354,家居家装家具宜家KLIPPAN 2-Seater,86.02,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-07-29 20:17:19,2024-11-12 19:35:42,2024-02-21 15:09:13,9999,86.02,86.02,XY
3877fdb0-7dc0-4ec5-b89a-04f0bd5ed825,510000197901104651,120000195003202354,家居家装装修材料立邦立邦净味,113.23,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-10-16 00:08:44,2025-12-04 01:39:55,9999,9999,51.62,0.0,XY
8cef063f-551d-4474-bb73-3c945773119b,620000199601308403,610000198902078983,儿童用品婴儿用品尿布Pampers Diapers,335.97,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-12-11 14:11:04,2025-10-25 04:31:04,2026-12-05 04:48:30,9999,335.97,335.97,XY
7473917d-f14c-4a04-8bc3-fe470d21987b,510000197901104651,110000197807035632,个护清洁沐浴露沐浴乳沐浴乳舒缓版,130.64,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,130.64,0.0,XY
c42c0a42-bab3-4ce2-961c-90c597db46e3,510000197901104651,540000197103264349,箱包行李箱American TouristerAmerican Tourister Fieldbrook,197.3,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-09-14 17:09:56,2025-07-17 15:02:43,2025-06-30 01:34:07,9999,197.3,197.3,XY
a6fb8419-d352-4efe-b26c-e9aa0da115cc,340000199203195944,520000197004058319,个护清洁牙膏舒客舒客防蛀,600.56,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-11-12 16:23:14,2024-04-14 10:45:14,9999,9999,268.73,0.0,XY
9cac3166-d5c5-4247-acb2-bddb3f1c3d5e,210000198403259857,460000197010013428,个护清洁沐浴露多芬多芬深层清洁,285.6,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-08-31 11:22:33,2025-04-12 18:53:59,2026-01-17 18:46:12,9999,285.6,285.6,XY
b46b76be-112f-4b65-9966-afedae70ba3a,110000197807035632,540000197103264349,儿童用品孕妇用品GoodbabyGoodbaby Nursing Pillow,290.49,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-02-16 20:15:53,2024-01-15 19:15:16,2025-08-15 00:02:58,9999,290.49,290.49,XY
516dfc16-34cf-4cf5-b51e-00a5a6ac3258,540000197103264349,520000197004058319,个护清洁牙膏黑人黑人护龈,145.99,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-05-02 03:48:46,2024-09-02 17:50:37,2025-07-30 05:22:00,9999,145.99,145.99,XY
645e0785-8bb4-4a3b-bf99-a76299978f71,520000197004058319,210000198403259857,家电空调海尔Haier Floor Standing,197.62,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-02-20 06:47:10,2024-07-22 04:02:39,9999,9999,67.58,0.0,XY
ccc3eaeb-e644-4783-b6a6-894965337cff,520000197004058319,460000197010013428,食品酒饮零食好丽友好丽友薯片,378.62,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,378.62,0.0,XY
fdda4fd2-a036-44e3-929c-1a8577f63d20,510000197901104651,110000197807035632,"手机平板电脑小米Pad 5 11""",285.3,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,285.3,0.0,XY
f0a164c9-3306-4e36-a5c4-8871d1ca9ba7,510000197901104651,610000198902078983,钟表珠宝手表卡地亚Cartier Santos,304.03,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,304.03,0.0,XY
cf3e3e83-219c-4bff-899f-0bcbd5968bbd,620000199601308403,460000197010013428,儿童用品玩具乐高LEGO Friends,387.12,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,387.12,0.0,XY
1bc3b6f4-9ee2-4aff-b4b8-16ba9fb1361d,460000197010013428,510000197901104651,箱包手提包PradaPrada Cahier,465.71,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-11-08 10:04:07,2025-03-15 00:17:55,9999,9999,126.25,0.0,XY
fd0eec04-857c-437c-8059-24cc2d621e65,540000197103264349,540000197103264349,电脑办公打印机惠普LaserJet Pro MFP M428fdw,103.27,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,103.27,0.0,XY
b6016d3a-299a-45c5-bad0-95597b07a65c,540000197103264349,210000198403259857,运动户外运动鞋阿迪达斯Adidas Ultraboost,543.8,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-12-01 23:32:55,2024-02-26 23:19:57,2025-05-28 17:18:12,9999,543.8,543.8,XY
b1c69ad7-3323-43d9-bbc1-1ba02c42a747,620000199601308403,460000197010013428,个护清洁牙膏狮王狮王清新口气,940.83,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-03-28 18:59:24,2024-09-30 23:01:32,2024-03-30 04:09:58,9999,940.83,940.83,XY
7b36949d-bfd2-4b6b-ab6d-bd146436778f,520000197004058319,620000199601308403,母婴婴儿用品宝宝乐宝宝乐尿布,623.4,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,623.4,0.0,XY
ca715d4c-3752-4347-ab2e-446fda957bbd,210000198403259857,540000197103264349,美妆护肤护肤品雅诗兰黛雅诗兰黛修护乳,902.13,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-09-04 23:17:28,2024-07-27 12:59:03,9999,9999,332.06,0.0,XY
7f6772fb-1b7b-4fd3-af03-f0ed5ec5e015,210000198403259857,620000199601308403,儿童用品婴儿用品宝宝乐Babylea Baby Bath,68.96,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-03-30 23:49:52,2025-09-27 11:14:38,2026-12-11 15:43:01,9999,68.96,68.96,XY
d3de388c-592e-4ee9-84bb-d8c6e428d4b3,210000198403259857,110000197807035632,鞋靴皮鞋万里马Wanlima Dress Shoes,927.98,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-04-28 18:52:40,2025-05-07 04:35:37,9999,9999,927.98,0.0,XY
3bbbaed2-0e06-44e8-9ef3-52fa793f6609,120000195003202354,460000197010013428,美妆护肤护肤品科颜氏科颜氏高保湿霜,349.77,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,349.77,0.0,XY
b018e506-2226-46a5-beff-7b65c566a633,120000195003202354,620000199601308403,食品酒饮酒类五粮液五粮液生肖,953.9,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-08-12 20:44:27,2024-07-17 23:23:09,2025-04-23 22:08:36,9999,953.9,953.9,XY
8ddb2646-7da2-456d-afa9-d6d19a0c5cad,110000197807035632,520000197004058319,食品酒饮饮料果粒橙果粒橙多种果味,921.27,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-03-18 09:50:16,2025-05-05 01:21:13,9999,9999,921.27,921.27,XY
5aaa30e9-788d-4de4-94fc-ee1717b5d77f,520000197004058319,540000197103264349,运动户外运动鞋彪马Puma RS-X,929.11,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-07-25 13:24:09,2025-07-08 21:11:28,2026-05-19 07:29:13,9999,929.11,929.11,XY
bb1eb148-0b4f-46eb-9786-6aadb1bd970e,460000197010013428,610000198902078983,家居家装家居用品美克MK Collection Curtains,109.13,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-05-17 03:52:54,2024-09-20 07:02:21,9999,9999,49.61,0.0,XY
f28d4df7-cb75-4dce-933c-dda66c58bb09,620000199601308403,210000198403259857,家居家装装修材料多乐士多乐士防霉涂料,671.26,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-09-10 09:26:33,2025-03-17 02:26:33,9999,9999,157.81,0.0,XY
cf00326f-e8a3-4d6f-b7e6-3d059f989f8f,610000198902078983,340000199203195944,家电电视三星Samsung The Frame,404.63,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-03-13 18:53:13,2024-08-31 07:40:23,2024-09-26 09:52:31,9999,404.63,404.63,XY
aa0d41a7-fd72-471a-bdc6-5f8451df23bc,510000197901104651,210000198403259857,运动户外运动鞋耐克Nike Free Run,309.88,2024-08-18 00:48:59,2024-08-18 00:48:59,9999,9999,9999,9999,309.88,0.0,XY
a0b936a9-5b9a-4849-98d3-8f698ee430ab,620000199601308403,540000197103264349,儿童用品玩具拉比Labi Educational Toys,25.35,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-11-16 16:54:48,2025-12-01 05:21:52,9999,9999,25.35,25.35,XY
29faec21-b3b8-40aa-9636-4fdc120870a5,460000197010013428,620000199601308403,医药感冒药快克快克感冒药,685.95,2024-08-18 00:48:59,2024-08-18 00:48:59,2024-03-18 20:00:51,2024-08-20 16:25:28,9999,9999,685.95,685.95,XY
57ebb4da-1652-428a-9860-9a37d941a98a,210000198403259857,460000197010013428,女装裤子MangoMango Pleated Trousers,729.75,2024-08-18 00:48:59,2024-08-18 00:48:59,2025-01-10 04:13:03,2024-10-02 20:39:56,9999,9999,729.75,0.0,XY
