ID,Total_Count_Total,Refund_Only_Count_Total,Rental_Not_Returned_Count_Total,Partial_Payment_After_Receipt_Count_Total,Payment_Without_Delivery_Count_Total,Amount_of_Loss_Total,level_Total
360000200105071744,71,0,0,3,3,2848.8500000000004,4
140000200207258752,73,0,0,2,9,5017.5,4
210000199707092544,68,0,0,3,8,5879.780000000001,4
410000195503082300,61,0,0,1,8,5172.74,4
110000197205074394,91,0,0,2,9,5671.2,3
370000195311277346,84,0,0,4,12,7518.91,5
610000196007301991,62,0,0,4,4,3695.64,4
450000197906047100,69,0,0,3,7,5474.329999999999,4
420000198312115558,77,0,0,2,4,2812.83,4
44000019531017065X,61,0,0,4,8,5774.79,4
110000199207282911,76,0,0,1,11,6722.86,4
220000199112290033,67,0,0,0,13,6635.139999999999,4
36000019911023563X,61,0,0,6,5,3680.5900000000006,4
640000195807028162,70,0,0,3,11,5736.17,4
210000196003270222,64,0,0,3,8,5565.849999999999,4
370000198111039638,81,0,0,1,9,4682.7300000000005,4
500000199609249535,79,0,0,4,11,8069.8,5
640000196703295893,69,0,0,3,9,6351.969999999999,4
340000199808290004,58,0,0,0,6,3093.34,4
130000199602201580,64,0,0,2,8,5516.26,4
120000198503256934,50,0,0,1,5,3456.87,4
520000200008179892,73,0,0,3,13,7376.41,5
540000197311195106,79,0,0,2,10,5519.21,4
330000198306183798,68,0,0,1,6,4419.98,3
37000019560330975X,54,0,0,2,5,2186.7000000000003,4
23000019861223203X,79,0,0,0,14,6519.99,4
440000200607074128,60,0,0,5,10,7788.57,5
620000197806211358,63,0,0,5,5,3931.46,4
370000198109202344,68,0,0,0,5,2205.9,4
520000196109101024,73,0,0,0,10,4480.780000000001,4
500000199907013571,81,0,0,6,6,5564.02,4
620000198301306225,71,0,0,0,8,3673.22,3
630000198808171237,68,0,0,0,9,6663.46,4
410000196305243198,63,0,0,0,9,4111.28,4
330000200605179430,70,0,0,0,5,2117.56,4
52000019540326978X,69,0,0,5,4,5195.85,4
510000195506085201,63,0,0,5,10,8126.97,5
450000198010025122,64,0,0,6,9,6635.11,5
510000196701093703,71,0,0,1,5,3436.04,4
51000019890722312X,66,0,0,4,9,6307.28,4
340000198111068433,73,0,0,1,7,4110.389999999999,4
140000199006073035,82,0,0,5,14,7528.450000000001,5
330000198308085251,75,0,0,8,6,6671.029999999999,4
150000200408283665,78,0,0,6,11,9658.590000000002,5
610000198212111715,79,0,0,3,11,5964.3,4
120000197211089236,76,0,0,2,10,6576.040000000001,4
530000200312264743,72,0,0,2,2,1622.13,4
52000019910728086X,58,0,0,3,4,2145.17,4
460000196710223624,74,0,0,1,13,6966.000000000001,4
640000196805225175,60,0,0,3,3,2152.86,4
110000199311089038,66,0,0,6,7,6983.56,4
650000199901205954,69,0,0,0,6,3166.57,4
370000197703190679,73,0,0,7,7,6894.67,3
500000198210269732,83,0,0,6,14,9071.46,5
53000019961020521X,69,0,0,6,8,6185.139999999999,3
12000019550511758X,65,0,0,1,11,6049.24,4
230000199907017171,73,0,0,1,4,2638.75,4
510000200501077185,79,0,0,2,8,3971.85,4
620000200604219954,62,0,0,1,8,4149.13,4
230000195303217991,78,0,0,3,4,4016.5,4
130000195408183608,68,0,0,3,4,3500.73,4
520000197712208787,66,0,0,5,3,3632.39,4
410000198405201314,64,0,0,2,9,4738.610000000001,4
520000200207061459,70,0,0,5,8,5868.7,4
110000197306029779,64,0,0,1,5,2567.9,4
360000198004139359,71,0,0,2,11,6527.48,4
360000195902121085,83,0,0,5,12,6377.4,5
610000198503100733,82,0,0,0,11,6891.449999999999,4
110000196302075634,67,0,0,2,4,3433.7,4
420000197508312321,66,0,0,2,12,8057.920000000001,5
150000199506125833,76,0,0,1,5,2987.17,3
120000197605086863,68,0,0,2,12,7573.5999999999985,5
43000019810827756X,79,0,0,3,8,4924.71,3
340000197709085487,64,0,0,2,8,4507.529999999999,4
530000199206063918,75,0,0,6,16,11295.719999999998,5
530000198206282681,65,0,0,0,6,3851.99,4
350000198902220245,65,0,0,5,5,3983.03,4
150000199110112251,77,0,0,1,8,4664.16,4
320000197108228231,70,0,0,5,5,4490.15,4
370000197002021258,74,0,0,0,8,5008.14,3
370000196305308956,72,0,0,1,6,3723.64,4
120000198108138612,75,0,0,3,5,5380.340000000001,4
430000195710280151,57,0,0,3,6,3211.8900000000003,3
53000019590504737X,77,0,0,5,10,8249.98,5
22000019591107972X,75,0,0,6,10,6301.370000000001,5
630000199508093913,65,0,0,3,6,3663.72,4
220000198504147602,64,0,0,2,9,5943.730000000001,4
210000197208054528,65,0,0,2,8,3414.16,4
440000197609230433,79,0,0,5,7,5974.800000000001,4
140000195312103986,77,0,0,1,10,6049.17,4
630000197709280548,93,0,0,7,10,7900.1,5
460000197605070464,76,0,0,0,13,7536.669999999999,4
650000196801200327,87,0,0,2,11,5780.29,4
320000198805052635,71,0,0,1,6,3865.57,4
140000198006117857,82,0,0,3,10,5591.22,4
360000199707023226,75,0,0,2,12,5943.36,4
14000019631224832X,73,0,0,1,9,4384.72,4
540000195912224997,73,0,0,1,11,7093.880000000001,4
220000196211294968,64,0,0,4,7,5057.82,4
220000195712300997,76,0,0,7,9,6218.35,5
22000019510325020X,65,0,0,2,9,5900.32,4
210000197301221271,80,0,0,5,8,7327.62,4
330000195504224200,75,0,0,2,12,7455.32,4
230000197812283961,82,0,0,1,4,1272.37,4
320000195706082165,65,0,0,1,3,2033.43,4
650000195708248583,53,0,0,6,4,4220.26,3
460000196109023576,80,0,0,1,9,4879.74,4
450000196708297665,92,0,0,5,7,7626.429999999999,4
230000198708269355,78,0,0,5,8,6440.76,4
350000196008218408,83,0,0,2,13,6494.06,4
340000195803275667,63,0,0,1,9,4710.55,3
230000197711133454,73,0,0,5,6,5106.61,4
22000019630206077X,65,0,0,1,5,2461.04,4
370000198311117354,66,0,0,3,7,5067.27,4
420000199204220662,71,0,0,3,7,6111.78,4
330000198004061146,64,0,0,4,8,6358.49,4
120000199304260417,91,0,0,0,13,6247.899999999999,4
110000197307036268,73,0,0,2,7,3720.880000000001,4
610000195202297612,63,0,0,2,8,4379.77,4
230000196310199343,90,0,0,7,10,7996.52,5
630000197701215012,80,0,0,5,7,5468.449999999999,4
630000196509291811,81,0,0,5,11,8408.44,5
520000198404217889,63,0,0,0,9,3616.31,4
140000196304187088,83,0,0,4,9,5307.990000000001,4
440000199603308139,83,0,0,2,12,6082.97,4
13000019770207249X,71,0,0,1,4,1268.11,4
610000200305284551,76,0,0,3,8,6209.460000000001,4
130000198307201874,85,0,0,1,8,4728.610000000001,4
11000019561101526X,74,0,0,5,5,3898.82,4
370000200108317297,71,0,0,0,3,1980.89,4
150000196109120453,62,0,0,3,1,1427.3500000000004,4
210000197310134858,71,0,0,2,8,5299.51,4
430000195205064343,56,0,0,1,5,2498.81,4
450000198008167463,73,0,0,2,8,5012.359999999999,4
500000195511187876,64,0,0,2,5,3565.7,4
450000195204207043,64,0,0,2,0,390.18,4
110000198601306307,78,0,0,6,5,3801.1,4
540000199004160623,78,0,0,7,12,9106.15,5
530000196411273734,76,0,0,3,6,5065.31,3
350000196512203301,70,0,0,0,7,4138.210000000001,3
110000199509043764,72,0,0,6,14,9574.45,5
41000019520429440X,61,0,0,2,9,5996.44,4
440000195608197767,78,0,0,4,8,4358.2300000000005,4
440000200301288238,76,0,0,4,7,4185.65,4
350000196008194936,60,0,0,2,8,5357.22,4
45000019671213579X,72,0,0,1,10,5290.66,4
230000197112257375,74,0,0,4,7,4455.2300000000005,4
23000019640506285X,66,0,0,2,6,2608.09,4
42000019620914831X,78,0,0,1,8,3351.42,4
500000197204034780,61,0,0,4,7,4915.09,4
450000200609133760,79,0,0,5,11,7973.829999999999,5
540000195407068284,74,0,0,0,8,3032.76,4
360000195502119015,79,0,0,3,12,6964.599999999999,4
460000198908255006,63,0,0,4,9,6752.799999999999,3
540000199606247160,73,0,0,5,10,6728.42,5
510000195606186376,68,0,0,2,6,3401.6900000000005,3
620000200102115346,86,0,0,4,7,6250.8,4
340000200606165366,80,0,0,2,9,5999.450000000001,4
210000198103247926,87,0,0,4,7,5594.029999999999,4
220000196304192389,79,0,0,5,5,3802.23,4
37000019601013408X,83,0,0,0,9,5310.35,4
430000199405027545,56,0,0,0,6,3385.19,4
500000197001303135,87,0,0,4,10,7514.91,4
440000199212253820,84,0,0,4,9,6847.38,4
120000195505076458,70,0,0,6,7,5178.83,4
120000196812188104,73,0,0,2,9,3269.58,4
410000198504276645,78,0,0,5,12,10998.14,5
420000197002107910,76,0,0,1,7,4132.04,4
360000197007075923,81,0,0,3,11,5898.12,4
430000195908121973,72,0,0,5,4,3830.7,4
430000196409033623,74,0,0,6,13,8332.17,5
630000197211248356,79,0,0,6,5,4932.18,4
620000197001106876,85,0,0,5,5,5026.63,4
510000195502244594,85,0,0,4,10,4427.29,4
460000195211291695,65,0,0,3,5,2923.61,4
150000195712232818,77,0,0,0,5,2641.8,4
460000200012161744,74,0,0,0,10,3609.999999999999,4
63000019630601606X,73,0,0,3,5,3723.72,4
53000019871103892X,71,0,0,4,11,7661.200000000001,5
420000196504194036,73,0,0,3,10,7412.68,4
460000200110026618,76,0,0,1,11,5621.65,4
370000197208109757,80,0,0,3,8,4294.31,4
630000196612137935,59,0,0,3,7,5584.2300000000005,4
640000195508275577,95,0,0,2,13,5546.84,4
110000195703191674,63,0,0,4,6,3952.12,4
310000197707307781,75,0,0,5,9,6482.62,4
440000199502268772,107,0,0,2,17,10892.669999999998,5
310000198412279298,92,0,0,2,14,5586.23,4
520000195905160784,72,0,0,6,6,3962.64,4
620000200210141146,74,0,0,2,8,4057.43,4
36000019810731624X,75,0,0,5,8,5610.11,4
360000197903041705,65,0,0,4,8,5202.77,4
440000197105131095,77,0,0,3,4,3219.79,4
530000196202038383,64,0,0,3,7,3449.3499999999995,3
220000197810208851,84,0,0,2,9,4925.75,4
150000198701022894,74,0,0,2,14,8332.429999999998,5
630000195002087593,68,0,0,3,8,6742.62,4
410000200404264815,68,0,0,1,11,6530.99,4
110000197302070117,66,0,0,0,7,3488.09,4
450000199310163433,79,0,0,4,11,3471.2100000000005,4
360000200312285972,62,0,0,2,5,3750.08,4
530000200309266393,71,0,0,3,11,5495.3,4
520000198806105919,61,0,0,5,10,7245.42,5
350000198012091189,56,0,0,2,4,2572.0,4
440000197710069533,78,0,0,1,13,5652.039999999999,4
140000196106154859,63,0,0,2,6,3911.5899999999992,4
320000198611169798,73,0,0,6,11,7418.499999999999,5
440000195709027599,62,0,0,4,9,6028.379999999999,3
500000195709043384,64,0,0,3,9,6071.6,4
350000199504077943,74,0,0,0,12,4245.5,4
370000196004027472,81,0,0,2,12,7548.299999999999,4
120000196905226755,68,0,0,5,8,6281.73,4
530000198706045535,72,0,0,2,5,2761.99,4
50000019830422296X,63,0,0,0,9,3729.74,3
530000199506225667,70,0,0,6,9,7167.469999999999,5
510000199703073822,75,0,0,6,9,8848.7,5
130000198411108637,74,0,0,3,4,3989.18,4
440000199403165487,64,0,0,3,5,4882.830000000001,4
610000195006028685,75,0,0,6,10,6172.82,5
650000200211287740,77,0,0,5,10,6778.620000000001,4
130000198302224807,69,0,0,3,5,3029.1,4
230000195111109363,77,0,0,2,9,6816.470000000001,4
460000199102156898,83,0,0,1,10,5747.84,3
630000198711294417,88,0,0,3,14,6962.88,4
370000196402178348,70,0,0,2,7,4369.09,4
410000195902224628,71,0,0,2,9,5711.58,4
510000196109257107,73,0,0,3,8,4908.589999999999,4
220000197009272946,66,0,0,3,11,6029.860000000001,4
43000019621206897X,80,0,0,2,11,6575.49,4
640000198612168126,64,0,0,5,7,4841.56,4
320000197907052818,82,0,0,1,13,6536.510000000001,4
340000197903264964,84,0,0,4,9,7106.64,3
500000198906011756,79,0,0,5,5,4649.19,4
450000195906164244,69,0,0,2,5,3045.66,4
640000197505112229,87,0,0,6,10,5823.87,4
33000019530710893X,77,0,0,0,8,2991.63,4
440000200111262352,72,0,0,2,9,5001.4400000000005,4
220000199108243306,74,0,0,4,7,5180.12,4
140000196103263259,62,0,0,3,9,6750.78,4
11000019801230635X,54,0,0,3,2,1771.52,4
50000019780703785X,62,0,0,4,8,6139.709999999999,4
620000198109129839,68,0,0,2,5,1522.6799999999998,4
35000019811007469X,81,0,0,4,9,5496.78,4
45000019551007519X,76,0,0,3,6,5075.81,4
12000019920901009X,66,0,0,1,4,2356.68,4
360000198805096459,64,0,0,3,8,5134.929999999999,4
650000198410280648,61,0,0,6,5,5444.82,4
130000196508276144,69,0,0,4,9,6086.55,3
450000197710126122,82,0,0,2,9,5881.84,4
420000199706111132,57,0,0,5,9,5201.89,5
430000199101134907,57,0,0,3,6,4309.2,4
220000197206113709,64,0,0,2,7,3277.1800000000003,4
220000196904049877,87,0,0,5,6,5970.88,3
430000200112187364,76,0,0,2,14,5455.41,4
140000196704064423,74,0,0,1,7,5868.69,4
220000200106280184,89,0,0,0,10,6948.879999999998,4
360000198408100944,88,0,0,3,7,4336.07,4
610000197108261313,90,0,0,2,12,6537.12,3
420000195303074172,67,0,0,1,14,6221.170000000001,5
530000195102085962,73,0,0,3,5,4582.990000000001,4
340000197307035022,79,0,0,3,9,5462.400000000001,4
43000019660214603X,64,0,0,2,4,2251.53,4
340000197406284526,55,0,0,2,5,3726.12,4
37000020001123193X,79,0,0,5,7,5787.15,4
210000196001048791,65,0,0,1,8,5038.87,4
530000199311061703,77,0,0,3,8,5458.079999999999,4
460000199103075176,69,0,0,2,9,5413.7300000000005,4
140000199112196135,56,0,0,2,5,3400.99,4
150000197111162649,80,0,0,4,7,4809.56,4
15000019660829743X,75,0,0,1,7,4034.42,4
140000199010068968,76,0,0,6,9,7342.779999999999,5
460000195512218694,63,0,0,4,10,7201.470000000001,5
350000196204086748,75,0,0,2,13,9738.69,5
370000195706152986,66,0,0,5,10,7339.740000000001,5
360000199808311200,91,0,0,3,15,8781.24,5
540000198603150537,70,0,0,4,8,6585.4,4
310000195802206883,84,0,0,2,7,3999.81,4
230000199307199856,71,0,0,2,6,4901.54,4
320000195509090457,58,0,0,1,7,2638.78,4
430000199608119896,67,0,0,2,5,2642.3900000000003,3
410000200603128058,88,0,0,6,13,10033.47,5
450000197001281306,77,0,0,2,8,4910.200000000001,4
540000197105147816,77,0,0,5,8,6713.860000000001,4
35000020030621018X,76,0,0,2,9,5994.719999999999,4
310000195304054872,62,0,0,3,9,4515.5,4
120000195305052697,86,0,0,5,13,7560.109999999999,5
520000196708175607,76,0,0,2,5,3019.67,4
630000195601153310,61,0,0,1,9,3183.42,4
150000196005152792,79,0,0,2,14,7783.69,5
360000200304300650,78,0,0,1,14,6785.3,4
350000196703239753,69,0,0,1,1,1028.35,4
320000195605231061,66,0,0,3,11,5650.67,4
210000198311049115,83,0,0,5,8,6999.5,4
420000200310189713,66,0,0,2,5,2844.8100000000004,4
500000198208084069,57,0,0,1,5,1974.06,4
220000199905189816,70,0,0,0,11,4918.179999999999,3
210000199512144113,79,0,0,2,17,10743.750000000002,5
650000198508099476,61,0,0,4,7,5569.48,4
110000195704146023,70,0,0,1,5,4078.09,4
64000019580602395X,67,0,0,2,6,4215.09,4
410000200311171396,67,0,0,1,8,5284.56,4
540000195506212683,66,0,0,3,10,7783.920000000001,5
37000019980506877X,80,0,0,3,6,4018.89,4
620000199212037128,69,0,0,2,11,5117.4,4
630000195204019855,74,0,0,1,13,6958.490000000002,4
640000199706070044,85,0,0,6,7,5218.67,4
330000198009167548,74,0,0,1,11,6342.820000000001,4
53000020030809338X,69,0,0,1,9,5442.02,4
310000198601064616,65,0,0,2,5,4488.3,4
320000199904289907,78,0,0,4,9,7962.710000000001,4
520000195807050987,79,0,0,2,8,4829.929999999999,4
320000197609225573,78,0,0,0,7,2617.94,4
350000200204024802,81,0,0,3,7,3833.67,4
500000197005063909,90,0,0,3,8,5376.36,4
330000196312177950,70,0,0,2,9,4364.04,4
370000197208051102,72,0,0,4,10,6528.87,3
510000199510105103,75,0,0,4,3,3166.4,4
370000196207055369,79,0,0,3,9,6128.430000000001,4
630000198603263402,62,0,0,0,10,4634.73,4
610000197208244924,62,0,0,2,9,4386.599999999999,4
540000198311279216,62,0,0,4,11,7714.489999999999,5
230000196010232148,73,0,0,6,4,5413.76,4
620000200604094506,74,0,0,3,4,2060.42,4
230000195306010101,79,0,0,1,9,3913.47,4
460000198312245552,74,0,0,0,10,2787.59,4
360000197010015745,71,0,0,3,8,4911.48,4
64000019600402703X,76,0,0,3,9,4951.31,4
310000196708123162,60,0,0,1,4,2843.55,4
650000195702273286,89,0,0,2,8,5365.45,3
310000195112154051,61,0,0,4,6,5874.650000000001,4
620000197110131149,72,0,0,1,7,3679.49,4
35000019710129790X,77,0,0,2,12,8289.500000000002,4
120000196902221393,70,0,0,4,10,6405.740000000002,3
610000198705208195,68,0,0,1,7,3366.14,3
530000200002018731,56,0,0,1,1,854.5899999999999,4
610000199508085792,73,0,0,4,5,5175.31,3
120000198709283284,68,0,0,4,15,9345.9,5
140000198001054711,77,0,0,3,9,5929.919999999999,4
