ID,Transaction_Limit
130000199602201580,47120.7955520252
120000198503256934,116368.21308730873
520000200008179892,271.8151315931593
540000197311195106,58062.59377425741
330000198306183798,278254.8427992799
37000019560330975X,110375.70359963995
23000019861223203X,45179.60813267326
440000200607074128,4601.17450009001
620000197806211358,59644.904238103816
370000198109202344,69690.24358462846
520000196109101024,101380.97330673068
500000199907013571,92834.38168767875
620000198301306225,210086.9946572157
630000198808171237,63669.9893950595
410000196305243198,106437.74811146113
330000200605179430,166828.64049496956
52000019540326978X,63448.99909702969
510000195506085201,4628.664001760175
450000198010025122,14397.528773357337
510000196701093703,90486.43621818183
51000019890722312X,104965.28241884186
340000198111068433,110660.61127362736
140000199006073035,10450.87816993699
330000198308085251,33621.18307830783
150000200408283665,15061.359671967188
610000198212111715,115832.19629725971
120000197211089236,96614.31022898291
530000200312264743,119735.46434643464
52000019910728086X,148212.6997123312
460000196710223624,60200.44392232222
640000196805225175,120049.02901053104
110000199311089038,51655.84315668566
650000199901205954,124926.41784114414
370000197703190679,129163.9985413541
500000198210269732,21282.580474367438
53000019961020521X,213351.01968515848
12000019550511758X,48706.4720720472
230000199907017171,80557.11169274927
510000200501077185,129332.70606548653
620000200604219954,78142.79927992799
230000195303217991,53043.053222592265
130000195408183608,63989.8290729073
520000197712208787,93501.13351335133
410000198405201314,73146.26594527453
520000200207061459,60037.71057105711
110000197306029779,191716.27226669667
360000198004139359,114889.67751035106
360000195902121085,2835.9894714671473
610000198503100733,93915.33870419044
110000196302075634,131821.7492945995
420000197508312321,25865.156994459438
150000199506125833,329678.7870532653
120000197605086863,9441.135961366137
43000019810827756X,322821.69659173914
340000197709085487,53338.711669566954
530000199206063918,38.80639539953998
530000198206282681,91338.33660216021
350000198902220245,56119.48333123312
150000199110112251,92476.15919239925
320000197108228231,82811.39149252926
370000197002021258,274375.1053770477
370000196305308956,101769.31945950595
120000198108138612,124145.1344974497
430000195710280151,324602.89546138607
53000019590504737X,5561.391357885789
22000019591107972X,1511.7004190819084
630000199508093913,72599.8567478848
220000198504147602,110294.44665806578
210000197208054528,70964.05394527453
440000197609230433,98479.76640164014
140000195312103986,63758.369022942294
630000197709280548,25726.460877407735
460000197605070464,38357.07265182518
650000196801200327,41578.399495509555
320000198805052635,47818.611790139024
140000198006117857,93669.18070171017
360000199707023226,113944.04822475248
14000019631224832X,54215.11027831784
540000195912224997,62098.738769876974
220000196211294968,44511.2980479948
220000195712300997,4120.9921087108705
22000019510325020X,140112.27347255725
210000197301221271,100679.0586642564
330000195504224200,69829.42988814882
230000197812283961,98037.18189702967
320000195706082165,133992.5757587759
650000195708248583,221942.14581705167
460000196109023576,97379.96527911793
450000196708297665,34980.6275539554
230000198708269355,66171.850420122
350000196008218408,49152.29998199819
340000195803275667,256643.2501118912
230000197711133454,134672.8886747475
22000019630206077X,146358.42717680766
370000198311117354,56098.9083979798
420000199204220662,73400.84643839383
330000198004061146,43584.008449084904
120000199304260417,78005.23407783778
110000197307036268,75478.89152115211
610000195202297612,122933.26873751373
230000196310199343,75.87991395139514
630000197701215012,129619.22655757576
630000196509291811,14267.979297929789
520000198404217889,82131.19656957698
140000196304187088,42918.27617097709
440000199603308139,111142.14561032107
13000019770207249X,189595.80333033303
610000200305284551,108909.11287775777
130000198307201874,132562.38005788578
11000019561101526X,96364.7293969397
370000200108317297,52414.72976321634
150000196109120453,92505.36647714772
210000197310134858,115637.15183366335
430000195205064343,86556.72546102609
450000198008167463,49165.95595652565
500000195511187876,176722.85592934294
450000195204207043,136936.9650053005
110000198601306307,50283.29775524552
540000199004160623,15701.604547974795
530000196411273734,326695.6526257426
350000196512203301,182148.81006408637
110000199509043764,961.3498664666463
41000019520429440X,123097.01282628262
440000195608197767,118862.21071267125
440000200301288238,52301.05828082809
350000196008194936,79157.38259944995
45000019671213579X,47803.19629850985
230000197112257375,106212.21106270624
23000019640506285X,65241.837592719276
42000019620914831X,75757.71383902391
500000197204034780,74973.57419625962
450000200609133760,617.9962608260827
540000195407068284,66094.25895714572
360000195502119015,71052.15897362737
460000198908255006,163240.00277119712
540000199606247160,29817.43662430243
510000195606186376,252399.74949558955
620000200102115346,118946.71138586855
340000200606165366,132686.73143762373
210000198103247926,64346.65560066008
220000196304192389,57613.12196059606
37000019601013408X,83659.82745736573
430000199405027545,90957.4462741674
500000197001303135,39683.40460854086
440000199212253820,59285.81319306931
120000195505076458,128282.80312661265
120000196812188104,139035.84590459042
410000198504276645,2640.6646982598263
420000197002107910,141925.7848607261
360000197007075923,56704.895360146
430000195908121973,52371.119234923484
430000196409033623,2249.138383278327
630000197211248356,136815.716920242
620000197001106876,155109.1809280928
510000195502244594,123509.87392043207
460000195211291695,97619.1294850285
150000195712232818,105017.67754100409
460000200012161744,92530.02020814082
63000019630601606X,121026.66103839387
53000019871103892X,16920.758184068403
420000196504194036,40761.3499510451
460000200110026618,36769.61364788479
370000197208109757,51809.60862718273
630000196612137935,68863.52240914089
640000195508275577,132335.39085364537
110000195703191674,125414.02535517547
310000197707307781,93557.28307726771
440000199502268772,184.9781758775878
310000198412279298,129899.15906840684
520000195905160784,60286.28484752475
620000200210141146,54035.9523120312
36000019810731624X,99714.93414059406
360000197903041705,106761.28122508248
440000197105131095,90657.53303874387
530000196202038383,203067.42083546353
220000197810208851,56541.18051743174
150000198701022894,1871.2968496849692
630000195002087593,35312.2403240324
410000200404264815,49940.26174767476
110000197302070117,121458.58846108614
450000199310163433,128095.019149915
360000200312285972,137615.93574302428
530000200309266393,144324.2189937294
520000198806105919,21332.149246084606
350000198012091189,71557.24392727272
440000197710069533,120677.3614189019
140000196106154859,72706.57273127313
320000198611169798,25856.867343654372
440000195709027599,282570.6502930293
500000195709043384,35236.247869036895
350000199504077943,52379.372666336625
370000196004027472,42699.61121787179
120000196905226755,126108.1239917992
530000198706045535,128425.42741980194
50000019830422296X,369962.7230263426
530000199506225667,5273.996502610261
510000199703073822,8511.637296159613
130000198411108637,72353.36239378939
440000199403165487,54353.051021802166
610000195006028685,2187.3921969696967
650000200211287740,100458.39811481147
130000198302224807,97490.58290197019
230000195111109363,38432.82931959196
460000199102156898,313897.5958018302
630000198711294417,124156.76720297028
370000196402178348,82086.75568932894
410000195902224628,60724.526775877595
510000196109257107,111239.18052181217
220000197009272946,84559.18223114312
43000019621206897X,70608.68274271427
640000198612168126,74987.99846741675
320000197907052818,55907.917830002996
340000197903264964,248329.3330333033
500000198906011756,114919.81225348532
450000195906164244,53602.57146914691
640000197505112229,65893.65303344335
33000019530710893X,68920.43310081009
440000200111262352,76374.94977866785
220000199108243306,129600.32105610557
140000196103263259,36941.68213656365
11000019801230635X,125856.41790135014
50000019780703785X,42933.34957733773
620000198109129839,190808.02966876683
35000019811007469X,112383.11083983397
45000019551007519X,147599.01671719173
12000019920901009X,61411.67274347436
360000198805096459,51529.813976397636
650000198410280648,119059.89183317333
130000196508276144,190074.7652650065
450000197710126122,65706.84060442043
420000199706111132,22969.14700594059
430000199101134907,61348.825018181815
220000197206113709,157831.73977192724
220000196904049877,189990.02019001907
430000200112187364,92930.1732450045
140000196704064423,126899.96889288924
220000200106280184,74871.19772077208
360000198408100944,95295.53671617161
610000197108261313,231482.6000868187
420000195303074172,9637.294162656266
530000195102085962,150780.97769190918
340000197307035022,63026.28457670767
43000019660214603X,102021.22474487449
340000197406284526,79061.45059389938
37000020001123193X,108045.53766608662
210000196001048791,48596.64173811381
530000199311061703,125084.54478352834
460000199103075176,89895.9060492049
140000199112196135,76780.12608874889
150000197111162649,84757.22537053705
15000019660829743X,50041.85342325233
140000199010068968,17864.488035953596
460000195512218694,16311.36963096309
350000196204086748,1407.5733533353332
370000195706152986,317.51670378037795
360000199808311200,649.9682178217821
540000198603150537,53173.27435335534
310000195802206883,79301.96607052707
230000199307199856,69684.57626162618
320000195509090457,71871.16661026102
430000199608119896,254758.17415247517
410000200603128058,5480.541089548954
450000197001281306,152673.36015454546
540000197105147816,36698.89183181318
35000020030621018X,132826.6556358136
310000195304054872,44279.204752475256
120000195305052697,2640.330981818182
520000196708175607,54426.805913951386
630000195601153310,67237.28226713672
150000196005152792,21455.87492349235
360000200304300650,112122.06088640864
350000196703239753,207324.8280026202
320000195605231061,73236.90679441944
210000198311049115,87916.13054617461
420000200310189713,64800.37241772176
500000198208084069,79916.06723179319
220000199905189816,223986.47116966697
210000199512144113,1229.4381518951886
650000198508099476,115372.42828407843
110000195704146023,60298.782442404234
64000019580602395X,82713.1683009901
410000200311171396,135891.88714968498
540000195506212683,6339.783042664264
37000019980506877X,80272.63676767677
620000199212037128,121669.73953863388
630000195204019855,69795.91445280526
640000199706070044,78126.79176291628
330000198009167548,103046.45472178212
53000020030809338X,76990.3053138914
310000198601064616,42663.88259068907
320000199904289907,106163.96769726969
520000195807050987,64911.42733153315
320000197609225573,97373.32171008099
350000200204024802,49387.887923132315
500000197005063909,61479.531380308035
330000196312177950,82770.47595220523
370000197208051102,269733.57243308326
510000199510105103,158069.52441872185
370000196207055369,58866.03482178216
630000198603263402,156629.3082708271
610000197208244924,72065.84646021602
540000198311279216,6309.359399699971
230000196010232148,84138.8056620462
620000200604094506,124799.54769492948
230000195306010101,103805.43857535753
460000198312245552,74647.52219837984
360000197010015745,106688.65998084808
64000019600402703X,141048.19774929492
310000196708123162,61138.36217469747
650000195702273286,268410.44862758275
310000195112154051,104296.07699201921
620000197110131149,149435.99954059406
35000019710129790X,45641.617565076485
120000196902221393,233593.90089867977
610000198705208195,308419.0915639064
530000200002018731,214184.57727876786
610000199508085792,264709.69832431246
120000198709283284,126.4968607560756
140000198001054711,114753.3572610161
430000199105238121,114742.04994520452
330000195003168706,54472.02358635864
520000197408048731,195481.52044532454
540000197810175652,149206.57709639965
340000196409290345,255050.2002812781
11000019931210640X,170598.1233153015
220000195302069577,324852.3074143815
650000198205222860,104079.41916991698
43000019710607545X,98255.92761550155
650000197404214973,58884.398314041406
430000200603145847,129132.72379112912
620000196611145341,37713.54415829583
610000196501149139,51133.068659355944
15000019601123038X,703.2713861386136
540000195105232173,111972.47166761676
34000020000414586X,143077.7170670667
12000019571108183X,87642.83580858086
440000195304085694,116948.04741584159
150000195905237615,347810.6555870587
350000197006152227,76833.89408640863
410000198805158984,169142.44305907591
41000019880811002X,119421.37101861188
610000197506183146,68230.18980810081
150000200509131222,36393.04813875388
640000195203040806,14534.80755643564
520000198512044209,66864.08530517052
220000198608052878,65812.75958123813
620000199812195461,123015.37788153817
500000196403054608,93163.20265226522
440000199712045227,347560.0621639863
410000199111069463,107681.97691269123
610000198910318625,32524.755145274532
440000199308227854,127941.58161928193
15000019790531080X,177111.34356143614
11000019940325634X,143527.4464388839
310000200608045303,127881.02091350131
110000195908118024,10461.143859495949
530000200410210204,54446.65783938392
110000197410273309,345109.01347677765
230000197308287082,176455.84766732674
540000197903210103,102303.71059825983
43000019771013732X,143332.78311383142
420000200401300851,8959.255060216017
640000195701149441,2037.1467648064806
110000198712279487,9669.796667416738
460000199612273381,42839.73529038904
120000199904223820,160151.71148680864
430000196205139151,94695.93807524753
520000199106090650,79757.2768739274
500000200301208214,119578.06966621663
360000196412246576,88680.99871535152
220000200308112058,1653.8441188118811
510000195304240138,11773.494346644662
130000198209054735,52507.27914971498
32000019540625165X,111050.67851909187
530000198101046033,166459.94129520952
140000199603083354,230118.68129580963
210000196605042323,3029.016478197819
120000197308235930,120701.58410961094
430000200410102269,99402.03749702968
310000199812177607,52010.30219713972
420000196409230836,111996.42440360035
230000196405052918,101583.24503654364
140000198512217332,96591.29819541953
120000198904014215,151357.60194707476
110000196805023262,98111.31654747474
370000195211202793,9255.183018461845
620000195504106369,90273.38870847084
530000196602156055,40318.979673967384
610000197411112978,67634.35357935792
440000195109050568,37317.17996370637
510000200406292012,74496.07217146715
640000197010125589,102627.5047861886
330000196410289120,1758.3607400040003
110000198303291768,603.9431158215821
21000019841216012X,169841.73781332138
120000197808280455,42499.748037553756
410000197610177080,139143.85336133617
43000019631230997X,62020.22751395138
530000196311122883,93660.99580134016
110000196208173799,147363.91128712872
110000198008091341,248136.9971557156
140000197710095132,108355.82720766077
420000197701187227,92462.40600231026
510000197706049394,137078.9841588959
440000198002168180,270421.8876273228
540000200312131205,258216.41543354339
120000200102039365,123222.21873339335
140000196111145658,60266.93942226222
410000199506013202,4032.9613281328125
33000019880202493X,80196.93242322233
530000195909201477,4980.191828142814
620000200110198188,73471.2886211021
630000196403232290,82513.17724972496
220000198609084935,83399.83015429543
650000200507281225,68045.55743438343
23000019550104821X,176187.58902470247
110000199807024852,80291.83731765176
640000198211256723,53792.82507315731
520000197503063649,104224.397479748
110000197808306051,88580.01600368037
220000197906207247,64716.7539070207
610000198008056165,2107.1854861186116
50000019650208559X,57763.805068346825
620000200207298679,98921.07158315832
110000195906071832,6455.818275027502
140000195507316850,140288.53222495253
520000199104203746,61597.21919135913
460000199109275347,71137.3689029703
110000196906144362,17593.639349054905
500000198204217661,249361.94027458742
370000198308158286,85490.38672592261
500000199705278264,64416.70736993699
210000199704289421,161901.60746210619
510000198804284341,103798.43328228823
640000197006206853,79181.01739837984
440000195105250546,71911.13332981299
210000199109241562,66500.2494759476
230000198612030796,71153.6389379238
130000196104155661,62732.554499769976
11000019600605680X,83995.66546849684
520000200411258080,5896.079754545455
320000195809143047,141942.178030123
220000198601173255,114602.65014532451
430000195204030002,50058.31057857784
130000195304090060,44843.23312331234
110000198510090387,86520.29940066005
310000199402240909,13574.277088168816
500000198008092419,137532.22452370235
620000197205230596,99543.99541029103
350000196409283198,43876.62359715971
150000199804261665,108567.18769744976
530000200003149215,145835.95805596557
610000198410124920,34053.461246124614
320000195103267136,86058.25708730872
330000200312306432,69731.64188293829
210000199709132917,62343.65666024601
450000199108019235,10838.656670787079
620000195904197984,111699.66527902789
460000199902138997,99663.39938578858
61000019530330130X,27605.45048380838
230000198110030817,48260.59673467346
500000197303301565,366277.75462394237
500000198803277156,430211.95128064806
310000196506030179,152898.54677542756
430000198507087229,165384.9425508151
37000019690409796X,358815.54145139514
310000198408076682,89232.49249468945
450000196504141888,62957.96070675067
440000199608159830,186149.97422942298
650000200008213148,79072.47401584158
610000197907157491,153309.5801267827
430000200509226595,103935.7876481548
350000196110080943,41663.22567296728
540000198208292818,171192.28600060003
62000019870112763X,156430.78161800178
340000197907312628,56730.56419240924
410000200405238512,112040.4589341434
33000019900825963X,358750.1303935193
34000019711226743X,164260.1835183518
640000197306156202,119257.48420258028
350000197406103686,76443.30060670068
140000196309219173,49324.78720922092
520000196512167605,93440.5592889289
500000196108084951,66146.55515643563
210000199201020690,60053.38065454545
130000197207196110,122556.20005040502
110000196903028227,72682.7752169817
340000195201207624,175.70068487848783
440000199402012294,62563.02027002701
210000195502067152,159880.44443052306
540000197704031006,100168.16064563458
540000196712131141,108043.44333483347
530000196105312950,26774.096879947992
450000195602043996,75886.64961440145
44000020061124461X,14043.388512931288
430000197811058022,52402.141471867195
540000199502044772,123674.8671358336
140000197212189881,39455.0956970697
530000198105142727,111710.45831235121
440000200604150754,43694.228864226425
340000196508025678,74929.94651351134
360000196209118202,130879.74244435446
420000196306017194,193446.22328668865
520000199708155167,122639.25539391939
310000197505315185,71429.35415205521
230000199711291208,352754.80163938395
21000019910721144X,35479.65098170817
150000195310029999,73811.30944847483
640000198006053273,73121.38532574255
31000019610604546X,113515.14034139413
650000195102053853,4717.51758439844
610000195308107012,59181.26109414942
430000197512287378,146899.2659538654
520000198909104732,132992.1413857686
540000196605298683,34763.92327184718
520000200511010306,6068.683709380941
340000197808238362,122851.87456345631
150000196906110266,88985.40489056906
150000197302213007,32526.374989738975
410000195802255742,59979.82217293729
120000200501082918,59973.7275318932
330000196811088362,92119.01499641965
350000198905116558,61763.956782638255
500000197602246164,112343.31707514751
210000199210242543,324526.710280028
440000198805073900,80205.24608592862
420000197711057522,165267.8532853285
21000019751125192X,36.77102310231023
510000197907183581,81363.78541504151
370000195902217871,230103.50615104515
440000200001208216,222844.00279495955
440000198806127739,156108.37208904888
220000195103198587,91057.45925842585
140000197701292927,83005.25623450345
440000199702194624,49477.01054905492
420000196201299738,119741.60382294228
500000195711027367,120960.20664202419
440000197202072111,185801.3495712871
220000199809118209,118301.3840161216
14000019960104030X,77198.30443014299
360000195210180332,81488.88347381739
630000196503017731,135398.08199340937
420000199111084550,60191.356135063514
350000199203093739,60667.277415741584
63000019880514054X,151484.07909090907
23000019810522094X,224001.73051080105
330000196310108425,115595.62144716471
360000198508137074,69448.11867436743
460000196003107181,101104.9016172017
330000200611099672,112355.5010091909
350000195504013458,5186.423099429943
530000199302041276,41303.436823682365
530000195202241504,47332.42583366337
410000195311250453,125159.79626262625
620000196104110427,89015.64823410341
130000198801226807,65238.21982410241
330000196409114606,51409.15661517151
440000199201196875,32426.49064781478
520000199401293418,104662.71917639763
520000197806238821,61244.28117563757
13000019820115677X,113508.67369296927
610000200510265368,40200.32205445544
220000199206259053,66388.17260738074
650000197612280676,76461.1479589159
430000200307263830,76266.67923492347
500000196404258047,10146.658327272726
360000200610200818,38090.73882108211
430000199101048080,43502.46121572157
53000019960329041X,50596.49236979698
220000196706084284,72944.10293035304
630000197708158727,58997.04894841484
330000197807027166,14460.863481548153
620000199806274673,96252.6756459046
65000019700421304X,134819.37915391536
630000200412069017,128052.18970537052
460000196702093559,35581.267992259214
540000196509062160,65990.65422446244
340000197612031407,184844.12758037806
150000197904147764,88034.3735171117
120000195705162991,43838.92546350634
610000198810099461,63754.550431043106
110000195201132375,35426.579090389045
540000199305116546,93735.15325492549
54000019820505075X,153938.56724347436
120000197007046300,73098.26463248326
640000200612018531,106024.80551802182
320000199601074992,54709.18961431141
650000195006298981,54845.74092937293
410000195204090642,10753.738032563255
61000019900504207X,266954.76437371736
310000198911052215,153273.80820550054
410000196807134688,156395.58552730273
500000198412167996,52961.250246184616
320000200510240057,1841.74618629863
230000197704221667,919.4439407340743
620000199510069179,80381.56720342033
530000196501288390,1076.6775935193518
110000196505289624,287157.1533405641
370000200004220132,96875.7498289829
320000200507245535,23318.312727272725
340000199302186496,16450.01671431143
410000199608293284,144029.8933333333
120000200211110642,169733.09266908688
54000019700515826X,43658.73585553556
610000200401098572,65057.06365256525
630000200211301983,125114.21572537253
14000019740507743X,89654.42062167216
330000196704063127,104572.83326757675
440000195702040096,226271.56456198625
620000195202098383,72752.3921409341
410000195205133595,5312.1675997299735
440000195803234009,66959.21262485247
350000198411115248,56778.338053555344
230000199002176477,124530.00561899193
110000199011246257,101080.02750000001
530000200306114706,47609.11362112211
23000019780401442X,77110.94851589158
410000198609239090,103307.71889926992
620000199511096929,132766.10491049103
360000195610194426,111797.75181713169
51000019770402461X,58195.26232187219
520000198612199750,77361.35859305931
410000197212149682,238242.56540316032
420000196612289024,6718.5398459345915
360000198510221099,61311.538550605044
350000198107063797,122.06502466246624
620000199008207679,118275.7030229823
370000197008038835,144176.10549270926
450000195211243501,67477.48471679167
130000200007229226,124820.05102365236
140000200410191864,96070.71336833682
630000196010034138,356793.77815489547
540000195906191770,48498.08929882987
340000195903239401,154160.92243720367
140000200507050216,100577.84826645663
630000200010018823,7914.090478567856
430000200403030519,45409.588654385436
320000198008012497,32899.68185842584
410000196908221457,118171.43909774975
510000197003035017,10569.257251485149
620000199312110564,79998.07765544554
450000195503138324,86920.03668144817
440000196104283770,246172.56836127615
310000198412301889,304856.9751460146
520000197109224985,122383.10485512552
330000200208076243,15868.004665466548
210000197909265061,132371.76775017503
15000019660602995X,107839.47630763074
350000198610010553,31603.479803870392
210000196007178298,49549.208635303534
610000195011280500,14528.976807930792
520000195905162173,43241.051132273235
460000199703145326,164905.78962371236
230000198301285935,88844.74119866986
360000200104216278,129405.05231881187
130000199103263955,49495.47384509451
15000019551001218X,147589.8137733773
520000198602190197,42674.280828082796
640000198507086882,186914.3589593959
370000197612281364,49485.39358247825
120000196310125090,59294.44989314929
620000199101249777,259301.62021827186
360000200506265515,159647.4327739874
460000196407227227,385327.28628091805
37000020050701252X,61390.7653270327
640000198208291480,29113.795061296132
230000199610061796,196594.9557
62000019910103459X,72691.84885363535
23000019811129315X,91394.76635838585
430000198410080813,60135.450276507654
510000198806150283,113865.0001890189
450000196408127621,41362.98003816381
120000196102275465,0.0
520000198602250241,131629.88414608457
320000200009221100,163482.29877510757
430000195012070341,78444.35981073108
15000019640205845X,96646.46892673268
520000198305039909,76750.7053830583
430000195203015169,19.905418541854182
230000195607249968,48096.33372138212
220000196712217354,100617.56850120013
140000195710201821,131331.41195463546
430000199910116709,48892.90524052405
340000197008063883,30102.740447764776
440000196907132183,23329.926764716467
650000198307122027,30965.799883668362
150000196611031966,115971.96644484448
430000197412281817,112117.68551719168
120000195708039497,69028.67622746275
430000197506243838,33389.716617461745
360000195902113528,127868.42112772274
630000199910309081,34961.8573919892
110000197806112528,188219.41150351035
610000198512161845,123505.67092165213
360000199107027338,116510.60010537054
