ID,Credit_Score,level_Total
23000019970923161X,28.74,4
54000020000706646X,30.48,4
110000196203099374,20.73,4
620000198105195687,12.44,5
530000197912105899,21.87,4
540000195210269859,16.01,5
210000195305201084,23.98,4
630000199011234477,26.39,4
530000195005088096,43.14,3
360000195003184090,26.94,4
310000195811199689,34.15,4
140000200503017654,43.19,3
620000200508147241,16.05,5
420000197308316643,22.36,4
340000200204085232,36.67,4
650000195006062952,31.5,4
130000199005243184,25.15,4
120000198009026244,8.61,5
120000197110121217,50.18,3
510000197212175761,24.05,4
430000195308142244,28.09,4
320000199402148776,17.04,5
230000199109231050,20.88,4
340000199306080437,34.88,4
330000196108073660,20.07,4
610000196805234201,46.78,3
23000019630618937X,21.0,4
540000196802083075,25.51,4
460000195701213868,23.66,4
46000019950406016X,21.11,4
510000199312197633,31.09,4
540000197711240463,30.77,4
360000196601305205,38.62,4
610000195004264772,56.36,3
640000198907316448,38.51,4
41000019981014395X,31.87,4
530000195607016938,24.84,4
350000197809292872,35.46,4
610000200602192231,28.83,4
540000198504225871,29.88,4
650000196808230684,31.01,4
510000198009041762,33.55,4
130000195605230039,31.78,4
120000196201213024,28.68,4
450000196608204214,35.08,4
150000200008104971,33.0,4
650000196404157089,40.5,3
340000196910218849,17.88,5
510000197110140592,24.2,4
120000195104106687,31.15,4
320000200010248263,26.79,4
120000200406222134,39.87,4
110000197305195564,34.11,4
520000200509229632,36.01,4
530000195102074219,33.13,4
500000196812156998,20.7,4
360000200206123611,25.58,4
540000199306059328,13.44,5
210000200603098023,53.05,3
650000196104301923,48.23,3
420000197501263141,31.63,4
220000195112132707,21.47,4
210000195406066678,35.32,4
15000019820908791X,6.5,5
230000197206176111,28.35,4
520000195707311588,25.4,4
420000199209263207,34.31,4
650000197309044726,34.05,4
340000198305172036,26.13,4
360000197302145357,35.37,4
650000197703059942,27.56,4
110000199712157740,28.69,4
640000196402012175,37.29,4
21000019830813137X,50.86,3
520000195909301695,23.25,4
34000020040720107X,30.55,4
430000199203319718,28.61,4
450000200203288172,24.89,4
510000195002119631,1.14,5
320000195306230384,25.2,4
510000196404122408,36.32,4
130000196605199363,26.07,4
500000195711263183,20.33,4
630000195708034709,32.44,4
360000195812249835,58.6,3
320000196304157376,22.39,4
540000198003034399,39.71,4
150000196509178988,36.45,4
640000198903128183,34.2,4
370000199208179607,27.63,4
620000197811203977,33.73,4
510000200301198310,28.81,4
110000199309132842,20.55,4
140000198704135083,3.21,5
130000195009084741,32.13,4
520000199901267259,30.74,4
360000195511106929,33.83,4
650000199909244720,45.88,3
340000200611232455,28.76,4
410000199705276902,29.85,4
430000195406240147,34.24,4
230000200312113928,21.98,4
510000199404150592,30.37,4
110000197607077360,28.63,4
350000199209027396,21.04,4
430000195512092563,24.11,4
440000199711023392,32.83,4
420000200204065952,26.49,4
140000197807244392,14.42,5
520000196408216315,18.7,5
630000199710284609,32.49,4
350000198609112026,30.14,4
330000196406172448,33.41,4
350000198404066812,20.82,4
610000200607236053,32.13,4
440000199207087936,37.99,4
140000198203095917,32.21,4
440000196102211642,37.27,4
330000198609011184,45.93,3
620000198701245038,36.41,4
340000195903131265,34.11,4
140000198410203765,38.45,4
410000196405043580,39.62,4
510000199207263803,31.77,4
610000197702116290,3.83,5
150000200210319714,22.46,4
44000019900405662X,31.81,4
120000200108014935,26.16,4
440000196403209896,36.01,4
370000200206282331,20.01,4
610000199711205753,36.11,4
120000199611153267,22.22,4
22000019870421155X,25.37,4
420000195502285386,30.5,4
540000198603110244,58.37,3
500000195302214137,32.19,4
360000200105071744,31.62,4
140000200207258752,27.76,4
210000199707092544,30.68,4
410000195503082300,20.2,4
110000197205074394,56.62,3
370000195311277346,15.08,5
610000196007301991,26.73,4
450000197906047100,23.76,4
420000198312115558,39.19,4
44000019531017065X,20.48,4
110000199207282911,39.49,4
220000199112290033,37.58,4
36000019911023563X,25.06,4
640000195807028162,32.98,4
210000196003270222,28.71,4
370000198111039638,30.1,4
500000199609249535,17.56,5
640000196703295893,35.06,4
340000199808290004,39.94,4
130000199602201580,22.59,4
120000198503256934,32.1,4
520000200008179892,1.92,5
540000197311195106,25.08,4
330000198306183798,51.9,3
37000019560330975X,29.64,4
23000019861223203X,23.43,4
440000200607074128,8.13,5
620000197806211358,23.48,4
370000198109202344,23.57,4
520000196109101024,31.42,4
500000199907013571,31.79,4
620000198301306225,43.55,3
630000198808171237,28.06,4
410000196305243198,31.63,4
330000200605179430,36.34,4
52000019540326978X,25.77,4
510000195506085201,8.36,5
450000198010025122,13.32,5
510000196701093703,28.28,4
51000019890722312X,35.26,4
340000198111068433,32.25,4
140000199006073035,12.03,5
330000198308085251,20.4,4
150000200408283665,17.2,5
610000198212111715,36.31,4
120000197211089236,34.38,4
530000200312264743,30.2,4
52000019910728086X,34.29,4
460000196710223624,27.81,4
640000196805225175,30.87,4
110000199311089038,25.79,4
650000199901205954,32.84,4
370000197703190679,40.55,3
500000198210269732,19.36,5
53000019961020521X,49.91,3
12000019550511758X,23.66,4
230000199907017171,25.79,4
510000200501077185,34.64,4
620000200604219954,27.15,4
230000195303217991,22.23,4
130000195408183608,23.85,4
520000197712208787,29.0,4
410000198405201314,27.03,4
520000200207061459,26.0,4
110000197306029779,39.67,4
360000198004139359,37.38,4
360000195902121085,5.82,5
610000198503100733,34.57,4
110000196302075634,34.13,4
420000197508312321,19.66,5
150000199506125833,52.94,3
120000197605086863,11.47,5
43000019810827756X,57.32,3
340000197709085487,22.82,4
530000199206063918,1.06,5
530000198206282681,28.95,4
350000198902220245,22.83,4
150000199110112251,30.28,4
320000197108228231,28.41,4
370000197002021258,53.07,3
370000196305308956,30.38,4
120000198108138612,36.4,4
430000195710280151,53.04,3
53000019590504737X,9.25,5
22000019591107972X,4.23,5
630000199508093913,25.59,4
220000198504147602,35.39,4
210000197208054528,25.02,4
440000197609230433,33.5,4
140000195312103986,27.07,4
630000197709280548,19.38,5
460000197605070464,23.06,4
650000196801200327,21.53,4
320000198805052635,20.96,4
140000198006117857,31.98,4
360000199707023226,35.97,4
14000019631224832X,22.87,4
540000195912224997,28.48,4
220000196211294968,21.43,4
220000195712300997,6.95,5
22000019510325020X,39.79,4
210000197301221271,36.83,4
330000195504224200,30.94,4
230000197812283961,26.97,4
320000195706082165,32.46,4
650000195708248583,45.91,3
460000196109023576,31.41,4
450000196708297665,22.16,4
230000198708269355,28.22,4
350000196008218408,24.4,4
340000195803275667,50.56,3
230000197711133454,37.37,4
22000019630206077X,34.51,4
370000198311117354,24.07,4
420000199204220662,29.15,4
330000198004061146,22.79,4
120000199304260417,30.29,4
110000197307036268,26.16,4
610000195202297612,34.43,4
230000196310199343,1.06,5
630000197701215012,37.37,4
630000196509291811,15.0,5
520000198404217889,27.16,4
140000196304187088,21.32,4
440000199603308139,35.81,4
13000019770207249X,37.5,4
610000200305284551,35.71,4
130000198307201874,36.37,4
11000019561101526X,29.8,4
370000200108317297,20.26,4
150000196109120453,26.35,4
210000197310134858,34.98,4
430000195205064343,26.58,4
450000198008167463,22.47,4
500000195511187876,39.75,4
450000195204207043,30.88,4
110000198601306307,21.43,4
540000199004160623,16.68,5
530000196411273734,58.08,3
350000196512203301,41.43,3
110000199509043764,4.31,5
41000019520429440X,37.5,4
440000195608197767,33.82,4
440000200301288238,22.25,4
350000196008194936,29.03,4
45000019671213579X,22.48,4
230000197112257375,32.12,4
23000019640506285X,23.18,4
42000019620914831X,25.78,4
500000197204034780,27.61,4
450000200609133760,3.02,5
540000195407068284,23.75,4
360000195502119015,30.21,4
460000198908255006,45.18,3
540000199606247160,19.28,5
510000195606186376,47.16,3
620000200102115346,37.41,4
340000200606165366,38.94,4
210000198103247926,26.51,4
220000196304192389,22.94,4
37000019601013408X,29.77,4
430000199405027545,28.29,4
500000197001303135,23.42,4
440000199212253820,27.39,4
120000195505076458,36.61,4
120000196812188104,34.8,4
410000198504276645,8.39,5
420000197002107910,36.56,4
360000197007075923,25.31,4
430000195908121973,21.9,4
430000196409033623,5.92,5
630000197211248356,37.33,4
620000197001106876,39.94,4
510000195502244594,34.59,4
460000195211291695,28.73,4
150000195712232818,29.45,4
460000200012161744,28.82,4
63000019630601606X,33.13,4
53000019871103892X,15.45,5
420000196504194036,23.57,4
460000200110026618,20.07,4
370000197208109757,22.26,4
630000196612137935,27.41,4
640000195508275577,37.92,4
110000195703191674,34.08,4
310000197707307781,33.64,4
440000199502268772,2.19,5
310000198412279298,37.65,4
520000195905160784,23.64,4
620000200210141146,22.48,4
36000019810731624X,33.03,4
360000197903041705,33.44,4
440000197105131095,28.04,4
530000196202038383,42.39,3
220000197810208851,23.99,4
150000198701022894,5.4,5
630000195002087593,21.0,4
410000200404264815,24.65,4
110000197302070117,32.84,4
450000199310163433,33.7,4
360000200312285972,35.37,4
530000200309266393,39.49,4
520000198806105919,16.86,5
350000198012091189,24.24,4
440000197710069533,36.42,4
140000196106154859,25.9,4
320000198611169798,18.78,5
440000195709027599,56.92,3
500000195709043384,20.15,4
350000199504077943,22.33,4
370000196004027472,24.35,4
120000196905226755,38.59,4
530000198706045535,32.73,4
50000019830422296X,57.94,3
530000199506225667,8.34,5
510000199703073822,12.01,5
130000198411108637,25.93,4
440000199403165487,23.47,4
610000195006028685,5.05,5
650000200211287740,35.5,4
130000198302224807,28.84,4
230000195111109363,22.01,4
460000199102156898,59.05,3
630000198711294417,39.93,4
370000196402178348,28.12,4
410000195902224628,25.92,4
510000196109257107,33.62,4
220000197009272946,31.14,4
43000019621206897X,29.39,4
640000198612168126,27.51,4
320000197907052818,26.09,4
340000197903264964,57.0,3
500000198906011756,33.73,4
450000195906164244,21.4,4
640000197505112229,27.17,4
33000019530710893X,24.21,4
440000200111262352,27.99,4
220000199108243306,36.8,4
140000196103263259,21.49,4
11000019801230635X,31.14,4
50000019780703785X,22.33,4
620000198109129839,37.98,4
35000019811007469X,34.85,4
45000019551007519X,39.06,4
12000019920901009X,22.26,4
360000198805096459,23.15,4
650000198410280648,35.77,4
130000196508276144,46.84,3
450000197710126122,27.22,4
420000199706111132,15.51,5
430000199101134907,24.24,4
220000197206113709,37.09,4
220000196904049877,46.52,3
430000200112187364,31.62,4
140000196704064423,37.8,4
220000200106280184,30.98,4
360000198408100944,30.25,4
610000197108261313,53.09,3
420000195303074172,10.63,5
530000195102085962,38.51,4
340000197307035022,26.05,4
43000019660214603X,28.57,4
340000197406284526,26.78,4
37000020001123193X,34.72,4
210000196001048791,22.37,4
530000199311061703,36.69,4
460000199103075176,31.03,4
140000199112196135,26.01,4
150000197111162649,29.2,4
15000019660829743X,21.61,4
140000199010068968,15.53,5
460000195512218694,14.7,5
350000196204086748,5.3,5
370000195706152986,2.07,5
360000199808311200,3.3,5
540000198603150537,25.52,4
310000195802206883,27.16,4
230000199307199856,26.6,4
320000195509090457,24.36,4
430000199608119896,45.87,3
410000200603128058,10.78,5
450000197001281306,39.39,4
540000197105147816,21.37,4
35000020030621018X,38.95,4
310000195304054872,20.8,4
120000195305052697,6.06,5
520000196708175607,21.54,4
630000195601153310,24.11,4
150000196005152792,17.55,5
360000200304300650,37.52,4
350000196703239753,38.87,4
320000195605231061,28.37,4
210000198311049115,33.68,4
420000200310189713,23.33,4
500000198208084069,25.01,4
220000199905189816,47.73,3
210000199512144113,5.54,5
650000198508099476,35.45,4
110000195704146023,23.77,4
64000019580602395X,28.02,4
410000200311171396,37.89,4
540000195506212683,9.54,5
37000019980506877X,27.35,4
620000199212037128,35.54,4
630000195204019855,29.93,4
640000199706070044,28.63,4
330000198009167548,35.01,4
53000020030809338X,28.76,4
310000198601064616,20.39,4
320000199904289907,39.55,4
520000195807050987,25.58,4
320000197609225573,28.33,4
350000200204024802,21.27,4
500000197005063909,25.61,4
330000196312177950,28.23,4
370000197208051102,57.28,3
510000199510105103,36.94,4
370000196207055369,26.13,4
630000198603263402,39.35,4
610000197208244924,26.37,4
540000198311279216,9.47,5
230000196010232148,30.02,4
620000200604094506,31.36,4
230000195306010101,30.95,4
460000198312245552,24.98,4
360000197010015745,32.93,4
64000019600402703X,37.94,4
310000196708123162,22.66,4
650000195702273286,53.48,3
310000195112154051,34.28,4
620000197110131149,36.74,4
35000019710129790X,26.58,4
120000196902221393,52.91,3
610000198705208195,52.05,3
530000200002018731,39.26,4
610000199508085792,52.58,3
120000198709283284,1.53,5
140000198001054711,36.07,4
430000199105238121,32.29,4
330000195003168706,25.6,4
520000197408048731,38.92,4
540000197810175652,36.13,4
340000196409290345,45.95,3
11000019931210640X,36.51,4
220000195302069577,50.78,3
650000198205222860,34.3,4
43000019710607545X,29.33,4
650000197404214973,24.69,4
430000200603145847,34.25,4
620000196611145341,20.66,4
610000196501149139,22.87,4
15000019601123038X,3.3,5
540000195105232173,37.57,4
34000020000414586X,38.56,4
12000019571108183X,30.25,4
440000195304085694,38.67,4
150000195905237615,59.65,3
350000197006152227,27.45,4
410000198805158984,37.43,4
41000019880811002X,33.31,4
610000197506183146,27.84,4
150000200509131222,21.59,4
640000195203040806,18.84,5
520000198512044209,26.56,4
220000198608052878,25.36,4
620000199812195461,32.75,4
500000196403054608,29.8,4
440000199712045227,59.41,3
410000199111069463,33.9,4
610000198910318625,20.67,4
440000199308227854,36.64,4
15000019790531080X,39.89,4
11000019940325634X,33.96,4
310000200608045303,36.83,4
110000195908118024,11.49,5
530000200410210204,23.54,4
110000197410273309,54.51,3
230000197308287082,37.84,4
540000197903210103,31.12,4
43000019771013732X,36.88,4
420000200401300851,11.37,5
640000195701149441,5.29,5
110000198712279487,10.95,5
460000199612273381,23.39,4
120000199904223820,37.19,4
430000196205139151,28.18,4
520000199106090650,27.94,4
500000200301208214,33.47,4
360000196412246576,27.74,4
220000200308112058,4.62,5
510000195304240138,13.09,5
130000198209054735,25.03,4
32000019540625165X,33.98,4
530000198101046033,37.94,4
140000199603083354,41.56,3
210000196605042323,6.73,5
120000197308235930,36.62,4
430000200410102269,32.12,4
310000199812177607,23.98,4
420000196409230836,36.42,4
230000196405052918,30.06,4
140000198512217332,34.24,4
120000198904014215,38.52,4
110000196805023262,29.29,4
370000195211202793,13.84,5
620000195504106369,28.16,4
530000196602156055,21.2,4
610000197411112978,23.3,4
440000195109050568,20.93,4
510000200406292012,28.95,4
640000197010125589,35.11,4
330000196410289120,6.37,5
110000198303291768,2.89,5
21000019841216012X,38.13,4
120000197808280455,22.85,4
410000197610177080,36.2,4
43000019631230997X,23.88,4
530000196311122883,32.24,4
110000196208173799,39.6,4
110000198008091341,47.7,3
140000197710095132,36.49,4
420000197701187227,33.77,4
510000197706049394,37.06,4
440000198002168180,59.06,3
540000200312131205,49.6,3
120000200102039365,34.71,4
140000196111145658,22.48,4
410000199506013202,7.1,5
33000019880202493X,29.91,4
530000195909201477,12.71,5
620000200110198188,24.98,4
630000196403232290,28.6,4
220000198609084935,28.18,4
650000200507281225,26.82,4
23000019550104821X,38.93,4
110000199807024852,27.64,4
640000198211256723,23.09,4
520000197503063649,35.52,4
110000197808306051,26.78,4
220000197906207247,24.93,4
610000198008056165,4.93,5
50000019650208559X,25.22,4
620000200207298679,32.6,4
110000195906071832,9.34,5
140000195507316850,37.31,4
520000199104203746,24.12,4
460000199109275347,25.52,4
110000196906144362,17.64,5
500000198204217661,49.39,3
370000198308158286,27.87,4
500000199705278264,26.16,4
210000199704289421,39.66,4
510000198804284341,32.78,4
640000197006206853,25.94,4
440000195105250546,23.48,4
210000199109241562,26.35,4
230000198612030796,27.11,4
130000196104155661,24.04,4
11000019600605680X,29.79,4
520000200411258080,9.09,5
320000195809143047,39.86,4
220000198601173255,32.89,4
430000195204030002,24.33,4
130000195304090060,21.6,4
110000198510090387,31.46,4
310000199402240909,14.99,5
500000198008092419,36.55,4
620000197205230596,28.55,4
350000196409283198,22.09,4
150000199804261665,34.06,4
530000200003149215,34.48,4
610000198410124920,21.7,4
320000195103267136,29.16,4
330000200312306432,25.75,4
210000199709132917,25.81,4
450000199108019235,11.68,5
620000195904197984,33.75,4
460000199902138997,37.67,4
61000019530330130X,20.17,4
230000198110030817,23.5,4
500000197303301565,51.72,3
500000198803277156,59.34,3
310000196506030179,35.85,4
430000198507087229,36.31,4
37000019690409796X,58.95,3
310000198408076682,32.94,4
450000196504141888,28.98,4
440000199608159830,39.2,4
650000200008213148,28.38,4
610000197907157491,43.07,3
430000200509226595,29.13,4
350000196110080943,20.56,4
540000198208292818,39.4,4
62000019870112763X,39.72,4
340000197907312628,24.53,4
410000200405238512,38.15,4
33000019900825963X,59.76,3
34000019711226743X,42.5,3
640000197306156202,35.99,4
350000197406103686,27.62,4
140000196309219173,23.05,4
520000196512167605,31.38,4
500000196108084951,25.74,4
210000199201020690,24.24,4
130000197207196110,34.26,4
110000196903028227,31.21,4
340000195201207624,1.47,5
440000199402012294,24.8,4
210000195502067152,37.64,4
540000197704031006,30.07,4
540000196712131141,32.65,4
530000196105312950,22.01,4
450000195602043996,29.16,4
44000020061124461X,13.12,5
430000197811058022,24.61,4
540000199502044772,37.88,4
140000197212189881,20.75,4
530000198105142727,33.73,4
440000200604150754,22.07,4
340000196508025678,27.67,4
360000196209118202,37.39,4
420000196306017194,46.42,3
520000199708155167,33.29,4
310000197505315185,26.12,4
230000199711291208,58.27,3
21000019910721144X,20.89,4
150000195310029999,28.31,4
640000198006053273,26.97,4
31000019610604546X,35.78,4
650000195102053853,7.64,5
610000195308107012,23.18,4
430000197512287378,37.43,4
520000198909104732,37.31,4
540000196605298683,22.28,4
520000200511010306,9.89,5
340000197808238362,36.8,4
150000196906110266,31.52,4
150000197302213007,22.14,4
410000195802255742,21.68,4
120000200501082918,25.39,4
330000196811088362,29.38,4
350000198905116558,24.22,4
500000197602246164,38.29,4
210000199210242543,59.26,3
440000198805073900,28.42,4
420000197711057522,39.0,4
21000019751125192X,0.7,5
510000197907183581,30.05,4
370000195902217871,48.07,3
440000200001208216,48.78,3
440000198806127739,39.04,4
220000195103198587,30.35,4
140000197701292927,29.62,4
440000199702194624,21.6,4
420000196201299738,34.61,4
500000195711027367,30.58,4
440000197202072111,39.93,4
220000199809118209,33.58,4
14000019960104030X,32.89,4
360000195210180332,28.37,4
630000196503017731,35.59,4
420000199111084550,24.59,4
350000199203093739,24.8,4
63000019880514054X,43.05,3
23000019810522094X,48.69,3
330000196310108425,30.93,4
360000198508137074,28.25,4
460000196003107181,32.08,4
330000200611099672,37.03,4
350000195504013458,9.14,5
530000199302041276,21.8,4
530000195202241504,20.19,4
410000195311250453,38.3,4
620000196104110427,28.93,4
130000198801226807,24.14,4
330000196409114606,22.79,4
440000199201196875,20.65,4
520000199401293418,31.48,4
520000197806238821,28.04,4
13000019820115677X,34.16,4
610000200510265368,22.95,4
220000199206259053,25.47,4
650000197612280676,24.82,4
430000200307263830,25.7,4
500000196404258047,12.12,5
360000200610200818,21.64,4
430000199101048080,20.72,4
53000019960329041X,21.22,4
220000196706084284,27.91,4
630000197708158727,25.16,4
330000197807027166,15.36,5
620000199806274673,31.41,4
65000019700421304X,38.4,4
630000200412069017,38.96,4
460000196702093559,22.89,4
540000196509062160,22.28,4
340000197612031407,39.13,4
150000197904147764,33.58,4
120000195705162991,22.82,4
610000198810099461,29.6,4
110000195201132375,25.16,4
540000199305116546,29.66,4
54000019820505075X,36.15,4
120000197007046300,25.57,4
640000200612018531,32.27,4
320000199601074992,23.81,4
650000195006298981,22.58,4
410000195204090642,13.57,5
61000019900504207X,54.48,3
310000198911052215,36.74,4
410000196807134688,37.75,4
500000198412167996,20.38,4
320000200510240057,5.24,5
230000197704221667,5.41,5
620000199510069179,26.79,4
530000196501288390,4.56,5
110000196505289624,50.53,3
370000200004220132,33.15,4
320000200507245535,15.6,5
340000199302186496,15.12,5
410000199608293284,37.4,4
120000200211110642,40.33,3
54000019700515826X,20.67,4
610000200401098572,29.58,4
630000200211301983,34.37,4
14000019740507743X,27.83,4
330000196704063127,33.85,4
440000195702040096,45.61,3
620000195202098383,27.14,4
410000195205133595,8.31,5
440000195803234009,25.27,4
350000198411115248,22.65,4
230000199002176477,36.99,4
110000199011246257,34.35,4
530000200306114706,21.56,4
23000019780401442X,27.14,4
410000198609239090,30.11,4
620000199511096929,31.0,4
360000195610194426,33.83,4
51000019770402461X,27.69,4
520000198612199750,28.54,4
410000197212149682,52.13,3
420000196612289024,9.29,5
360000198510221099,23.15,4
350000198107063797,1.47,5
620000199008207679,35.02,4
370000197008038835,35.22,4
450000195211243501,31.78,4
130000200007229226,36.41,4
140000200410191864,29.9,4
630000196010034138,55.22,3
540000195906191770,21.11,4
340000195903239401,38.48,4
140000200507050216,33.73,4
630000200010018823,10.54,5
430000200403030519,21.08,4
320000198008012497,20.92,4
410000196908221457,39.66,4
510000197003035017,11.88,5
620000199312110564,29.52,4
450000195503138324,31.91,4
440000196104283770,47.74,3
310000198412301889,59.65,3
520000197109224985,35.84,4
330000200208076243,15.1,5
210000197909265061,37.09,4
15000019660602995X,32.6,4
350000198610010553,19.23,5
210000196007178298,26.41,4
610000195011280500,14.15,5
520000195905162173,21.26,4
460000199703145326,39.85,4
230000198301285935,30.29,4
360000200104216278,35.97,4
130000199103263955,23.91,4
15000019551001218X,37.4,4
520000198602190197,21.0,4
640000198507086882,45.05,3
370000197612281364,23.66,4
120000196310125090,25.72,4
620000199101249777,50.25,3
360000200506265515,37.83,4
460000196407227227,57.71,3
37000020050701252X,23.45,4
640000198208291480,20.19,4
230000199610061796,39.93,4
62000019910103459X,28.25,4
23000019811129315X,27.85,4
430000198410080813,24.66,4
510000198806150283,30.15,4
450000196408127621,21.36,4
120000196102275465,8.86,5
520000198602250241,38.97,4
320000200009221100,39.31,4
430000195012070341,30.55,4
15000019640205845X,30.36,4
520000198305039909,27.82,4
430000195203015169,0.6,5
230000195607249968,22.49,4
220000196712217354,30.19,4
140000195710201821,33.78,4
430000199910116709,22.25,4
340000197008063883,18.02,5
440000196907132183,18.63,5
650000198307122027,20.08,4
150000196611031966,38.02,4
430000197412281817,36.12,4
120000195708039497,23.96,4
430000197506243838,22.14,4
360000195902113528,38.01,4
630000199910309081,20.25,4
110000197806112528,38.51,4
610000198512161845,38.48,4
360000199107027338,29.42,4
46000019990327611X,29.4,4
420000199401188630,38.41,4
500000198606199267,25.15,4
370000199605167597,22.38,4
420000195607072715,26.26,4
340000197305249043,58.08,3
220000195706156941,29.58,4
350000200503247272,16.85,5
210000195706227058,20.6,4
150000195909105660,34.94,4
130000199407150693,22.39,4
530000199911102046,59.89,3
630000199308240966,26.95,4
500000199205244586,4.94,5
150000197110143251,26.44,4
420000197407239188,24.48,4
420000195211120047,30.6,4
120000196901294443,30.57,4
460000200301254023,24.81,4
420000197707125051,38.06,4
370000197609227877,27.47,4
54000019820818960X,11.95,5
460000195805103831,38.78,4
440000198111298208,34.67,4
220000196606019397,43.72,3
230000200502079572,44.62,3
450000195401226315,34.77,4
440000198104048497,22.63,4
510000198404107880,24.66,4
440000200012275430,34.52,4
650000197901067863,26.06,4
620000197701259718,29.28,4
620000198504028704,30.66,4
630000197910075407,31.85,4
640000195901077753,23.31,4
110000200410083286,39.79,4
63000020010707635X,20.84,4
500000198407305223,26.1,4
340000200609189822,7.46,5
540000200012027043,34.21,4
63000019670308105X,29.26,4
450000199708022956,32.68,4
450000200507059846,25.08,4
150000197001143594,34.09,4
640000199911023431,25.44,4
330000196110170611,25.26,4
410000195501161830,35.58,4
540000196304178389,29.26,4
370000198812053336,29.56,4
330000198108027604,3.7,5
620000198708082139,29.96,4
530000198903181819,31.92,4
360000195605188822,36.6,4
450000195007275581,27.3,4
610000197607277504,12.58,5
420000197804030759,39.76,4
230000195604076336,27.31,4
130000198007203560,37.42,4
620000199510136327,30.91,4
320000197004204892,5.05,5
110000198907286708,28.02,4
110000196306104404,17.48,5
220000198904084823,46.82,3
610000199006048617,37.11,4
520000196912179509,37.88,4
330000196411067597,24.83,4
37000020041028297X,28.55,4
450000195606128241,22.88,4
360000195204067480,26.7,4
450000198304206535,24.02,4
500000196706078471,24.23,4
450000198006068939,24.38,4
420000197007318821,34.63,4
340000198210073350,30.48,4
110000199707209200,26.56,4
610000196907171328,35.35,4
430000200010301277,24.11,4
430000196312033897,37.97,4
500000196601058482,15.6,5
33000019730309180X,26.69,4
320000200408074793,27.93,4
630000195212157625,22.84,4
340000199902214083,47.14,3
540000200207200571,26.99,4
210000196412180260,31.75,4
510000198711277118,30.3,4
340000199006282766,25.99,4
340000198110186032,35.97,4
340000200508035306,32.76,4
11000019680117117X,26.76,4
120000198212301651,32.2,4
330000197201075470,38.07,4
370000195410084638,34.57,4
640000196908285269,23.64,4
510000196808172989,25.92,4
36000020021208433X,32.9,4
620000200309057219,39.24,4
140000200511211422,33.35,4
360000199004264533,22.86,4
140000197512209741,45.3,3
220000200305282166,28.91,4
520000199707255916,24.66,4
640000199906205425,21.25,4
640000197107040127,28.12,4
320000195204298476,25.5,4
110000200106234596,37.69,4
64000019540703917X,31.43,4
350000200204296904,36.21,4
150000196209169932,30.43,4
530000196909011176,22.13,4
150000197101124542,27.52,4
21000019920118082X,32.18,4
130000198211079771,27.41,4
500000200309307129,28.72,4
340000198707083490,30.85,4
150000196905026863,52.46,3
110000197907276054,32.95,4
64000019610206829X,33.48,4
540000197706088145,31.55,4
460000200409270914,9.72,5
420000195902102745,27.82,4
530000196910056806,31.06,4
340000197507074835,38.29,4
430000199907173892,39.98,4
120000195010234135,20.33,4
630000195806149470,27.17,4
50000019700205648X,39.41,4
36000019890930024X,21.25,4
420000200012248156,34.52,4
510000198303264756,28.39,4
53000019900827727X,6.74,5
460000196811164344,31.57,4
450000195206093019,59.97,3
620000195501318702,33.86,4
330000200301214292,31.98,4
460000199402266183,25.87,4
630000197604147484,29.42,4
500000199907223456,33.39,4
360000200102086561,26.46,4
370000198208185121,26.78,4
