ID,Total_Count,Refund_Only_Count,Rental_Not_Returned_Count,Partial_Payment_After_Receipt_Count,Payment_Without_Delivery_Count,Amount_of_Loss
450000196408127621,44,0,0,0,2,1023.47
620000200102119697,46,0,0,0,3,1481.96
210000199611184057,42,0,0,2,0,761.3199999999999
520000199708155167,32,0,0,1,2,983.99
110000198109038822,37,0,0,2,1,1076.31
640000197003254593,38,0,0,1,2,1682.87
350000200504094191,40,0,0,0,3,971.6800000000001
360000199906273308,37,0,0,0,4,2261.2999999999997
15000020050813662X,35,0,0,0,1,472.91
220000196708315568,48,0,0,0,2,946.3499999999999
36000020050212781X,52,0,0,2,2,2277.44
120000198505263206,35,0,0,0,0,0
210000195701011338,36,0,0,1,4,857.6600000000001
640000195608064320,27,0,0,2,2,1421.19
230000200202123252,39,0,0,0,2,1032.83
620000200502116575,31,0,0,0,2,1527.07
410000195206258322,43,0,0,2,0,635.41
630000198808171237,28,0,0,0,4,2283.9700000000003
360000198709202581,48,0,0,0,2,1640.9
150000195109227424,37,0,0,1,3,2833.4500000000003
630000196405174530,38,0,0,1,3,1867.0200000000002
320000200303143131,34,0,0,0,0,0
360000196511292914,37,0,0,0,1,396.51
500000198702065533,41,0,0,0,3,976.57
500000198208084069,45,0,0,1,3,1478.7699999999998
650000196408312904,45,0,0,1,2,1458.62
350000198902220245,36,0,0,0,1,955.9
50000019580114070X,28,0,0,1,2,1390.79
540000199609206209,33,0,0,0,2,660.33
53000019961020521X,34,0,0,0,1,359.39
220000198910150372,36,0,0,0,0,0
33000019921009981X,41,0,0,0,1,18.21
370000200303265752,28,0,0,1,2,2294.39
650000196701174838,44,0,0,0,1,947.9
410000197908185999,49,0,0,2,4,3187.7100000000005
340000199903241729,40,0,0,0,3,863.66
350000195410096213,36,0,0,1,2,1351.7799999999997
140000199010068968,36,0,0,1,0,541.27
23000019590321062X,28,0,0,0,1,253.73
150000197101124542,34,0,0,2,1,1309.5900000000001
520000199009117575,30,0,0,0,2,437.58000000000004
220000195507301202,36,0,0,0,3,2436.58
610000196712074560,29,0,0,0,4,2088.58
460000195904102519,36,0,0,0,1,890.19
430000200407147853,44,0,0,1,2,1275.55
41000019791020348X,42,0,0,0,1,772.42
130000196602179121,45,0,0,3,3,3403.6600000000003
640000200011285642,40,0,0,0,2,47.43
510000199909266929,32,0,0,1,3,1148.23
110000198601306307,44,0,0,0,1,175.19
11000019590102990X,38,0,0,0,3,1345.56
210000198608319796,28,0,0,0,2,386.26
370000196505070786,44,0,0,1,1,1504.26
530000200612115520,36,0,0,0,2,320.69
210000199201020690,48,0,0,1,2,1321.83
510000196701076823,42,0,0,0,1,70.96
220000198202092722,52,0,0,0,1,342.78
210000195706227058,38,0,0,1,1,1090.17
150000200408283665,44,0,0,1,0,512.28
110000199609078905,36,0,0,0,1,154.02
130000195106119774,33,0,0,0,1,555.85
510000195304240138,44,0,0,2,0,1015.6300000000001
150000196501266211,23,0,0,0,3,1753.67
21000019540612003X,40,0,0,2,1,1429.6599999999999
120000197605086863,38,0,0,0,5,1956.84
46000019670326863X,30,0,0,0,1,549.21
340000197409012139,43,0,0,1,2,1292.2
520000197408048731,42,0,0,0,1,512.87
220000197308186802,40,0,0,2,0,747.4300000000001
220000196203202998,34,0,0,3,2,3048.74
220000199012176057,30,0,0,1,1,1166.1100000000001
620000200512139404,39,0,0,1,2,1440.98
31000019610604546X,30,0,0,1,1,587.22
420000199401188630,42,0,0,2,2,2011.4299999999998
210000198905141218,32,0,0,2,1,842.3700000000001
410000200408269912,35,0,0,1,1,877.6
620000198005160954,27,0,0,0,2,1009.93
51000019770402461X,35,0,0,0,4,647.1800000000001
130000197712241621,39,0,0,0,0,0
520000196408216315,36,0,0,0,2,1621.53
33000019880202493X,33,0,0,1,2,1048.22
230000195306010101,39,0,0,0,2,1133.32
22000019671127850X,47,0,0,2,0,931.26
12000019980418318X,52,0,0,2,1,800.7900000000001
520000198404217889,44,0,0,1,2,1967.71
620000196303228217,41,0,0,0,3,1834.22
540000196610247178,23,0,0,1,0,229.72000000000003
54000019820505075X,35,0,0,0,0,0
130000198704161415,49,0,0,1,6,2299.5699999999997
460000196109150348,45,0,0,0,2,700.51
15000020020619674X,31,0,0,0,2,712.8399999999999
610000197907157491,41,0,0,0,2,608.42
140000199006073035,39,0,0,1,0,367.0
350000198604281509,45,0,0,2,0,886.25
220000197410103292,33,0,0,0,2,1433.27
110000195501199387,38,0,0,0,1,144.15
630000198208233289,47,0,0,1,1,1685.6100000000001
230000200108015319,48,0,0,2,3,2637.56
500000197112120585,40,0,0,0,2,469.65999999999997
63000020010707635X,54,0,0,1,3,1548.31
450000196507258432,57,0,0,0,3,1343.12
540000195604136207,40,0,0,0,4,2048.1600000000003
420000198602257167,29,0,0,0,3,2641.42
110000200002125918,50,0,0,1,3,2781.11
14000019740507743X,34,0,0,1,1,182.73
220000195710145057,55,0,0,0,4,3134.52
230000196411124527,40,0,0,2,5,2739.58
320000197903235764,39,0,0,3,1,2423.9
31000019571006083X,40,0,0,1,2,1592.46
420000199209263207,43,0,0,2,1,1445.37
350000200204296904,36,0,0,0,1,189.89
230000196909026019,48,0,0,1,3,1523.83
500000195304176787,32,0,0,1,2,1384.67
530000200109284351,44,0,0,2,4,3823.91
650000200507281225,28,0,0,0,0,0
440000195606178466,40,0,0,0,0,0
510000197510191014,38,0,0,0,0,0
410000198512011938,40,0,0,2,1,1224.45
500000200112296235,47,0,0,1,2,450.43
520000196401259769,38,0,0,0,1,74.67
650000199503252704,34,0,0,0,2,841.21
520000196705057146,41,0,0,2,1,1615.8000000000002
210000197811022512,38,0,0,0,1,819.92
350000200110085903,44,0,0,1,1,1151.5
330000198609011184,36,0,0,1,1,1268.5700000000002
420000195611272146,35,0,0,3,1,1822.29
340000196307185819,33,0,0,1,1,666.6600000000001
310000196008022985,33,0,0,0,0,0
32000019541110825X,35,0,0,1,2,1697.32
14000020060307674X,37,0,0,0,5,1392.26
640000197709233831,38,0,0,0,1,112.52
630000196710083248,59,0,0,1,4,2272.3
130000198210145765,36,0,0,0,0,0
220000199206259053,35,0,0,0,0,0
450000200007227583,38,0,0,0,2,1321.76
450000195510121942,48,0,0,3,2,1894.2199999999998
410000197005262973,43,0,0,1,3,2996.19
620000196311186029,44,0,0,0,4,2270.35
110000195712033643,38,0,0,3,3,2744.8
500000197111091508,46,0,0,0,3,2063.38
310000195811199689,49,0,0,0,5,1006.51
50000019820714631X,37,0,0,0,0,0
360000196110134931,34,0,0,1,3,2383.2
650000195404063889,38,0,0,0,3,1585.6200000000001
460000196110186137,49,0,0,2,5,4440.41
120000195604034560,41,0,0,1,4,1852.27
120000195402033949,40,0,0,0,1,61.86
610000198602087474,41,0,0,1,2,1763.1699999999998
210000196309028615,40,0,0,1,3,2374.93
440000200301288238,33,0,0,0,3,1674.13
110000195102103720,35,0,0,0,2,1158.1100000000001
440000197007284207,41,0,0,1,0,450.13
210000195502067152,46,0,0,0,1,217.04
420000195406290222,27,0,0,0,2,1096.35
360000195205051261,45,0,0,2,3,1668.64
420000197901209902,36,0,0,1,3,2618.6800000000003
210000198109245032,45,0,0,0,1,131.53
540000196505247029,38,0,0,1,1,842.0799999999999
32000019951005083X,37,0,0,2,1,1131.0299999999997
150000195011192673,43,0,0,1,2,2005.03
370000200604209527,49,0,0,0,4,1534.48
310000196601011072,34,0,0,1,2,1863.05
230000200312113928,48,0,0,1,3,2339.78
430000195803112210,37,0,0,1,1,1140.65
44000019921023241X,37,0,0,0,4,1214.21
610000199904168477,48,0,0,0,3,1758.79
630000198104166536,39,0,0,0,2,1102.67
450000199708022956,46,0,0,0,2,430.23
520000200609046462,38,0,0,1,3,1659.97
210000199212183612,42,0,0,0,5,2569.72
330000195407280606,33,0,0,0,0,0
500000198302063221,34,0,0,0,0,0
230000195510020673,29,0,0,1,2,1435.5
220000197806228630,39,0,0,0,0,0
640000196104126078,45,0,0,1,0,478.72999999999996
350000198711054387,41,0,0,0,3,1902.88
52000019591201710X,50,0,0,1,2,1634.83
320000200510090239,36,0,0,0,1,956.01
540000196405113357,33,0,0,1,2,1160.46
150000198812303197,36,0,0,1,3,2505.69
310000196509064059,25,0,0,0,1,848.4
520000196104131128,39,0,0,1,1,968.78
520000197101226169,35,0,0,0,6,3377.37
460000200407047778,30,0,0,0,1,495.71
430000199105238121,36,0,0,1,0,400.22
340000196904128038,32,0,0,0,1,160.62
520000200108020811,57,0,0,0,6,4222.71
35000019790418153X,49,0,0,0,3,975.8199999999999
650000197305028358,44,0,0,2,3,2175.5699999999997
140000196111081412,41,0,0,1,1,903.65
130000195404103391,45,0,0,1,1,283.99
37000019740708891X,39,0,0,0,0,0
210000198802141979,43,0,0,0,5,2483.9700000000003
61000019890611227X,35,0,0,0,1,715.42
500000198008286694,32,0,0,2,1,1662.75
310000198110093180,32,0,0,1,2,1385.74
340000197912141800,25,0,0,1,1,1261.8899999999999
410000198405201314,37,0,0,0,2,1175.15
320000199801013502,32,0,0,3,2,1305.81
430000200212183299,22,0,0,1,2,740.9200000000001
320000196101161498,38,0,0,0,0,0
610000200007127363,43,0,0,1,4,2123.46
130000197501277157,52,0,0,1,2,1127.91
430000197801048613,35,0,0,1,5,2828.23
500000200011247573,26,0,0,0,0,0
370000196407220074,37,0,0,0,1,932.13
430000197105132379,39,0,0,1,3,2049.5299999999997
530000200604180445,45,0,0,0,6,3706.7099999999996
360000197309066088,36,0,0,0,0,0
220000199811242065,39,0,0,0,1,978.28
340000196403062472,34,0,0,0,4,1891.3000000000002
230000199002176477,25,0,0,1,2,1349.77
350000199911156323,35,0,0,0,2,939.67
120000199601261459,37,0,0,0,2,855.99
230000197410084505,40,0,0,0,4,1506.65
210000197501201355,40,0,0,1,1,398.02
230000197206176111,31,0,0,0,1,915.46
310000198412301889,28,0,0,1,1,1444.9699999999998
53000019730601097X,38,0,0,0,2,1122.27
430000197208250423,44,0,0,2,1,1716.4099999999999
320000197410059280,38,0,0,0,4,1867.94
140000197809140060,48,0,0,2,1,1727.0
500000197001303135,42,0,0,2,2,2130.2599999999998
23000019780401442X,32,0,0,0,2,1093.96
370000200204226897,29,0,0,0,1,939.84
650000200311124981,38,0,0,2,3,2353.7200000000003
360000198204204231,32,0,0,1,2,862.24
360000196401220995,36,0,0,1,2,890.9
500000200101119620,37,0,0,0,1,536.55
650000197402202880,55,0,0,0,1,491.86
230000196703210240,41,0,0,1,1,856.32
440000198610167317,41,0,0,0,3,1938.99
110000197907117803,46,0,0,0,4,2683.11
120000195602296516,42,0,0,1,1,977.8799999999999
520000198612199750,43,0,0,0,2,460.14
41000020040525407X,42,0,0,0,1,381.91
310000196806195928,36,0,0,0,3,2389.09
140000197808099887,34,0,0,0,1,400.39
150000197709088631,35,0,0,0,1,975.14
500000199006303424,37,0,0,1,3,2245.25
330000197003300681,42,0,0,3,4,3889.71
450000198711264302,34,0,0,0,1,171.91
140000196108113516,32,0,0,2,2,2097.59
430000195807209167,45,0,0,0,5,2152.77
130000198312101026,38,0,0,1,1,399.33
540000199710206203,43,0,0,0,4,2265.9
120000196910044374,34,0,0,2,0,708.61
360000198404223533,44,0,0,0,3,1099.52
110000199210219622,43,0,0,1,2,979.4200000000001
230000197401164773,32,0,0,0,1,319.59
540000200310239722,24,0,0,0,2,952.39
340000199811148965,33,0,0,1,3,1731.9699999999998
500000197105211278,38,0,0,0,2,1335.76
320000195711062441,56,0,0,1,4,2185.9
460000199709265345,47,0,0,1,3,2304.26
650000195010220159,48,0,0,0,3,1190.7399999999998
450000195602043996,38,0,0,0,1,27.32
520000200509229632,33,0,0,0,0,0
140000200511211422,49,0,0,2,4,3312.6000000000004
120000196207030624,33,0,0,1,1,659.6700000000001
330000195607056510,32,0,0,0,1,696.16
650000197309044726,45,0,0,0,2,821.85
610000195901088000,41,0,0,0,4,1853.1100000000001
520000200205119426,58,0,0,1,4,2304.3
460000199301061939,40,0,0,0,2,763.5
360000195309231152,24,0,0,1,0,474.15000000000003
320000200509186364,36,0,0,2,1,1681.03
410000199409099649,34,0,0,1,3,1181.79
350000196205153412,34,0,0,0,1,506.61
150000196611283506,35,0,0,1,2,1968.44
340000197301283113,50,0,0,2,3,2206.32
340000196004309271,41,0,0,3,5,2830.44
230000198904201884,34,0,0,0,3,767.63
320000195204298476,42,0,0,0,2,1687.48
360000197107317504,42,0,0,0,3,1334.69
350000200002259865,47,0,0,3,3,1665.0299999999997
340000195302067552,42,0,0,0,1,257.43
140000196311148781,31,0,0,0,3,618.7800000000001
320000198910091011,31,0,0,1,1,865.4899999999999
520000195905129285,42,0,0,0,5,2722.56
110000195704146023,48,0,0,1,3,2207.51
120000198011180697,52,0,0,4,2,2512.57
630000195204019855,41,0,0,0,1,949.72
440000198509036785,49,0,0,1,5,1837.34
460000196811164344,49,0,0,3,3,2876.42
350000195504013458,32,0,0,1,3,1550.0
540000196508168481,40,0,0,1,5,1913.01
120000200507281061,44,0,0,1,3,1124.6100000000001
360000197412249552,40,0,0,0,5,3499.71
420000199310205802,44,0,0,0,2,1728.24
510000197212175761,46,0,0,3,1,1606.56
650000198105193417,48,0,0,3,3,2482.42
37000020041028297X,31,0,0,0,1,546.75
460000199907213124,41,0,0,1,3,1690.7199999999998
340000196210149184,40,0,0,0,2,512.96
500000196812156998,42,0,0,1,2,2043.33
610000198906131315,35,0,0,0,2,442.52
230000197711133454,36,0,0,0,2,542.47
610000195103137832,30,0,0,1,1,870.27
46000020000131205X,36,0,0,0,1,438.76
330000196608044890,31,0,0,0,1,574.7
340000198305172036,34,0,0,0,2,1510.31
230000198701135071,30,0,0,1,0,361.13
230000199711291208,28,0,0,0,2,1141.73
11000019561101526X,33,0,0,0,4,2567.9300000000003
220000195302069577,32,0,0,0,1,818.69
630000199605126342,35,0,0,2,2,2001.7200000000003
320000197504307548,42,0,0,1,5,3194.5299999999997
530000196610226041,41,0,0,1,1,1327.65
210000200307190685,38,0,0,0,1,100.74
50000020050215403X,34,0,0,0,1,119.14
520000196606135532,44,0,0,1,2,1619.31
620000196108279289,44,0,0,0,1,902.35
530000197303315073,47,0,0,1,3,2373.6699999999996
230000197408283476,42,0,0,2,4,3369.6200000000003
460000196311258889,29,0,0,1,1,797.19
520000195806038214,36,0,0,2,0,786.77
610000195501276328,30,0,0,0,1,960.4
450000199210144446,33,0,0,1,2,1078.13
110000195201132375,44,0,0,0,1,376.22
610000195602295667,36,0,0,1,2,1262.31
520000199107073449,38,0,0,0,1,33.66
13000019550528083X,40,0,0,1,2,1109.44
540000200204224260,40,0,0,2,3,2314.7799999999997
360000195902113528,38,0,0,1,0,216.34999999999997
540000195707244913,42,0,0,1,2,1697.7000000000003
520000200003107208,41,0,0,0,2,1010.22
450000198304206535,38,0,0,1,1,1318.7600000000002
610000198007049297,44,0,0,1,4,1691.06
440000196707068658,38,0,0,0,5,2512.11
210000196006025206,38,0,0,3,0,1628.4799999999998
520000198302247219,42,0,0,0,1,313.44
450000197703147793,37,0,0,1,1,1293.9
330000199506143832,29,0,0,0,0,0
460000198602163643,33,0,0,0,2,1605.49
460000198312143839,28,0,0,0,1,597.75
130000196810155407,36,0,0,2,4,2466.46
510000196107105409,40,0,0,1,1,1421.27
350000197508084842,42,0,0,1,5,2253.3100000000004
360000195502119015,34,0,0,1,4,2876.15
650000200407066560,50,0,0,0,1,710.67
320000198903262978,36,0,0,1,1,1272.97
120000200611234740,31,0,0,0,3,2368.66
450000196412079458,46,0,0,0,1,421.96
450000196601317347,42,0,0,0,2,569.05
22000019900818381X,34,0,0,0,3,1264.36
630000200003301348,39,0,0,1,2,1056.75
50000019541029009X,36,0,0,0,2,1693.13
220000197609227962,34,0,0,0,2,1915.87
120000196501023150,46,0,0,1,0,65.08
370000196707068473,34,0,0,2,1,1604.25
320000198108261730,41,0,0,1,3,2296.01
210000199512144113,39,0,0,1,1,319.02000000000004
340000197406284526,44,0,0,1,0,557.11
310000197208310687,40,0,0,1,3,2198.7700000000004
43000019540220101X,42,0,0,0,1,213.53
540000200504076933,39,0,0,0,2,848.32
140000198202135171,42,0,0,0,4,2758.42
430000198203051630,35,0,0,0,0,0
31000019690408456X,34,0,0,0,2,1807.79
110000198603198629,36,0,0,0,1,283.16
500000196706092273,40,0,0,0,2,768.51
640000198211256723,36,0,0,1,3,2189.2200000000003
46000019720826218X,38,0,0,0,3,1476.5
650000196505204155,40,0,0,1,4,1475.72
610000195408259961,39,0,0,1,3,2984.6200000000003
620000195511051511,37,0,0,0,0,0
650000200107175263,37,0,0,0,5,2589.7000000000003
150000195809164495,35,0,0,1,2,1393.23
510000197505293331,20,0,0,0,3,1284.6399999999999
220000198608052878,53,0,0,2,1,1124.53
12000019740827817X,40,0,0,1,1,1146.26
120000197206106732,44,0,0,4,2,2153.64
630000197507255264,45,0,0,2,0,946.1800000000001
650000198606120312,36,0,0,1,0,475.91999999999996
320000198002011987,50,0,0,1,1,1281.65
420000199204220662,36,0,0,0,1,219.64
530000199801238030,33,0,0,0,1,980.54
410000198008302533,39,0,0,0,3,2030.71
640000196802085998,33,0,0,1,3,1675.9399999999998
