Order_ID_JD,Real_Name_User(ID Card),Seller_Information_(ID Card),Product_Information_JD,Product_Amount_JD,Order_Creation_Time_JD,Payment_Time_JD,Shipping_Time_JD,Receiving_Time_JD,Refund_Time_JD,Return_Time_JD,Payment_Amount_JD,Refund_Amount_JD,Platform_Type_JD
e67339c5-1f24-45d5-a12b-4435cb6a88ec,420000199505248298,330000199103075978,电脑办公显示器戴尔P2419H,759.88,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-04-02 09:00:21,2024-04-12 22:10:21,2025-10-19 03:56:27,2026-02-11 19:16:03,759.88,759.88,JD
d677222e-8cca-4ed1-a201-dbf5f07045fd,340000195706277871,54000019550707725X,箱包手提包Kate SpadeKate Spade Margaux,745.02,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-03-11 00:07:32,2025-11-07 07:18:30,9999,9999,745.02,0.0,JD
c3b2d3c0-f7f3-4f82-b0f3-63a34a5dd268,340000196110176716,54000019550707725X,家居家装装修材料多乐士多乐士环保涂料,897.76,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-01-24 18:45:23,2025-12-16 15:42:52,9999,9999,897.76,0.0,JD
f11a947d-7275-4271-bc27-e247250b3cae,620000196903280203,630000195108252323,儿童用品孕妇用品GoodbabyGoodbaby Nursing Pads,495.24,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-08-29 04:02:56,2024-03-22 17:49:24,2025-11-09 23:20:57,2026-08-15 11:59:14,495.24,495.24,JD
e31f1595-ffdb-494e-a371-24b1f502e86a,220000197807281126,230000198907202276,手机智能手机华为P50 Pro,154.46,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-10-29 03:49:01,2024-09-15 13:51:44,9999,9999,154.46,0.0,JD
0e96ab10-228b-47c6-8a50-c930ec76e72a,350000199312079231,54000019550707725X,家电冰箱LGLG Door-in-Door,161.61,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-03-09 12:43:38,2024-01-19 20:15:52,9999,9999,161.61,0.0,JD
c89ee80b-71a8-4f17-953e-4b432a1e6f7c,54000019550707725X,530000197506034773,儿童用品婴儿用品尿布Merries Diapers,909.45,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-09-04 13:03:13,2025-03-06 23:47:37,9999,9999,909.45,0.0,JD
cb11456d-7c86-42be-a969-eee48bd2b6a0,110000198306195640,370000196012251570,女装连衣裙优衣库Uniqlo V-Neck Dress,75.65,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-01-15 10:45:35,2025-03-03 12:14:18,9999,9999,75.65,0.0,JD
1baa3dc4-0e98-43a0-ad8e-94e582a80a4a,620000196903280203,420000195903311792,儿童用品婴儿用品安抚奶嘴MAM Pacifiers,246.83,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-02-29 09:13:19,2024-11-16 21:56:52,9999,9999,246.83,0.0,JD
16d6ad5a-3b62-4845-8a11-97e85bfadcef,54000019550707725X,310000195103225110,食品酒饮饮料雪碧雪碧无糖,609.07,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-09-06 09:18:59,2024-09-06 05:00:10,9999,9999,609.07,0.0,JD
8ffbe2cf-6a01-4b58-abc0-0f3bdf9e723b,500000198008232848,310000195103225110,个护清洁洗发水海飞丝海飞丝柔顺修复,393.36,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-05-15 08:29:54,2024-02-12 21:00:16,2024-09-17 16:08:59,2025-11-11 23:29:02,393.36,393.36,JD
cecb3ccf-12c1-4fff-8f93-4846187f540c,500000198008232848,450000197402288488,美妆护肤彩妆NARSNARS粉底,450.59,2024-08-20 03:49:00,2024-08-20 03:49:00,9999,9999,9999,9999,450.59,0.0,JD
9a16ec00-2eec-43cd-9956-d3ee4d682e47,620000195906244895,230000198907202276,美妆护肤彩妆DiorDior眼影,574.81,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-04-27 04:02:26,2025-07-13 02:02:09,9999,9999,574.81,0.0,JD
215d53e4-279d-41b0-aaf6-c14a7b3ca0fc,620000196903280203,310000195103225110,运动户外户外装备狂野Wildland Tents,707.07,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-07-24 18:11:26,2024-01-06 10:48:40,9999,9999,707.07,0.0,JD
f7c3995e-c8aa-41c8-a988-d1f03dca2d58,110000199604119763,220000197807281126,家居家装家具美克MK Collection Bed,156.9,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-04-28 13:12:29,2025-04-19 11:11:32,9999,9999,156.9,0.0,JD
47160db1-5a5b-4d53-a688-eb3e26e72273,370000196012251570,110000199106014782,医药维生素善存善存片,871.01,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-08-06 03:16:52,2025-03-24 23:28:22,9999,9999,871.01,0.0,JD
b9451c94-f7ae-410c-ba1c-0a4774a91f42,340000195706277871,450000197402288488,文具用品文件夹SmeadSmead Color-Coded,760.22,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-10-16 16:22:11,2024-01-07 09:10:46,9999,9999,212.21,0.0,JD
07ff72a7-276d-499a-b850-31b2f8dbe9bd,650000198704266577,640000199212048023,家居家装装修材料东鹏东鹏墙砖,422.29,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-11-09 10:31:47,2024-10-19 16:20:16,9999,9999,422.29,0.0,JD
82f52977-9777-49cd-940c-170ae05a9153,420000196712031506,110000199106014782,母婴孕妇用品产后护理产后恢复带,624.55,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-10-14 06:01:57,2024-11-18 20:36:12,9999,9999,624.55,0.0,JD
1a8413b3-dbcc-48f3-a06e-220d2c738086,530000197506034773,420000195903311792,箱包背包HerschelHerschel Little America,821.96,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-08-16 11:39:20,2024-05-16 09:20:28,9999,9999,821.96,0.0,JD
414774ee-a009-4d47-8e5d-63487789f424,420000195903311792,310000195103225110,文具用品笔ParkerParker Jotter,65.57,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-05-09 03:26:38,2025-11-05 14:11:46,9999,9999,65.57,0.0,JD
59b9e68b-31e3-49c4-8b8c-50fc08d4d591,340000198501274355,420000199505248298,鞋靴运动鞋安德玛Under Armour Charged,72.11,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-01-21 12:11:17,2024-04-13 05:31:13,2025-04-25 12:10:53,2025-02-05 06:25:14,72.11,72.11,JD
91ef22aa-2f02-4084-9285-02ffd1907714,360000196312107157,340000198501274355,个护清洁牙膏黑人黑人清新薄荷,290.69,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-01-31 12:42:50,2025-01-24 13:16:35,9999,9999,290.69,0.0,JD
417b6734-0322-4190-9386-5fa6b34faab9,110000199604119763,230000198907202276,保健运动健康舒华舒华跑步机,615.72,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-07-21 04:59:29,2024-03-12 23:46:25,9999,9999,615.72,0.0,JD
d71f0c74-b19e-4396-ba6c-13c40a6bd1b5,310000195103225110,62000019660525105X,医药感冒药感冒灵感冒灵胶囊,507.51,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-02-17 11:17:46,2024-07-21 07:03:16,9999,9999,507.51,0.0,JD
bb49ae47-1573-469b-8f0b-09a559f1ff30,360000196312107157,420000195903311792,儿童用品孕妇用品GerberGerber Formula,800.73,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-07-05 15:26:33,2025-05-10 06:15:11,9999,9999,800.73,0.0,JD
deb0e99d-2e5c-4475-81ee-25fea01519d5,530000197506034773,320000199806261839,美妆护肤彩妆Bobbi BrownBobbi Brown粉底液,230.69,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-09-23 01:28:19,2025-04-03 15:56:52,9999,9999,230.69,0.0,JD
dcbb1706-1e9a-4cee-be0d-5c93014cc11b,110000199604119763,340000195706277871,美妆护肤护肤品欧莱雅欧莱雅复颜抗皱,47.62,2024-08-20 03:49:00,2024-08-20 03:49:00,9999,9999,9999,9999,47.62,0.0,JD
291030ee-ab2b-438b-9afb-4f54421468ed,420000196712031506,340000196110176716,家具厨具沙发宜家SÖDERHAMN Modular,741.24,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-03-31 23:26:08,2025-08-05 16:57:18,9999,9999,741.24,0.0,JD
ef773c29-0ceb-477c-9ea9-88afef148984,320000199806261839,420000195903311792,美妆护肤护肤品兰蔻兰蔻青春水,157.78,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-06-26 16:08:37,2024-04-26 01:41:28,9999,9999,157.78,0.0,JD
fc69a07f-7ed1-4b19-82a0-38ec72707106,620000196903280203,310000195103225110,运动户外健身器材飞利浦Philips Juicer,366.4,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-06-23 20:41:29,2025-10-11 03:44:17,2025-05-05 01:55:36,2025-01-09 02:39:55,366.4,366.4,JD
96aaa480-1cb5-44cb-9025-c974dff8012f,620000196903280203,330000199103075978,女装外套MangoMango Biker Jacket,483.08,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-08-04 03:35:27,2025-09-20 20:42:12,9999,9999,483.08,0.0,JD
0e473383-6eb2-4a91-a6c4-33fd42d77eaf,110000198306195640,630000195108252323,家居家装装修材料东鹏东鹏卫浴,403.64,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-10-12 08:03:08,2025-10-30 14:05:23,2026-09-16 23:23:58,2027-10-18 00:08:32,403.64,403.64,JD
27ccee71-cab8-4832-aa5c-1ab0d0c5fccf,62000019660525105X,610000199310275769,医药止咳药止咳糖浆止咳糖浆（复方）,978.83,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-03-05 08:27:50,2024-12-20 16:36:11,9999,9999,978.83,0.0,JD
ab3aec65-ac41-417a-aa6e-168669800dd8,330000199103075978,370000196012251570,家居家装家具全友5025 Recliner,86.17,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-09-09 19:13:17,2025-08-13 14:11:14,9999,9999,86.17,0.0,JD
ecbe80f4-8c2e-4fb3-bc8d-5eea1ebd8f1a,450000197402288488,450000196703256186,箱包行李箱RimowaRimowa Essential Cabin,443.73,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-05-23 05:38:21,2025-06-22 03:22:44,9999,9999,443.73,0.0,JD
3c958c44-be2b-432c-8e61-eda7233b7a5d,220000197807281126,420000196712031506,手机平板电脑苹果iPad Mini 2021,65.53,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-09-29 11:17:27,2025-02-08 16:08:05,9999,9999,65.53,0.0,JD
b660612e-fcd7-4827-81db-a44769944489,54000019550707725X,330000199103075978,钟表珠宝珠宝宝格丽Bvlgari Serpenti,729.95,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-05-18 21:48:46,2024-10-12 20:42:12,9999,9999,729.95,0.0,JD
348f9572-52b6-4621-85da-44bd8b5e8559,320000199806261839,340000195706277871,个护清洁牙膏云南白药云南白药牙膏,70.94,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-10-20 13:57:34,2025-11-05 09:21:19,9999,9999,70.94,0.0,JD
d9285d34-d531-42a8-8deb-9878c0b44b8a,230000198907202276,110000199604119763,女装裤子ZARAZARA Wide-Leg Trousers,491.17,2024-08-20 03:49:00,2024-08-20 03:49:00,9999,9999,9999,9999,491.17,0.0,JD
eeeee6ce-9020-473d-bb26-ec2875bc764a,500000198008232848,420000199505248298,文具用品笔记本Leuchtturm1917Leuchtturm1917 Bullet Journal,189.67,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-01-20 08:00:48,2024-03-31 11:17:27,2024-05-29 19:55:53,2025-03-16 19:33:41,189.67,189.67,JD
c0028393-fe1e-424c-9436-41bf80d80b24,21000019810728250X,110000198306195640,医药感冒药快克快克片,442.89,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-10-16 01:29:13,2024-02-15 00:59:22,9999,9999,442.89,0.0,JD
314c6f3f-ddce-4936-ab20-8aaef8989333,370000196012251570,620000195906244895,美妆护肤护肤品兰蔻兰蔻青春水,212.33,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-10-11 00:29:26,2024-08-07 05:04:01,9999,9999,212.33,0.0,JD
f41fba4b-a80b-4b36-9802-4f8d52fd37f4,230000198907202276,330000199103075978,儿童用品孕妇用品GoodbabyGoodbaby Nursing Pillow,445.55,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-10-09 04:43:30,2024-05-22 12:22:44,2025-12-12 16:13:07,2025-09-26 03:34:08,445.55,445.55,JD
3aa2dbc5-ca04-405f-9c70-78745ef2ec0a,350000199312079231,340000195706277871,手机手机配件耳机AirPods Pro 2,580.97,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-05-06 18:48:21,2025-09-11 09:26:41,9999,9999,580.97,0.0,JD
d50b164a-bfce-4e55-9e9f-17684f0f2094,650000198704266577,500000195111239972,个护清洁沐浴露洁婷洁婷夜用,175.38,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-09-17 13:39:24,2025-01-28 09:48:56,9999,9999,175.38,0.0,JD
91352653-2320-4592-a76d-a423a5a28a86,54000019550707725X,640000199212048023,鞋靴皮鞋万里马Wanlima Leather Shoes,671.87,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-05-11 05:45:35,2025-05-17 21:44:58,9999,9999,671.87,0.0,JD
bba3b68a-bfe9-4d64-bc6a-14a841780d05,110000199604119763,320000199806261839,个护清洁牙膏舒客舒客全效护齿,62.04,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-06-07 14:14:45,2024-11-01 02:12:28,9999,9999,62.04,0.0,JD
929a8f50-0a1b-4b60-a620-8de1777fdee3,360000196312107157,54000019550707725X,保健运动健康博朗博朗电动牙刷,124.34,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-02-06 05:32:47,2024-04-12 18:56:38,9999,9999,124.34,0.0,JD
de075d99-1dc8-48ff-a8c9-f5a19f87928d,360000196312107157,500000195111239972,儿童用品婴儿用品安抚奶嘴Nuk Pacifiers,267.37,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-07-12 06:46:50,2024-06-11 09:16:14,9999,9999,267.37,0.0,JD
46e049df-89dc-4802-b7f3-1f19e9874490,310000195103225110,220000197807281126,儿童用品婴儿用品尿布Huggies Diapers,657.98,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-10-28 05:13:42,2025-05-05 00:15:52,9999,9999,657.98,0.0,JD
2304c37e-d4c8-4678-badd-2bd55648ad77,110000199604119763,450000197402288488,家居家装装修材料东鹏东鹏卫浴,653.78,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-08-14 01:24:02,2025-01-28 22:52:23,2025-12-04 04:36:50,2025-09-10 02:34:57,653.78,653.78,JD
9d30b106-9cd0-4310-907b-d52e70b6271c,360000196312107157,330000199103075978,女装连衣裙H&MH&M Basic Dress,453.63,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-03-02 21:12:36,2024-12-15 20:45:23,2024-05-30 05:36:04,2024-10-30 13:32:49,453.63,453.63,JD
bc418598-ccf2-4f44-beb9-5524ee89c890,420000199505248298,420000195903311792,医药维生素养生堂养生堂维生素B,591.03,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-08-28 23:54:40,2025-09-28 02:20:41,2026-04-19 18:55:39,2027-01-30 18:44:33,591.03,591.03,JD
fa2f9580-8e15-4530-af64-0d221ac14625,360000196312107157,530000197506034773,家电空调三菱电机Mitsubishi Electric VRF,226.24,2024-08-20 03:49:00,2024-08-20 03:49:00,9999,9999,9999,9999,226.24,0.0,JD
6fbefadc-d17f-442a-a441-b9c63b2c986f,310000195103225110,340000195706277871,儿童用品孕妇用品GoodbabyGoodbaby Nursing Pads,143.25,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-06-24 03:34:44,2025-05-01 01:36:48,9999,9999,143.25,0.0,JD
604e0ef4-00a1-468a-8315-9b2b6eac16e1,630000195108252323,110000199604119763,家具厨具微波炉松下NN-GT35HB 30L,788.48,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-05-28 05:40:03,2025-10-26 11:26:29,9999,9999,788.48,0.0,JD
8b381b04-a4ed-4644-a72d-a87f55a98fa4,350000199312079231,230000198907202276,保健营养补充中科院中科院钙片,858.44,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-04-22 02:30:06,2024-03-23 13:19:20,9999,9999,858.44,0.0,JD
813509ca-e63f-4622-bc66-e18705e852fe,340000198501274355,340000195706277871,家电洗衣机海尔Haier Top Load,142.21,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-07-21 02:49:34,2025-01-08 17:35:05,9999,9999,142.21,0.0,JD
8e2d30be-297c-4af0-9ddc-c7009864353a,620000196903280203,54000019550707725X,家电洗衣机三星Samsung FlexWash,805.64,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-12-18 12:27:12,2024-03-16 02:44:04,9999,9999,805.64,0.0,JD
23d19ffe-f7e2-4c0f-a72a-306d64de998c,110000198306195640,450000197402288488,箱包行李箱RimowaRimowa Classic Check-In L,623.51,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-05-31 08:16:57,2024-07-13 21:12:10,9999,9999,623.51,0.0,JD
531638b4-2cf2-43f7-9504-af650226ae06,220000197807281126,630000195108252323,箱包行李箱SamsoniteSamsonite Omni PC,214.81,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-09-09 13:47:34,2025-07-25 16:51:23,9999,9999,214.81,0.0,JD
5073ffd0-4c49-48ba-90d9-111d0259d515,220000197807281126,620000196903280203,女装外套优衣库Uniqlo Parka,604.01,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-03-26 03:57:09,2025-04-23 18:34:51,9999,9999,120.12,0.0,JD
edace6dd-80c3-4f8e-95fe-ad7eaa404573,630000195108252323,350000199312079231,手机智能手机苹果iPhone 14,83.74,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-02-18 16:38:22,2025-06-19 20:00:19,9999,9999,83.74,0.0,JD
1e1bbd75-0cec-4254-9fe5-3dc2fe40634e,620000195906244895,340000195706277871,鞋靴运动鞋New BalanceNew Balance 990v5,559.87,2024-08-20 03:49:00,2024-08-20 03:49:00,9999,9999,9999,9999,559.87,0.0,JD
fd019584-0791-44a3-90b0-3dfd127e85b9,330000199103075978,620000195906244895,母婴婴儿用品沐浴露婴儿洗发水,810.65,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-05-18 10:49:10,2024-11-12 20:59:10,2025-11-25 11:30:28,2025-11-10 02:10:29,810.65,810.65,JD
e7ae87b7-a669-45a5-9308-9241a0890e93,500000195111239972,650000198704266577,箱包背包HerschelHerschel Retreat,34.15,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-02-09 13:51:57,2025-03-21 18:24:12,9999,9999,34.15,0.0,JD
678040f3-208f-4636-b7c4-2ba309ffe326,420000195903311792,650000198704266577,保健营养补充菲利普菲利普钙镁片,329.95,2024-08-20 03:49:00,2024-08-20 03:49:00,9999,9999,9999,9999,329.95,0.0,JD
74454256-b391-4568-b4e7-01d43528b0e4,500000195111239972,340000196110176716,母婴婴儿用品好孩子好孩子婴儿推车,688.25,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-02-23 01:26:26,2024-02-29 22:17:58,2025-02-02 05:33:46,2025-06-21 23:37:25,688.25,688.25,JD
78d37ebc-a69a-4fbc-85ef-cc0230c4dfd7,350000199312079231,21000019810728250X,保健营养补充汤臣倍健汤臣倍健维生素C,926.73,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-02-12 01:19:27,2024-08-27 15:09:52,9999,9999,926.73,0.0,JD
bf60a83b-2bdd-4963-af50-e8ed3e279e71,450000196703256186,500000198008232848,食品酒饮酒类剑南春剑南春白酒,469.45,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-06-21 08:02:08,2025-07-26 10:26:51,9999,9999,469.45,0.0,JD
604bddbc-4107-499c-8abc-516eeea04f74,220000197807281126,620000196903280203,儿童用品婴儿用品安抚奶嘴Philips Avent Pacifiers,696.89,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-02-29 21:47:27,2025-01-21 10:35:29,9999,9999,696.89,0.0,JD
bbb8c42d-ce5e-4fc4-9c99-1f9bf2e35a30,62000019660525105X,420000195903311792,女装裤子ZARAZARA Skinny Jeans,497.63,2024-08-20 03:49:00,2024-08-20 03:49:00,9999,9999,9999,9999,497.63,0.0,JD
384486ba-deb1-46ff-863f-ace64483c4fd,330000199103075978,230000198907202276,家居家装家居用品曲美曲美床上用品,283.9,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-10-18 04:23:45,2024-07-02 02:46:09,2025-11-20 05:22:42,2026-07-22 01:30:25,283.9,283.9,JD
c5b247d4-6d06-45ef-a5f0-b96599f6d718,650000198704266577,340000195706277871,保健营养补充菲利普菲利普钙镁片,509.04,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-01-10 17:13:07,2024-05-21 23:08:44,9999,9999,509.04,0.0,JD
fa3cfefe-89e9-4594-988a-0d0e283f7083,220000197807281126,420000195903311792,保健营养补充健安喜健安喜多种维生素,842.47,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-08-25 17:08:26,2025-11-18 04:13:42,9999,9999,842.47,0.0,JD
d1216e63-c52f-47d7-a977-996922e0b5ef,340000195706277871,310000195103225110,医药止咳药百日咳疫苗百日咳疫苗（成人）,327.33,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-02-23 03:05:54,2025-07-28 11:20:06,9999,9999,327.33,0.0,JD
77f35935-35bf-4ddf-93f2-81a117cecfa3,230000198907202276,54000019550707725X,箱包背包TargusTargus CitySmart,858.54,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-09-26 08:59:08,2024-03-13 05:27:20,9999,9999,858.54,0.0,JD
29352756-0f96-4f01-ae03-fd0ed6ff12be,450000197402288488,54000019550707725X,鞋靴皮鞋乔丹Jordan Loafers,967.5,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-04-17 01:37:14,2025-01-28 14:42:59,9999,9999,967.5,0.0,JD
5270517c-66d6-47e1-ba65-8da6b329ecf2,370000196012251570,110000199604119763,个护清洁牙膏高露洁高露洁抗敏感,44.68,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-11-26 00:41:31,2024-03-11 21:05:00,9999,9999,44.68,0.0,JD
70c0cc12-4e59-42a5-853d-71a73c5f16c8,610000199310275769,500000198008232848,美妆护肤彩妆DiorDior眼影,422.54,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-11-07 11:20:48,2025-08-20 10:50:06,9999,9999,196.47,0.0,JD
0b989dd9-793d-42b6-a561-f2c17fc5da5c,620000195906244895,420000199505248298,儿童用品孕妇用品妈咪宝贝MamyPoko Night Pants,938.33,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-05-08 21:13:35,2025-09-06 18:24:13,9999,9999,938.33,0.0,JD
3aea9961-6b20-41bd-be93-a09c134b5a2a,370000196012251570,360000196312107157,"手机平板电脑三星Galaxy Tab A8 10.5""",262.53,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-06-17 02:11:39,2025-01-18 01:28:56,9999,9999,262.53,0.0,JD
01fa92af-d142-47aa-b0da-02376e1cd93b,110000198306195640,500000198008232848,保健运动健康舒华舒华跑步机,282.65,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-06-20 09:00:16,2025-02-16 13:02:09,9999,9999,70.51,0.0,JD
a6c5ba0d-f0b5-4509-a9b5-1c568d1b815e,310000195103225110,640000199212048023,个护清洁洗发水海飞丝海飞丝柔顺修复,57.82,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-11-10 19:58:51,2025-02-28 09:00:17,9999,9999,57.82,0.0,JD
a225fa0c-95a0-45d7-b843-c80ab1352ede,350000199312079231,450000196703256186,母婴婴儿用品贝亲贝亲奶瓶,681.05,2024-08-20 03:49:00,2024-08-20 03:49:00,2024-04-01 03:10:30,2025-06-01 20:23:36,9999,9999,681.05,0.0,JD
3acbaaf1-0acf-432b-aff7-35c082846b73,630000195108252323,640000199212048023,女装外套Forever 21Forever 21 Faux Fur Coat,820.1,2024-08-20 03:49:00,2024-08-20 03:49:00,9999,9999,9999,9999,820.1,0.0,JD
6cf6f59b-07b5-49fa-a435-3498875afe9e,62000019660525105X,420000196712031506,运动户外健身器材飞利浦Philips Airfryer,514.94,2024-08-20 03:49:00,2024-08-20 03:49:00,2025-01-25 17:24:25,2025-11-18 01:55:07,9999,9999,514.94,0.0,JD
01fecb1a-9792-4e74-9e5e-8a345f4ba776,360000196312107157,110000199106014782,女装外套MangoMango Biker Jacket,573.24,2024-08-20 03:49:00,2024-08-20 03:49:00,9999,9999,9999,9999,573.24,0.0,JD
