ID,Total_Count,Refund_Only_Count,Rental_Not_Returned_Count,Partial_Payment_After_Receipt_Count,Payment_Without_Delivery_Count,Amount_of_Loss,level
340000200011082086,38,0,0,0,8,2931.380000000001,4
460000199408193309,47,0,0,2,3,1676.18,4
46000019670326863X,39,0,0,1,9,4411.55,5
220000197308186802,30,0,0,3,6,5186.280000000001,5
510000200309234718,28,0,0,1,5,3047.4,3
130000199402106079,30,0,0,4,4,4162.9,4
370000196004027472,43,0,0,1,6,3918.84,4
410000198610276139,46,0,0,6,8,6590.73,5
370000199608128024,43,0,0,1,4,2826.81,4
420000200203173919,30,0,0,0,3,2277.48,4
460000195904102519,29,0,0,0,4,1757.9,3
120000199802106041,48,0,0,3,6,3149.67,4
420000197804030759,31,0,0,0,2,696.4300000000001,4
530000195203263502,37,0,0,1,4,1305.44,3
430000199908012484,43,0,0,0,7,3150.69,3
500000195011206890,41,0,0,1,5,3149.5,4
620000199008207679,28,0,0,1,2,1832.03,4
410000200110256385,34,0,0,1,3,3413.84,3
230000197812283961,36,0,0,0,2,426.78,3
440000200412032606,39,0,0,1,4,3059.71,4
120000195805279222,45,0,0,1,3,1783.1799999999998,4
630000199804024955,31,0,0,2,4,2821.0800000000004,4
510000197209074564,39,0,0,2,3,3143.09,3
340000197709047827,35,0,0,0,3,2148.99,4
350000199412266923,34,0,0,0,5,2228.9300000000003,4
320000199807185882,34,0,0,1,6,4613.459999999999,4
220000195004168737,25,0,0,1,1,744.76,4
350000196008194936,25,0,0,1,6,3753.79,5
130000197906064782,42,0,0,0,1,395.21,3
360000200610200818,39,0,0,1,3,1856.0,4
630000197701215012,38,0,0,2,3,2409.25,4
460000199909267601,39,0,0,1,4,2778.21,3
230000200605278128,30,0,0,2,7,3449.71,5
620000197806098279,28,0,0,2,6,4660.340000000001,5
33000019740628409X,33,0,0,0,2,1313.71,4
540000199010203335,36,0,0,1,2,1545.28,3
450000198304206535,46,0,0,1,8,2507.9100000000003,4
43000019621206897X,42,0,0,1,5,2369.84,4
430000196409033623,36,0,0,2,5,2421.89,3
420000199806096857,34,0,0,2,3,2193.07,3
63000019540712265X,43,0,0,0,4,1563.51,4
140000198611163771,40,0,0,1,5,3173.1,4
120000198212301651,39,0,0,4,2,3044.96,3
540000198005022148,32,0,0,0,6,2534.2200000000003,4
350000199206181582,41,0,0,2,9,4634.31,5
120000199908055705,36,0,0,2,3,2683.26,4
630000196405174530,41,0,0,1,7,3128.3499999999995,3
520000200003107208,28,0,0,0,4,1516.38,4
110000196906144362,43,0,0,2,5,4125.900000000001,4
130000200105087911,36,0,0,1,1,1763.12,3
520000200204108856,38,0,0,0,1,606.75,4
420000196709023601,51,0,0,3,2,2705.88,4
220000196712217354,32,0,0,2,4,2715.3,4
370000199302170158,34,0,0,1,4,2089.86,3
530000196308217531,27,0,0,2,3,1739.8100000000002,4
410000198008302533,36,0,0,1,1,1298.71,4
510000199405306448,43,0,0,1,7,2593.14,3
410000198004270765,42,0,0,1,6,4216.86,3
350000196205153412,52,0,0,1,9,4869.39,4
230000199506234597,49,0,0,1,4,2795.7699999999995,3
230000197808270252,43,0,0,2,9,5367.74,5
320000195605231061,41,0,0,2,7,4181.47,3
340000195407290427,35,0,0,1,6,3946.5899999999992,4
360000197009099750,32,0,0,0,4,2316.28,3
650000197103167202,43,0,0,1,7,3296.61,4
510000195502241772,42,0,0,0,3,1294.11,3
430000200407147853,30,0,0,3,1,1763.86,4
41000019980224059X,49,0,0,3,6,3546.21,3
610000196611065446,35,0,0,1,3,2152.59,3
500000195710203082,41,0,0,1,7,5047.099999999999,3
520000196408216315,42,0,0,2,5,4447.02,4
320000199101151357,33,0,0,0,4,1734.81,4
630000197804038143,29,0,0,0,3,1839.18,3
620000197001106876,40,0,0,2,3,2347.34,3
460000197204206586,42,0,0,1,5,2613.18,3
34000019801211246X,32,0,0,0,5,1557.52,4
120000199112251639,31,0,0,2,1,1489.95,4
210000198807135500,36,0,0,1,3,1961.9700000000005,4
43000019520801371X,38,0,0,1,5,3282.87,4
230000196909026019,43,0,0,2,5,4087.36,3
130000197507305155,31,0,0,2,5,3340.51,4
15000020000719176X,41,0,0,0,3,1603.09,3
12000020010903089X,32,0,0,1,3,1665.44,4
150000195611066638,44,0,0,6,3,4095.08,3
370000199909221249,38,0,0,0,6,2853.67,3
210000196508275811,42,0,0,4,3,3366.4700000000003,3
31000019640113676X,40,0,0,1,7,3125.3,3
450000199405203610,39,0,0,1,2,1196.16,4
630000197604297837,35,0,0,2,5,3040.66,3
460000195608016915,28,0,0,1,4,3003.0,4
540000198405251425,34,0,0,0,6,2635.28,4
440000200605046713,34,0,0,3,5,3849.28,4
44000019920825939X,24,0,0,1,2,1655.08,3
520000199901267259,32,0,0,1,8,2999.1200000000003,4
310000196509117384,38,0,0,1,3,2154.2200000000003,4
630000195110309368,47,0,0,0,10,3958.750000000001,4
620000198510012370,31,0,0,1,2,1425.2400000000002,3
230000200203115799,32,0,0,2,6,4352.74,4
620000199707241227,32,0,0,3,2,1567.04,4
150000195711094791,45,0,0,1,2,748.6,4
210000199201020690,44,0,0,4,5,3601.98,3
120000199503266942,36,0,0,0,3,1023.29,3
210000196707100459,35,0,0,3,2,2315.05,4
510000197909259877,46,0,0,2,5,3248.55,3
540000196311182132,39,0,0,2,3,2923.38,4
110000199609078905,32,0,0,1,5,2948.17,3
440000196804063584,34,0,0,1,4,1430.97,3
350000196202106071,42,0,0,4,4,4635.320000000001,4
530000198101046033,27,0,0,0,2,952.45,3
130000199402065430,39,0,0,1,5,3086.49,3
440000198603137224,45,0,0,0,5,3257.69,3
350000196206224841,31,0,0,0,3,1724.63,3
120000196207030624,40,0,0,3,8,6205.32,5
440000200505234987,43,0,0,2,3,2068.94,4
130000199512207997,31,0,0,0,6,3740.74,4
520000200008179892,41,0,0,1,7,4154.4,3
430000198611153628,46,0,0,2,6,4150.4,3
530000195512124004,46,0,0,3,1,1739.2400000000002,3
450000199706134890,32,0,0,2,4,3640.67,4
150000199110112251,47,0,0,1,5,2804.63,4
140000200210266497,45,0,0,3,3,3634.13,4
640000195011160264,30,0,0,2,9,6169.35,5
530000197111099206,31,0,0,1,2,727.42,3
370000199509080344,38,0,0,1,4,2560.86,4
440000198111298208,38,0,0,1,4,2652.9700000000003,4
610000195912157681,30,0,0,1,2,1687.5,3
11000020020926363X,37,0,0,2,3,2254.77,4
420000200204065952,40,0,0,1,8,4571.22,3
230000195509064388,31,0,0,1,3,2135.36,4
430000197605031582,35,0,0,1,4,1605.6,4
460000200407047778,41,0,0,0,4,2187.07,4
120000196312203451,43,0,0,3,5,3545.51,3
65000019760428305X,39,0,0,3,3,3611.480000000001,3
500000196305223770,35,0,0,2,2,1954.65,4
410000199904116290,34,0,0,0,9,4412.530000000001,5
150000200011179843,39,0,0,0,8,5263.160000000001,4
530000198711114793,34,0,0,3,3,2688.04,4
22000019870421155X,39,0,0,3,1,2403.04,3
650000197604131670,31,0,0,0,2,687.65,4
230000196302183448,38,0,0,0,5,3038.55,3
440000196611241057,44,0,0,1,2,1628.47,4
350000200504094191,43,0,0,0,4,794.11,3
340000197507074835,29,0,0,1,0,447.9599999999999,4
520000200509229632,37,0,0,0,4,2864.0,4
630000199005259942,37,0,0,1,4,1255.81,4
220000199408220309,32,0,0,1,4,2135.17,3
620000199806079245,42,0,0,0,5,1261.0600000000002,4
540000196007161484,33,0,0,3,4,2986.76,4
330000199811240348,31,0,0,2,3,2454.2699999999995,4
650000197404214973,41,0,0,2,5,3445.48,4
360000199706066128,25,0,0,4,1,2234.54,3
340000198505231395,36,0,0,3,7,3655.1,5
540000196505238165,45,0,0,4,4,3056.6800000000003,4
230000199604219294,37,0,0,1,4,2595.5,4
640000200604201205,40,0,0,0,3,2178.61,4
110000199712157740,27,0,0,1,2,1532.5300000000002,3
130000196610193636,35,0,0,2,5,2716.03,4
360000200312103104,38,0,0,0,5,1790.91,4
110000199109222034,31,0,0,2,5,4061.67,4
620000198905230014,39,0,0,1,2,1488.7,3
640000197010125589,39,0,0,1,7,3597.44,4
210000198106017712,41,0,0,0,6,4300.24,4
110000195910312459,30,0,0,2,4,2946.890000000001,4
510000200203193890,45,0,0,0,6,2659.51,4
650000199010197209,40,0,0,2,5,3185.09,4
510000195002119631,36,0,0,0,4,1370.59,4
520000198211096689,32,0,0,3,4,3593.5300000000007,4
630000198405032638,33,0,0,1,2,511.94999999999993,4
42000019810407048X,39,0,0,1,5,3348.38,4
110000195712033643,42,0,0,3,1,2319.13,3
150000195508254403,32,0,0,2,5,3243.65,4
620000195711013704,52,0,0,2,10,6380.2,5
230000199709199912,50,0,0,2,6,3536.23,3
650000196106011129,34,0,0,1,3,2052.57,4
450000196504141888,55,0,0,3,8,5590.15,4
64000019560730031X,37,0,0,1,2,1507.7400000000002,4
110000199309132842,41,0,0,4,4,3714.05,4
610000196005057999,34,0,0,4,6,4678.07,5
110000196203099374,33,0,0,2,3,1916.6,3
310000197512114293,27,0,0,0,3,1447.52,3
140000197306205002,38,0,0,2,3,2729.17,4
630000200111038348,43,0,0,1,5,3348.87,4
34000019650202296X,33,0,0,1,5,2771.92,4
430000200105116760,33,0,0,0,4,2442.0600000000004,3
450000195610034379,32,0,0,4,2,2782.91,4
410000198510307196,37,0,0,2,4,2222.25,4
310000195306297974,37,0,0,1,6,3803.23,4
140000199206306737,37,0,0,0,6,2731.94,3
450000197402059300,41,0,0,0,7,4313.57,3
620000200211110077,37,0,0,0,7,3804.28,4
320000197310259103,35,0,0,1,1,840.86,4
220000199804066008,31,0,0,1,1,393.59,3
420000196306306391,38,0,0,0,3,1339.59,3
620000200604094506,32,0,0,2,4,1982.12,3
450000195602043996,42,0,0,2,5,3147.09,4
620000199504201313,37,0,0,2,4,3328.33,3
320000199512228603,40,0,0,4,2,2181.12,3
540000197711240463,43,0,0,4,5,4687.1900000000005,3
420000196108169672,38,0,0,2,4,2786.6200000000003,3
230000200606281644,38,0,0,2,3,2155.7000000000003,3
410000197305153584,26,0,0,1,4,2088.78,4
220000200011227540,38,0,0,1,4,1939.92,3
510000199804066955,40,0,0,2,7,3831.4900000000007,4
410000199008086855,45,0,0,1,7,3876.05,4
130000200504103165,34,0,0,1,5,3272.19,3
360000196905302468,36,0,0,0,4,1337.24,4
350000196008218408,49,0,0,1,9,4318.63,4
53000019620705776X,29,0,0,3,4,4113.31,4
120000196712202132,39,0,0,2,4,2317.1400000000003,4
41000019711112307X,35,0,0,1,2,1911.27,3
230000197005268300,31,0,0,2,4,3030.33,4
220000200003236295,23,0,0,1,4,1818.87,3
640000200303084842,40,0,0,3,6,5353.6,3
630000198311015618,37,0,0,0,5,1853.57,4
120000199711101886,40,0,0,1,2,1676.66,4
410000197604073197,32,0,0,1,4,1768.11,3
350000200002259865,31,0,0,0,2,920.58,3
310000198510248532,29,0,0,0,3,849.5699999999999,3
540000200501090641,36,0,0,1,4,2040.35,3
420000197411246575,36,0,0,3,1,1226.3199999999997,4
140000198008140284,29,0,0,1,4,2863.28,4
650000199503252704,43,0,0,1,5,1904.6900000000005,4
650000195310223749,32,0,0,0,1,211.34,3
410000199111069463,43,0,0,1,6,3020.63,4
22000019631108620X,28,0,0,0,2,1491.54,4
13000019840609754X,36,0,0,2,1,1417.08,3
540000195102022832,39,0,0,3,4,1872.28,3
640000197306156202,31,0,0,0,6,3867.11,4
320000197903317751,34,0,0,1,1,1372.61,4
650000196208017775,37,0,0,2,1,1213.38,3
540000196505247029,36,0,0,0,4,1500.8000000000002,4
370000196101020141,35,0,0,2,3,2476.11,4
420000195110253625,32,0,0,1,2,1318.21,4
430000200011197002,31,0,0,0,0,0.0,1
360000197208151750,40,0,0,1,8,3194.16,4
510000197301160393,39,0,0,1,5,3239.23,3
120000200611234740,40,0,0,3,4,2922.73,4
520000195909301695,34,0,0,2,2,1628.3300000000002,3
340000196701112247,38,0,0,1,1,1265.55,3
510000195309291444,38,0,0,2,4,2668.25,4
370000196202049349,32,0,0,1,5,2531.53,3
610000195103284656,38,0,0,1,3,2226.75,3
330000196704063127,33,0,0,0,5,2501.87,3
370000197003233463,38,0,0,2,4,2877.73,3
130000198311160075,43,0,0,2,2,1907.52,4
120000200006106281,39,0,0,2,7,4684.27,4
340000198210073350,33,0,0,0,3,1797.08,3
62000019940424843X,32,0,0,2,5,3673.6,4
120000195205091111,36,0,0,1,4,2630.98,3
64000019821205367X,33,0,0,0,5,2959.93,4
510000199811230194,45,0,0,2,2,1581.33,3
310000195301117137,38,0,0,0,4,1783.48,4
130000196411244429,36,0,0,1,2,2039.1,4
420000195809019971,37,0,0,1,2,2195.42,3
630000196201245835,40,0,0,3,5,4095.49,4
330000196605199408,36,0,0,1,6,3070.88,4
440000195112285624,36,0,0,2,3,2463.55,4
460000195812070783,44,0,0,1,3,1228.36,3
630000195210119297,47,0,0,1,4,1631.38,3
540000195407071280,36,0,0,2,3,1709.73,3
420000198906299112,36,0,0,2,6,3945.27,3
360000200102086561,29,0,0,0,4,1454.78,3
510000196506142397,45,0,0,0,5,2398.76,3
540000195210092774,34,0,0,2,5,4165.23,3
350000196510018989,36,0,0,1,3,2116.32,4
540000197105147816,36,0,0,4,4,3399.08,3
540000200308048716,35,0,0,2,6,3661.13,4
620000197401191125,32,0,0,0,2,251.59,3
420000197407211628,31,0,0,0,3,1503.61,4
500000200210031089,27,0,0,1,0,802.1,4
340000198805248682,38,0,0,1,4,3333.04,3
130000197707058080,47,0,0,2,6,3654.57,4
50000019780703785X,30,0,0,3,3,3363.67,3
510000197706049394,37,0,0,2,3,2251.17,4
360000198408100944,45,0,0,2,2,2966.89,4
210000196705028457,21,0,0,2,4,3068.94,3
120000196508185099,38,0,0,2,4,1799.98,3
150000195310223636,29,0,0,1,5,3235.11,4
420000196504194036,35,0,0,1,6,4139.8,4
370000200608145006,39,0,0,1,7,4099.06,4
530000196703245241,47,0,0,1,9,4514.69,4
460000200404211720,32,0,0,0,3,1620.96,4
120000196709078919,32,0,0,4,2,3205.46,3
340000199108178679,32,0,0,1,4,1541.1799999999998,3
130000198801226807,30,0,0,1,0,455.98,4
110000197406050137,38,0,0,1,13,7749.31,5
650000195403183619,33,0,0,4,3,1561.96,4
150000195711080074,45,0,0,0,5,2828.93,4
520000195705188184,35,0,0,0,5,3657.83,3
510000195301212668,33,0,0,0,5,4000.14,4
610000196712074560,53,0,0,1,6,3321.1000000000004,4
420000196201299738,38,0,0,0,6,2150.71,3
35000019660916023X,25,0,0,2,2,966.42,4
210000199301053000,47,0,0,1,0,422.42,4
130000195708310744,31,0,0,3,6,5002.83,5
320000195308110693,40,0,0,2,3,1776.08,4
50000019650208559X,45,0,0,0,2,883.98,4
140000195503249347,28,0,0,1,3,1616.17,4
520000195403285755,30,0,0,2,4,3265.95,4
350000198202019591,34,0,0,2,5,3886.33,4
330000195003168706,36,0,0,0,7,3130.0800000000004,3
510000195202218036,37,0,0,0,6,2805.24,3
110000196310185374,36,0,0,1,4,2423.93,4
360000199003188903,47,0,0,0,6,3632.22,4
120000195103285716,46,0,0,4,5,3446.98,3
440000195504183168,45,0,0,3,6,3167.01,4
370000199208179607,32,0,0,1,5,2258.86,3
350000198703049414,27,0,0,0,1,204.74,4
120000199201032622,30,0,0,2,3,2932.4100000000003,3
500000196601058482,37,0,0,1,6,1740.19,3
610000196805234201,40,0,0,1,2,1838.09,4
650000195610110586,27,0,0,1,5,2828.15,3
610000198007049297,37,0,0,1,3,1318.46,3
110000197002231951,21,0,0,0,2,332.02,4
540000195105232173,39,0,0,4,4,4513.8,4
330000196310108425,34,0,0,1,3,1588.53,4
230000196703210240,42,0,0,1,7,3639.61,4
210000197206011073,35,0,0,1,1,1361.05,3
530000199204140385,34,0,0,0,5,1585.5,3
540000195906191770,33,0,0,1,5,2567.17,3
120000200507281061,26,0,0,1,1,963.24,3
510000195005131804,41,0,0,0,7,1841.09,4
150000195712232818,43,0,0,0,2,1345.61,3
410000200404264815,37,0,0,0,6,3769.06,3
540000199502044772,29,0,0,2,2,2393.08,4
420000197612105824,46,0,0,1,10,6018.139999999999,5
110000199311089038,34,0,0,4,2,3504.08,4
320000199601074992,41,0,0,3,5,3130.91,3
440000195105250546,40,0,0,0,2,919.13,3
410000199607316712,43,0,0,1,1,891.8,3
650000197402202880,50,0,0,2,7,3426.71,4
360000200206250258,49,0,0,2,9,5221.4,4
620000196605161476,38,0,0,3,6,4674.24,4
110000199509107799,38,0,0,0,4,2514.33,3
640000200407132060,25,0,0,2,5,2839.79,4
410000195708259819,37,0,0,1,3,1791.9299999999998,3
210000198206085632,43,0,0,1,6,3673.48,4
120000196402217953,28,0,0,2,3,3098.78,4
120000199904223820,40,0,0,0,6,2589.92,3
140000199904261222,38,0,0,1,5,3509.91,3
110000197706068590,31,0,0,1,6,3976.03,3
610000198602087474,31,0,0,1,5,2136.17,3
420000197612224233,36,0,0,1,3,1587.1999999999998,4
21000020061119121X,35,0,0,0,4,1155.5,4
370000196407220074,36,0,0,2,6,3323.2400000000007,4
500000196604284522,37,0,0,3,3,3864.67,3
370000196906071253,41,0,0,3,3,2370.16,4
440000195905186829,41,0,0,1,2,964.95,4
440000196703157389,33,0,0,1,2,1226.66,3
540000196509062160,39,0,0,2,4,1008.19,4
620000197101204772,34,0,0,2,2,2307.01,3
220000195305208923,32,0,0,1,5,3392.9500000000007,3
230000196705273608,39,0,0,0,4,2624.75,4
61000019930322949X,39,0,0,3,5,3741.5,3
220000196401116417,47,0,0,4,2,2181.3500000000004,4
450000198504231946,43,0,0,0,3,1492.58,3
650000200201209933,35,0,0,3,6,4581.63,4
34000020000414586X,35,0,0,2,3,1858.94,4
65000019630713415X,42,0,0,2,0,1184.58,3
420000195303163482,39,0,0,1,5,3445.49,4
610000196203304591,28,0,0,1,2,1660.22,4
450000198012094500,41,0,0,3,8,3649.97,3
410000197206167083,44,0,0,1,6,3761.91,3
330000200208076243,40,0,0,3,5,4084.2400000000007,4
430000199704270158,37,0,0,0,6,2586.29,4
150000196307188993,25,0,0,2,2,1612.88,3
540000198010158496,28,0,0,0,3,1191.08,4
430000197412281817,39,0,0,0,5,2223.14,4
140000197004019415,31,0,0,0,5,2601.85,3
230000195604076336,35,0,0,1,5,2864.59,4
53000019831112487X,46,0,0,1,4,2010.61,4
500000195308037979,36,0,0,2,5,2978.15,4
110000198910119943,29,0,0,2,4,2355.66,3
310000200401109920,33,0,0,2,2,1977.51,4
620000195801234631,42,0,0,1,3,1672.46,3
430000197311254107,31,0,0,0,6,1875.23,4
320000195301298523,46,0,0,2,6,3738.53,4
500000199104037561,32,0,0,0,1,354.75,3
350000199104279909,35,0,0,0,4,2234.9700000000003,3
630000197005289333,31,0,0,0,5,2881.14,3
500000197105211278,29,0,0,0,4,2895.36,3
500000198907236316,31,0,0,2,2,1543.81,4
410000197610177080,39,0,0,2,3,2845.52,4
410000200311171396,38,0,0,0,8,4732.85,4
340000198708299445,29,0,0,3,2,2609.81,3
610000195303176115,38,0,0,3,8,5024.44,5
650000195808102741,45,0,0,1,6,4206.27,4
150000200101147503,39,0,0,0,7,3685.06,3
520000195007252513,45,0,0,2,5,3362.8700000000003,4
340000198711101348,36,0,0,1,4,1471.5199999999998,4
320000195312087852,43,0,0,2,4,3804.76,3
610000196004277789,36,0,0,0,3,1520.48,4
640000198809256066,30,0,0,1,4,2276.3900000000003,4
520000199104203746,38,0,0,1,4,2081.07,4
450000200011163711,38,0,0,3,4,4169.129999999999,4
650000199611192534,44,0,0,0,7,3600.44,3
130000195703044272,37,0,0,1,0,63.36,4
430000199308272346,49,0,0,1,3,1506.3200000000002,4
51000019921212308X,52,0,0,2,4,2927.15,3
510000196606175006,37,0,0,2,5,1922.64,4
36000020041208190X,44,0,0,3,7,5059.5,4
640000195003083449,35,0,0,2,3,3066.5600000000004,4
230000195111109363,52,0,0,2,7,5455.4,4
440000196801306130,46,0,0,0,6,2911.95,4
360000195605188822,30,0,0,2,1,1253.88,3
610000196007301991,32,0,0,3,3,2885.69,4
540000199107118946,41,0,0,0,6,3844.43,4
420000199204220662,28,0,0,2,5,4373.74,3
360000198404223533,34,0,0,3,2,2472.6800000000003,3
430000195207258520,26,0,0,0,2,767.9300000000001,4
440000200110235301,37,0,0,2,5,3372.59,4
360000197105136785,36,0,0,2,3,1599.09,3
21000019920404740X,35,0,0,1,5,2222.89,4
630000198504093209,35,0,0,3,5,2176.54,4
43000019631230997X,37,0,0,1,8,2830.79,4
500000199004107884,51,0,0,3,10,4441.099999999999,5
130000195408183608,39,0,0,3,2,1676.16,3
500000195709043384,33,0,0,2,5,3067.72,3
320000200610097059,42,0,0,2,4,2835.16,4
530000196105312950,45,0,0,1,10,7463.960000000001,5
370000200507279988,53,0,0,2,5,1512.09,3
150000199502196175,22,0,0,4,1,2155.58,3
220000198910150372,42,0,0,1,2,1454.6,4
640000196006226008,39,0,0,2,4,2589.77,3
630000198407217740,37,0,0,0,3,588.4,4
430000199301107751,36,0,0,1,3,2002.28,4
46000020000131205X,31,0,0,3,4,3407.01,3
15000019790531080X,31,0,0,2,0,1452.91,4
640000195701149441,39,0,0,3,2,2993.76,4
330000199405231673,32,0,0,1,3,2174.87,3
540000200410318356,48,0,0,3,5,3142.74,4
360000198709202581,39,0,0,0,6,2722.24,4
370000196108141720,22,0,0,1,3,1608.09,4
21000019830502160X,42,0,0,1,3,2528.81,4
220000198904084823,38,0,0,4,5,3558.46,4
120000199601261459,39,0,0,1,4,2261.7700000000004,3
410000199906150193,32,0,0,1,3,1920.0,4
140000196704064423,31,0,0,0,1,580.46,3
430000196402082772,44,0,0,0,5,2199.62,3
150000200611288744,44,0,0,2,4,2057.37,4
15000020020619674X,44,0,0,1,8,4538.25,4
540000195210182112,34,0,0,1,8,4570.09,5
340000200609265741,40,0,0,0,5,1425.59,4
630000200604262137,37,0,0,1,5,3372.4300000000003,4
340000198404147696,28,0,0,1,1,1399.44,4
41000019880811002X,28,0,0,1,3,2049.84,4
630000199807254609,30,0,0,0,1,123.72,4
110000198603198629,31,0,0,2,1,1524.54,4
