ID,Credit_Score
350000198404066812,20.82
610000200607236053,32.13
440000199207087936,37.99
140000198203095917,32.21
440000196102211642,37.27
330000198609011184,45.93
620000198701245038,36.41
340000195903131265,34.11
140000198410203765,38.45
410000196405043580,39.62
510000199207263803,31.77
610000197702116290,3.83
150000200210319714,22.46
44000019900405662X,31.81
120000200108014935,26.16
440000196403209896,36.01
370000200206282331,20.01
610000199711205753,36.11
120000199611153267,22.22
22000019870421155X,25.37
420000195502285386,30.5
540000198603110244,58.37
500000195302214137,32.19
360000200105071744,31.62
140000200207258752,27.76
210000199707092544,30.68
410000195503082300,20.2
110000197205074394,56.62
370000195311277346,15.08
610000196007301991,26.73
450000197906047100,23.76
420000198312115558,39.19
44000019531017065X,20.48
110000199207282911,39.49
220000199112290033,37.58
36000019911023563X,25.06
640000195807028162,32.98
210000196003270222,28.71
370000198111039638,30.1
500000199609249535,17.56
640000196703295893,35.06
340000199808290004,39.94
130000199602201580,22.59
120000198503256934,32.1
520000200008179892,1.92
540000197311195106,25.08
330000198306183798,51.9
37000019560330975X,29.64
23000019861223203X,23.43
440000200607074128,8.13
620000197806211358,23.48
370000198109202344,23.57
520000196109101024,31.42
500000199907013571,31.79
620000198301306225,43.55
630000198808171237,28.06
410000196305243198,31.63
330000200605179430,36.34
52000019540326978X,25.77
510000195506085201,8.36
450000198010025122,13.32
510000196701093703,28.28
51000019890722312X,35.26
340000198111068433,32.25
140000199006073035,12.03
330000198308085251,20.4
150000200408283665,17.2
610000198212111715,36.31
120000197211089236,34.38
530000200312264743,30.2
52000019910728086X,34.29
460000196710223624,27.81
640000196805225175,30.87
110000199311089038,25.79
650000199901205954,32.84
370000197703190679,40.55
500000198210269732,19.36
53000019961020521X,49.91
12000019550511758X,23.66
230000199907017171,25.79
510000200501077185,34.64
620000200604219954,27.15
230000195303217991,22.23
130000195408183608,23.85
520000197712208787,29.0
410000198405201314,27.03
520000200207061459,26.0
110000197306029779,39.67
360000198004139359,37.38
360000195902121085,5.82
610000198503100733,34.57
110000196302075634,34.13
420000197508312321,19.66
150000199506125833,52.94
120000197605086863,11.47
43000019810827756X,57.32
340000197709085487,22.82
530000199206063918,1.06
530000198206282681,28.95
350000198902220245,22.83
150000199110112251,30.28
320000197108228231,28.41
370000197002021258,53.07
370000196305308956,30.38
120000198108138612,36.4
430000195710280151,53.04
53000019590504737X,9.25
22000019591107972X,4.23
630000199508093913,25.59
220000198504147602,35.39
210000197208054528,25.02
440000197609230433,33.5
140000195312103986,27.07
630000197709280548,19.38
460000197605070464,23.06
650000196801200327,21.53
320000198805052635,20.96
140000198006117857,31.98
360000199707023226,35.97
14000019631224832X,22.87
540000195912224997,28.48
220000196211294968,21.43
220000195712300997,6.95
22000019510325020X,39.79
210000197301221271,36.83
330000195504224200,30.94
230000197812283961,26.97
320000195706082165,32.46
650000195708248583,45.91
460000196109023576,31.41
450000196708297665,22.16
230000198708269355,28.22
350000196008218408,24.4
340000195803275667,50.56
230000197711133454,37.37
22000019630206077X,34.51
370000198311117354,24.07
420000199204220662,29.15
330000198004061146,22.79
120000199304260417,30.29
110000197307036268,26.16
610000195202297612,34.43
230000196310199343,1.06
630000197701215012,37.37
630000196509291811,15.0
520000198404217889,27.16
140000196304187088,21.32
440000199603308139,35.81
13000019770207249X,37.5
610000200305284551,35.71
130000198307201874,36.37
11000019561101526X,29.8
370000200108317297,20.26
150000196109120453,26.35
210000197310134858,34.98
430000195205064343,26.58
450000198008167463,22.47
500000195511187876,39.75
450000195204207043,30.88
110000198601306307,21.43
540000199004160623,16.68
530000196411273734,58.08
350000196512203301,41.43
110000199509043764,4.31
41000019520429440X,37.5
440000195608197767,33.82
440000200301288238,22.25
350000196008194936,29.03
45000019671213579X,22.48
230000197112257375,32.12
23000019640506285X,23.18
42000019620914831X,25.78
500000197204034780,27.61
450000200609133760,3.02
540000195407068284,23.75
360000195502119015,30.21
460000198908255006,45.18
540000199606247160,19.28
510000195606186376,47.16
620000200102115346,37.41
340000200606165366,38.94
210000198103247926,26.51
220000196304192389,22.94
37000019601013408X,29.77
430000199405027545,28.29
500000197001303135,23.42
440000199212253820,27.39
120000195505076458,36.61
120000196812188104,34.8
410000198504276645,8.39
420000197002107910,36.56
360000197007075923,25.31
430000195908121973,21.9
430000196409033623,5.92
630000197211248356,37.33
620000197001106876,39.94
510000195502244594,34.59
460000195211291695,28.73
150000195712232818,29.45
460000200012161744,28.82
63000019630601606X,33.13
53000019871103892X,15.45
420000196504194036,23.57
460000200110026618,20.07
370000197208109757,22.26
630000196612137935,27.41
640000195508275577,37.92
110000195703191674,34.08
310000197707307781,33.64
440000199502268772,2.19
310000198412279298,37.65
520000195905160784,23.64
620000200210141146,22.48
36000019810731624X,33.03
360000197903041705,33.44
440000197105131095,28.04
530000196202038383,42.39
220000197810208851,23.99
150000198701022894,5.4
630000195002087593,21.0
410000200404264815,24.65
110000197302070117,32.84
450000199310163433,33.7
360000200312285972,35.37
530000200309266393,39.49
520000198806105919,16.86
350000198012091189,24.24
440000197710069533,36.42
140000196106154859,25.9
320000198611169798,18.78
440000195709027599,56.92
500000195709043384,20.15
350000199504077943,22.33
370000196004027472,24.35
120000196905226755,38.59
530000198706045535,32.73
50000019830422296X,57.94
530000199506225667,8.34
510000199703073822,12.01
130000198411108637,25.93
440000199403165487,23.47
610000195006028685,5.05
650000200211287740,35.5
130000198302224807,28.84
230000195111109363,22.01
460000199102156898,59.05
630000198711294417,39.93
370000196402178348,28.12
410000195902224628,25.92
510000196109257107,33.62
220000197009272946,31.14
43000019621206897X,29.39
640000198612168126,27.51
320000197907052818,26.09
340000197903264964,57.0
500000198906011756,33.73
450000195906164244,21.4
640000197505112229,27.17
33000019530710893X,24.21
440000200111262352,27.99
220000199108243306,36.8
140000196103263259,21.49
11000019801230635X,31.14
50000019780703785X,22.33
620000198109129839,37.98
35000019811007469X,34.85
45000019551007519X,39.06
12000019920901009X,22.26
360000198805096459,23.15
650000198410280648,35.77
130000196508276144,46.84
450000197710126122,27.22
420000199706111132,15.51
430000199101134907,24.24
220000197206113709,37.09
220000196904049877,46.52
430000200112187364,31.62
140000196704064423,37.8
220000200106280184,30.98
360000198408100944,30.25
610000197108261313,53.09
420000195303074172,10.63
530000195102085962,38.51
340000197307035022,26.05
43000019660214603X,28.57
340000197406284526,26.78
37000020001123193X,34.72
210000196001048791,22.37
530000199311061703,36.69
460000199103075176,31.03
140000199112196135,26.01
150000197111162649,29.2
15000019660829743X,21.61
140000199010068968,15.53
460000195512218694,14.7
350000196204086748,5.3
370000195706152986,2.07
360000199808311200,3.3
540000198603150537,25.52
310000195802206883,27.16
230000199307199856,26.6
320000195509090457,24.36
430000199608119896,45.87
410000200603128058,10.78
450000197001281306,39.39
540000197105147816,21.37
35000020030621018X,38.95
310000195304054872,20.8
120000195305052697,6.06
520000196708175607,21.54
630000195601153310,24.11
150000196005152792,17.55
360000200304300650,37.52
350000196703239753,38.87
320000195605231061,28.37
210000198311049115,33.68
420000200310189713,23.33
500000198208084069,25.01
220000199905189816,47.73
210000199512144113,5.54
650000198508099476,35.45
110000195704146023,23.77
64000019580602395X,28.02
410000200311171396,37.89
540000195506212683,9.54
37000019980506877X,27.35
620000199212037128,35.54
630000195204019855,29.93
640000199706070044,28.63
330000198009167548,35.01
53000020030809338X,28.76
310000198601064616,20.39
320000199904289907,39.55
520000195807050987,25.58
320000197609225573,28.33
350000200204024802,21.27
500000197005063909,25.61
330000196312177950,28.23
370000197208051102,57.28
510000199510105103,36.94
370000196207055369,26.13
630000198603263402,39.35
610000197208244924,26.37
540000198311279216,9.47
230000196010232148,30.02
620000200604094506,31.36
230000195306010101,30.95
460000198312245552,24.98
360000197010015745,32.93
64000019600402703X,37.94
310000196708123162,22.66
650000195702273286,53.48
310000195112154051,34.28
620000197110131149,36.74
35000019710129790X,26.58
120000196902221393,52.91
610000198705208195,52.05
530000200002018731,39.26
610000199508085792,52.58
120000198709283284,1.53
140000198001054711,36.07
430000199105238121,32.29
330000195003168706,25.6
520000197408048731,38.92
540000197810175652,36.13
340000196409290345,45.95
11000019931210640X,36.51
220000195302069577,50.78
650000198205222860,34.3
43000019710607545X,29.33
650000197404214973,24.69
430000200603145847,34.25
620000196611145341,20.66
610000196501149139,22.87
15000019601123038X,3.3
540000195105232173,37.57
34000020000414586X,38.56
12000019571108183X,30.25
440000195304085694,38.67
150000195905237615,59.65
350000197006152227,27.45
410000198805158984,37.43
41000019880811002X,33.31
610000197506183146,27.84
150000200509131222,21.59
640000195203040806,18.84
520000198512044209,26.56
220000198608052878,25.36
620000199812195461,32.75
500000196403054608,29.8
440000199712045227,59.41
410000199111069463,33.9
610000198910318625,20.67
440000199308227854,36.64
15000019790531080X,39.89
11000019940325634X,33.96
310000200608045303,36.83
110000195908118024,11.49
530000200410210204,23.54
110000197410273309,54.51
230000197308287082,37.84
540000197903210103,31.12
43000019771013732X,36.88
420000200401300851,11.37
640000195701149441,5.29
110000198712279487,10.95
460000199612273381,23.39
120000199904223820,37.19
430000196205139151,28.18
520000199106090650,27.94
500000200301208214,33.47
360000196412246576,27.74
220000200308112058,4.62
510000195304240138,13.09
130000198209054735,25.03
32000019540625165X,33.98
530000198101046033,37.94
140000199603083354,41.56
210000196605042323,6.73
120000197308235930,36.62
430000200410102269,32.12
310000199812177607,23.98
420000196409230836,36.42
230000196405052918,30.06
140000198512217332,34.24
120000198904014215,38.52
110000196805023262,29.29
370000195211202793,13.84
620000195504106369,28.16
530000196602156055,21.2
610000197411112978,23.3
440000195109050568,20.93
510000200406292012,28.95
640000197010125589,35.11
330000196410289120,6.37
110000198303291768,2.89
21000019841216012X,38.13
120000197808280455,22.85
410000197610177080,36.2
43000019631230997X,23.88
530000196311122883,32.24
110000196208173799,39.6
110000198008091341,47.7
140000197710095132,36.49
420000197701187227,33.77
510000197706049394,37.06
440000198002168180,59.06
540000200312131205,49.6
120000200102039365,34.71
140000196111145658,22.48
410000199506013202,7.1
33000019880202493X,29.91
530000195909201477,12.71
620000200110198188,24.98
630000196403232290,28.6
220000198609084935,28.18
650000200507281225,26.82
23000019550104821X,38.93
110000199807024852,27.64
640000198211256723,23.09
520000197503063649,35.52
110000197808306051,26.78
220000197906207247,24.93
610000198008056165,4.93
50000019650208559X,25.22
620000200207298679,32.6
110000195906071832,9.34
140000195507316850,37.31
520000199104203746,24.12
460000199109275347,25.52
110000196906144362,17.64
500000198204217661,49.39
370000198308158286,27.87
500000199705278264,26.16
210000199704289421,39.66
510000198804284341,32.78
640000197006206853,25.94
440000195105250546,23.48
210000199109241562,26.35
230000198612030796,27.11
130000196104155661,24.04
11000019600605680X,29.79
520000200411258080,9.09
320000195809143047,39.86
220000198601173255,32.89
430000195204030002,24.33
130000195304090060,21.6
110000198510090387,31.46
310000199402240909,14.99
500000198008092419,36.55
620000197205230596,28.55
350000196409283198,22.09
150000199804261665,34.06
530000200003149215,34.48
610000198410124920,21.7
320000195103267136,29.16
330000200312306432,25.75
210000199709132917,25.81
450000199108019235,11.68
620000195904197984,33.75
460000199902138997,37.67
61000019530330130X,20.17
230000198110030817,23.5
500000197303301565,51.72
500000198803277156,59.34
310000196506030179,35.85
430000198507087229,36.31
37000019690409796X,58.95
310000198408076682,32.94
450000196504141888,28.98
440000199608159830,39.2
650000200008213148,28.38
610000197907157491,43.07
430000200509226595,29.13
350000196110080943,20.56
540000198208292818,39.4
62000019870112763X,39.72
340000197907312628,24.53
410000200405238512,38.15
33000019900825963X,59.76
34000019711226743X,42.5
640000197306156202,35.99
350000197406103686,27.62
140000196309219173,23.05
520000196512167605,31.38
500000196108084951,25.74
210000199201020690,24.24
130000197207196110,34.26
110000196903028227,31.21
340000195201207624,1.47
440000199402012294,24.8
210000195502067152,37.64
540000197704031006,30.07
540000196712131141,32.65
530000196105312950,22.01
450000195602043996,29.16
44000020061124461X,13.12
430000197811058022,24.61
540000199502044772,37.88
140000197212189881,20.75
530000198105142727,33.73
440000200604150754,22.07
340000196508025678,27.67
360000196209118202,37.39
420000196306017194,46.42
520000199708155167,33.29
310000197505315185,26.12
230000199711291208,58.27
21000019910721144X,20.89
150000195310029999,28.31
640000198006053273,26.97
31000019610604546X,35.78
650000195102053853,7.64
610000195308107012,23.18
430000197512287378,37.43
520000198909104732,37.31
540000196605298683,22.28
520000200511010306,9.89
340000197808238362,36.8
150000196906110266,31.52
150000197302213007,22.14
410000195802255742,21.68
120000200501082918,25.39
330000196811088362,29.38
350000198905116558,24.22
500000197602246164,38.29
210000199210242543,59.26
440000198805073900,28.42
420000197711057522,39.0
21000019751125192X,0.7
510000197907183581,30.05
370000195902217871,48.07
440000200001208216,48.78
440000198806127739,39.04
220000195103198587,30.35
140000197701292927,29.62
440000199702194624,21.6
420000196201299738,34.61
500000195711027367,30.58
440000197202072111,39.93
220000199809118209,33.58
14000019960104030X,32.89
360000195210180332,28.37
630000196503017731,35.59
420000199111084550,24.59
350000199203093739,24.8
63000019880514054X,43.05
23000019810522094X,48.69
330000196310108425,30.93
360000198508137074,28.25
460000196003107181,32.08
330000200611099672,37.03
350000195504013458,9.14
530000199302041276,21.8
530000195202241504,20.19
410000195311250453,38.3
620000196104110427,28.93
130000198801226807,24.14
330000196409114606,22.79
440000199201196875,20.65
520000199401293418,31.48
520000197806238821,28.04
13000019820115677X,34.16
610000200510265368,22.95
220000199206259053,25.47
650000197612280676,24.82
430000200307263830,25.7
500000196404258047,12.12
360000200610200818,21.64
430000199101048080,20.72
53000019960329041X,21.22
220000196706084284,27.91
630000197708158727,25.16
330000197807027166,15.36
620000199806274673,31.41
65000019700421304X,38.4
630000200412069017,38.96
460000196702093559,22.89
540000196509062160,22.28
340000197612031407,39.13
150000197904147764,33.58
120000195705162991,22.82
610000198810099461,29.6
110000195201132375,25.16
540000199305116546,29.66
54000019820505075X,36.15
120000197007046300,25.57
640000200612018531,32.27
320000199601074992,23.81
650000195006298981,22.58
410000195204090642,13.57
61000019900504207X,54.48
310000198911052215,36.74
410000196807134688,37.75
500000198412167996,20.38
320000200510240057,5.24
230000197704221667,5.41
620000199510069179,26.79
530000196501288390,4.56
110000196505289624,50.53
370000200004220132,33.15
320000200507245535,15.6
340000199302186496,15.12
410000199608293284,37.4
120000200211110642,40.33
54000019700515826X,20.67
610000200401098572,29.58
630000200211301983,34.37
14000019740507743X,27.83
330000196704063127,33.85
440000195702040096,45.61
620000195202098383,27.14
410000195205133595,8.31
440000195803234009,25.27
350000198411115248,22.65
230000199002176477,36.99
110000199011246257,34.35
530000200306114706,21.56
23000019780401442X,27.14
410000198609239090,30.11
620000199511096929,31.0
360000195610194426,33.83
51000019770402461X,27.69
520000198612199750,28.54
410000197212149682,52.13
420000196612289024,9.29
360000198510221099,23.15
350000198107063797,1.47
620000199008207679,35.02
370000197008038835,35.22
450000195211243501,31.78
130000200007229226,36.41
140000200410191864,29.9
630000196010034138,55.22
540000195906191770,21.11
340000195903239401,38.48
140000200507050216,33.73
630000200010018823,10.54
430000200403030519,21.08
320000198008012497,20.92
410000196908221457,39.66
510000197003035017,11.88
620000199312110564,29.52
450000195503138324,31.91
440000196104283770,47.74
310000198412301889,59.65
520000197109224985,35.84
330000200208076243,15.1
210000197909265061,37.09
15000019660602995X,32.6
350000198610010553,19.23
210000196007178298,26.41
610000195011280500,14.15
520000195905162173,21.26
460000199703145326,39.85
230000198301285935,30.29
360000200104216278,35.97
130000199103263955,23.91
15000019551001218X,37.4
520000198602190197,21.0
640000198507086882,45.05
370000197612281364,23.66
120000196310125090,25.72
620000199101249777,50.25
360000200506265515,37.83
460000196407227227,57.71
37000020050701252X,23.45
640000198208291480,20.19
230000199610061796,39.93
62000019910103459X,28.25
23000019811129315X,27.85
430000198410080813,24.66
510000198806150283,30.15
450000196408127621,21.36
120000196102275465,8.86
520000198602250241,38.97
320000200009221100,39.31
430000195012070341,30.55
15000019640205845X,30.36
520000198305039909,27.82
430000195203015169,0.6
230000195607249968,22.49
220000196712217354,30.19
140000195710201821,33.78
430000199910116709,22.25
340000197008063883,18.02
440000196907132183,18.63
650000198307122027,20.08
150000196611031966,38.02
430000197412281817,36.12
120000195708039497,23.96
430000197506243838,22.14
360000195902113528,38.01
630000199910309081,20.25
110000197806112528,38.51
610000198512161845,38.48
360000199107027338,29.42
46000019990327611X,29.4
420000199401188630,38.41
500000198606199267,25.15
370000199605167597,22.38
420000195607072715,26.26
340000197305249043,58.08
220000195706156941,29.58
350000200503247272,16.85
210000195706227058,20.6
150000195909105660,34.94
130000199407150693,22.39
530000199911102046,59.89
630000199308240966,26.95
500000199205244586,4.94
150000197110143251,26.44
420000197407239188,24.48
420000195211120047,30.6
120000196901294443,30.57
460000200301254023,24.81
420000197707125051,38.06
370000197609227877,27.47
54000019820818960X,11.95
460000195805103831,38.78
440000198111298208,34.67
220000196606019397,43.72
230000200502079572,44.62
450000195401226315,34.77
440000198104048497,22.63
510000198404107880,24.66
440000200012275430,34.52
650000197901067863,26.06
620000197701259718,29.28
620000198504028704,30.66
630000197910075407,31.85
640000195901077753,23.31
110000200410083286,39.79
63000020010707635X,20.84
500000198407305223,26.1
340000200609189822,7.46
540000200012027043,34.21
63000019670308105X,29.26
450000199708022956,32.68
450000200507059846,25.08
150000197001143594,34.09
640000199911023431,25.44
330000196110170611,25.26
410000195501161830,35.58
540000196304178389,29.26
370000198812053336,29.56
330000198108027604,3.7
620000198708082139,29.96
530000198903181819,31.92
360000195605188822,36.6
450000195007275581,27.3
610000197607277504,12.58
420000197804030759,39.76
230000195604076336,27.31
130000198007203560,37.42
620000199510136327,30.91
320000197004204892,5.05
110000198907286708,28.02
110000196306104404,17.48
220000198904084823,46.82
610000199006048617,37.11
520000196912179509,37.88
330000196411067597,24.83
37000020041028297X,28.55
450000195606128241,22.88
360000195204067480,26.7
450000198304206535,24.02
500000196706078471,24.23
450000198006068939,24.38
420000197007318821,34.63
340000198210073350,30.48
110000199707209200,26.56
610000196907171328,35.35
430000200010301277,24.11
430000196312033897,37.97
500000196601058482,15.6
33000019730309180X,26.69
320000200408074793,27.93
630000195212157625,22.84
340000199902214083,47.14
540000200207200571,26.99
210000196412180260,31.75
510000198711277118,30.3
340000199006282766,25.99
340000198110186032,35.97
340000200508035306,32.76
11000019680117117X,26.76
120000198212301651,32.2
330000197201075470,38.07
370000195410084638,34.57
640000196908285269,23.64
510000196808172989,25.92
36000020021208433X,32.9
620000200309057219,39.24
140000200511211422,33.35
360000199004264533,22.86
140000197512209741,45.3
220000200305282166,28.91
520000199707255916,24.66
640000199906205425,21.25
640000197107040127,28.12
320000195204298476,25.5
110000200106234596,37.69
64000019540703917X,31.43
350000200204296904,36.21
150000196209169932,30.43
530000196909011176,22.13
150000197101124542,27.52
21000019920118082X,32.18
130000198211079771,27.41
500000200309307129,28.72
340000198707083490,30.85
150000196905026863,52.46
110000197907276054,32.95
64000019610206829X,33.48
540000197706088145,31.55
460000200409270914,9.72
420000195902102745,27.82
530000196910056806,31.06
340000197507074835,38.29
430000199907173892,39.98
120000195010234135,20.33
630000195806149470,27.17
50000019700205648X,39.41
36000019890930024X,21.25
420000200012248156,34.52
510000198303264756,28.39
53000019900827727X,6.74
460000196811164344,31.57
450000195206093019,59.97
620000195501318702,33.86
330000200301214292,31.98
460000199402266183,25.87
630000197604147484,29.42
500000199907223456,33.39
360000200102086561,26.46
370000198208185121,26.78
450000200007227583,25.15
540000199308098574,34.19
320000197905304890,8.46
130000195001210248,31.6
320000195512037227,21.11
640000195303125604,28.85
360000197107317504,25.92
420000195306300147,39.74
35000019860129198X,27.07
140000196311148781,31.41
150000198207114865,35.3
220000198907087587,24.34
150000197104185922,29.11
310000199709078547,35.51
420000197404277277,16.93
35000019961001775X,43.6
520000195805134634,21.5
320000199801013502,38.57
520000199905207501,40.19
43000019960428670X,26.35
50000019800815048X,28.69
450000196507258432,28.14
520000199107073449,23.82
460000196101307734,29.67
540000195603230402,17.83
630000198407217740,51.3
210000196701090560,39.02
350000197404197682,44.44
630000200309133607,21.55
210000195106072195,24.35
650000195101103118,36.19
500000195607199943,25.49
530000200506102494,28.57
420000198802288670,0.48
330000196403143844,36.63
21000020061119121X,26.26
420000200203173919,45.72
360000199105244531,21.03
230000198805250197,39.25
640000196706227730,39.33
440000195401165223,36.68
610000195204298344,36.73
450000197103071035,29.68
610000197406267166,27.69
150000196006264972,26.38
410000199005039447,34.17
510000196901224675,34.51
140000196105276133,34.57
520000198503260145,38.91
370000199601178408,34.6
210000196304143665,39.89
510000200309234718,56.78
640000198811204329,26.12
41000019830117178X,29.38
540000200312288835,35.99
350000198511212571,27.44
350000199412266923,32.83
210000195812312918,23.99
510000200201179219,3.69
150000195707139205,32.17
230000197512298010,35.76
150000196307188993,34.23
340000200011082086,20.89
230000195712070994,19.92
620000196108099229,53.58
130000200504103165,37.22
220000198910150372,24.71
510000197510191014,36.16
510000197109159229,21.02
520000195008223175,51.25
450000197311173407,3.19
110000197811298216,21.28
640000198310118043,33.5
460000199801293023,33.62
32000019870720368X,41.03
610000195005120439,22.78
500000199106036351,37.3
110000195501199387,33.24
500000197112120585,0.74
130000200001037733,30.01
370000196812269533,36.19
430000200403053307,27.05
53000019831112487X,22.53
110000199312057169,38.48
540000198204035953,34.62
370000197801168061,28.49
340000195912300366,37.35
210000196006025206,23.77
120000196005203240,49.58
510000198904268453,26.42
520000198012196775,37.16
500000196907203267,24.59
360000197311111183,32.79
540000200503192609,22.34
45000019610119888X,32.29
450000199406295887,33.45
630000197603198423,36.73
450000199211171374,32.39
230000197507024517,39.94
450000195710244162,31.92
520000195611044497,57.15
420000195312087450,34.5
310000195803120723,29.04
410000199103045197,36.39
370000195711134643,20.23
430000196606069609,58.4
530000196306274938,23.54
440000197607071045,29.99
220000198704125950,37.51
620000196602214667,28.6
110000199812061420,32.34
330000199009307955,29.28
530000198211209905,31.24
450000195109118683,38.29
530000198806241293,55.59
640000195908252139,29.18
460000195304305355,32.74
360000199302044977,30.46
110000195806068759,39.49
530000197409111562,34.55
410000199806138963,39.91
510000197106294388,21.84
330000196803278334,23.67
120000195608137129,9.94
210000197009047747,22.37
620000200503290495,35.31
530000198511287139,22.0
150000197902269944,32.81
320000199101151357,38.42
650000195612029036,31.91
520000195711241113,28.6
630000195005017160,26.92
540000198212254339,31.97
230000199301318332,33.35
430000195610299357,7.64
530000196002060498,3.39
110000197002231951,29.48
650000195004202501,35.45
520000198902011963,14.2
620000200007035233,28.74
220000198406281699,27.17
210000200005134661,30.35
500000199412315092,45.4
430000197205167069,20.37
510000197903190880,37.9
22000019631108620X,29.55
360000197607226633,30.61
650000195910312809,33.31
520000196612301285,13.03
210000200101134952,25.46
22000019911201125X,21.04
320000197803116960,33.38
530000198709109039,17.07
230000197509174498,35.18
440000198509036785,36.73
540000198010158496,27.8
210000198004265512,0.57
11000019960210121X,28.32
430000200102078746,53.56
540000197508018584,21.91
440000200008086282,27.31
350000195607297414,37.76
410000198910090723,37.07
420000196907229387,21.61
640000196201266582,48.01
630000199005259942,30.12
410000199906150193,39.52
330000199702068809,31.37
500000196910080982,31.68
530000199802222428,35.89
420000198905169690,20.53
210000199304155977,36.6
210000198807135500,27.41
140000197912215059,30.46
510000200204266430,35.52
360000199706066128,23.26
640000197109084473,44.69
410000197305153584,7.01
330000198205046479,38.66
630000199403290611,28.74
650000198805231613,41.75
130000199008294825,25.32
150000197311163849,34.51
340000196904128038,24.3
500000198006022273,28.45
350000198110014881,32.34
540000198405251425,22.19
540000197905177669,12.01
510000196301102404,36.87
230000197408283476,9.12
540000195105027890,36.29
120000196510089573,30.92
500000198506142917,55.64
610000198302115197,41.07
