ID,Total_Count_TB,Refund_Only_Count_TB,Rental_Not_Returned_Count_TB,Partial_Payment_After_Receipt_Count_TB,Payment_Without_Delivery_Count_TB,Amount_of_Loss_TB
230000197809170747,51,0,0,2,5,3323.7799999999997
320000198007293514,34,0,0,0,1,142.61
650000198704184328,40,0,0,2,2,1378.82
35000019890807973X,34,0,0,1,3,1488.78
230000196405052918,42,0,0,0,3,1475.0700000000002
610000196404075625,30,0,0,0,1,342.42
21000019751010985X,41,0,0,0,2,1346.02
360000200312103104,42,0,0,0,3,1811.8200000000002
620000199004136172,43,0,0,0,3,2739.86
110000197106132851,37,0,0,1,2,2039.29
650000200608315922,41,0,0,0,2,1264.04
530000199109069242,44,0,0,1,1,974.4499999999999
210000196701090560,42,0,0,0,1,841.06
150000195712232818,27,0,0,0,5,2676.59
540000198201281024,47,0,0,0,3,1369.6100000000001
440000197609230433,36,0,0,1,0,181.97999999999996
230000197812283961,43,0,0,1,2,1233.67
450000195610034379,37,0,0,1,1,696.25
150000197101124542,30,0,0,1,1,1624.07
220000199701064800,36,0,0,0,0,0
110000195908118024,40,0,0,1,3,2582.21
150000196208139336,39,0,0,0,4,2563.8300000000004
330000198004061146,29,0,0,0,2,1418.94
320000195706082165,42,0,0,0,1,824.39
360000195504128820,52,0,0,1,3,1677.89
420000197209182758,25,0,0,1,1,923.5699999999999
440000196703157389,48,0,0,1,4,2378.63
310000196805215157,42,0,0,2,2,1795.81
21000020010114363X,46,0,0,0,2,1809.55
610000195107075915,32,0,0,0,4,1576.1
230000196610252070,32,0,0,0,2,1102.25
520000198609224564,43,0,0,0,4,2029.52
370000198604168438,45,0,0,1,1,539.36
460000197010194732,33,0,0,1,2,1342.8899999999999
110000197401264021,35,0,0,0,2,640.0699999999999
460000197605070464,41,0,0,0,5,3347.98
650000198307122027,41,0,0,2,1,1513.94
31000019740106369X,49,0,0,0,0,0
640000196201266582,38,0,0,2,1,895.06
230000200309043527,34,0,0,1,3,1620.77
15000020050813662X,29,0,0,0,1,73.46
640000199005017646,26,0,0,2,2,711.0899999999999
530000195609285090,39,0,0,3,1,1371.9
140000200201046476,43,0,0,0,2,1040.72
350000198107142137,32,0,0,0,1,590.89
510000195910251179,39,0,0,1,2,1591.78
410000195205133595,43,0,0,3,2,2625.5499999999997
130000200207263285,35,0,0,0,1,628.94
220000200005272599,39,0,0,0,2,875.32
350000197808034265,36,0,0,1,2,1370.95
440000195308303935,32,0,0,0,2,1591.52
540000197508140627,55,0,0,0,3,1961.57
350000196202106071,40,0,0,1,2,601.9100000000001
640000198107024789,46,0,0,3,3,3556.4100000000003
63000019780201464X,34,0,0,1,1,1126.79
310000198408076682,37,0,0,0,4,2109.05
110000199104247398,33,0,0,1,2,1288.14
340000199903241729,44,0,0,1,2,1623.62
620000200205266761,35,0,0,0,1,196.79
310000199707238631,36,0,0,0,4,1923.1299999999999
23000019861223203X,32,0,0,0,3,1257.12
370000196505070786,43,0,0,2,0,459.58000000000004
450000197604244950,39,0,0,1,2,1006.12
340000199007091689,36,0,0,1,1,1126.51
350000196005189947,48,0,0,1,2,1095.94
510000198112285642,35,0,0,0,2,291.18
420000197308316643,42,0,0,1,3,2301.47
370000198206068052,41,0,0,0,3,1670.69
220000196904304743,33,0,0,0,0,0
540000195501255385,43,0,0,0,1,271.5
500000197204034780,41,0,0,3,1,2201.54
230000195503197470,31,0,0,1,2,1165.01
140000198901026871,46,0,0,1,0,526.6
630000199109206028,27,0,0,0,2,1434.8000000000002
520000195805134634,39,0,0,3,1,1679.2199999999998
530000196504221909,43,0,0,2,2,713.31
320000198509056375,28,0,0,0,0,0
510000199612063688,44,0,0,1,5,2725.3900000000003
34000019801211246X,33,0,0,0,2,1834.58
510000198806010360,44,0,0,1,0,552.82
13000019820515670X,34,0,0,0,2,1007.64
220000195906038886,42,0,0,2,3,2928.59
450000196503247234,38,0,0,0,5,2517.65
64000019990625426X,40,0,0,0,1,443.16
510000197302245356,38,0,0,1,3,1462.78
510000195304240138,43,0,0,1,2,1761.3200000000002
620000198705260286,49,0,0,1,1,345.69
350000199709304417,35,0,0,0,0,0
540000196605298683,41,0,0,1,4,1907.24
230000200108015319,33,0,0,0,1,743.44
430000199308272346,35,0,0,1,3,2144.54
410000199907108448,34,0,0,0,1,282.95
460000198003293462,45,0,0,0,4,1793.1699999999998
350000200110085903,26,0,0,0,1,348.26
540000200104279061,34,0,0,0,4,1699.87
130000197004087846,28,0,0,0,1,178.95
140000197212235083,44,0,0,1,1,1230.97
610000198507312880,43,0,0,0,1,584.2
620000197806098279,47,0,0,0,1,442.04
110000199509233402,38,0,0,1,0,395.9
350000199312137040,44,0,0,1,4,2570.36
330000200208076243,37,0,0,0,3,859.47
610000195907182786,48,0,0,1,1,791.2
520000199410317450,31,0,0,1,1,698.1899999999999
640000195909211240,41,0,0,1,0,24.400000000000002
540000199308098574,45,0,0,1,1,1128.44
410000197812010422,32,0,0,0,4,2799.21
450000198304206535,38,0,0,2,3,2510.5
450000195604284056,30,0,0,2,3,2569.9500000000003
110000199509043764,33,0,0,1,0,334.51
430000195205064343,42,0,0,3,3,3768.05
510000199711289199,41,0,0,1,0,693.5799999999999
150000196305026448,42,0,0,0,2,1243.8000000000002
440000199301262948,30,0,0,2,1,608.8800000000001
440000200305178722,44,0,0,0,1,368.25
410000199608293284,32,0,0,0,1,511.88
50000020021031832X,33,0,0,0,1,921.15
450000200011163711,37,0,0,0,3,1516.15
350000199602289456,39,0,0,1,1,481.42999999999995
530000195502137565,49,0,0,1,1,1265.18
51000019970226669X,43,0,0,0,3,1051.08
640000198110249292,42,0,0,0,3,2011.3400000000001
520000196708175607,39,0,0,1,1,871.71
460000195711140260,44,0,0,1,2,1248.23
330000195003168706,33,0,0,2,2,1783.5600000000002
230000198312306447,34,0,0,0,3,935.97
450000195704186410,45,0,0,1,0,651.6099999999999
450000198703130486,41,0,0,1,2,1977.95
620000197801305398,40,0,0,1,4,2499.99
220000197209023717,49,0,0,1,3,2113.08
650000196702274945,41,0,0,1,1,575.5999999999999
130000196010214544,26,0,0,0,0,0
430000197011228871,33,0,0,1,3,1667.92
150000196006264972,46,0,0,0,0,0
500000197907188604,32,0,0,0,3,1840.39
520000200607253441,39,0,0,0,0,0
540000199010203335,26,0,0,0,0,0
650000197903076296,43,0,0,1,2,1198.05
140000200507050216,42,0,0,0,1,217.84
460000197903299611,33,0,0,2,0,768.5899999999999
520000199310091941,35,0,0,0,0,0
360000197010015745,34,0,0,0,0,0
650000198005152562,47,0,0,0,4,2502.51
350000195307280389,35,0,0,1,4,3038.12
330000197310149467,45,0,0,2,2,1108.2099999999998
620000197510295599,33,0,0,0,1,294.46
310000198108153332,43,0,0,0,1,79.62
340000196102010863,36,0,0,0,1,872.52
350000198311140374,39,0,0,1,2,1809.5300000000002
460000196003107181,51,0,0,0,3,2213.4700000000003
31000019571006083X,27,0,0,2,1,1213.8200000000002
460000195304305355,41,0,0,2,1,1382.41
650000198805243585,32,0,0,0,0,0
130000195605230039,43,0,0,2,3,2828.4
220000200003236295,40,0,0,2,1,1665.11
320000198002011987,29,0,0,1,1,720.27
230000199907017171,39,0,0,1,3,2409.21
150000200101147503,34,0,0,0,1,854.94
410000198012282758,40,0,0,0,3,1080.03
210000199601136457,46,0,0,2,2,2252.9
530000195610016648,36,0,0,2,1,1141.2
610000195308237773,30,0,0,1,0,421.8299999999999
310000195003069464,29,0,0,0,2,351.32
430000196408192817,39,0,0,1,1,1093.95
450000198109113077,34,0,0,0,2,1297.6599999999999
540000200204224260,37,0,0,1,3,1774.27
310000198812046100,36,0,0,0,2,1505.66
450000195503138324,35,0,0,1,1,876.95
310000196308071447,30,0,0,0,3,2247.59
320000195204298476,38,0,0,0,2,1000.01
420000197007318821,39,0,0,1,4,1415.71
120000198606097921,39,0,0,0,1,484.09
500000198802199037,39,0,0,1,1,1368.47
110000200504232238,41,0,0,1,6,3498.4800000000005
640000198004184958,40,0,0,1,7,4128.7
430000198001073532,38,0,0,0,1,737.96
650000196007190619,31,0,0,0,2,1282.71
450000198010025122,39,0,0,0,4,1588.93
440000195709027599,41,0,0,2,4,3049.2200000000003
630000195506111104,32,0,0,1,2,1247.6
610000195011280500,37,0,0,1,0,700.3499999999999
230000199609291754,44,0,0,0,1,653.9
510000195403300327,41,0,0,0,6,2209.15
520000199808010205,45,0,0,2,3,2908.1800000000003
52000019980212034X,40,0,0,2,3,2640.92
630000197312166739,37,0,0,0,0,0
650000199806098396,39,0,0,2,1,1245.8600000000001
230000197704221667,43,0,0,1,3,2560.43
650000195010220159,28,0,0,1,3,2750.9399999999996
320000197007172304,34,0,0,1,0,557.7199999999999
220000200308112058,39,0,0,2,3,2471.96
140000197701292927,34,0,0,0,3,1173.56
52000019700122262X,36,0,0,0,2,1317.4
22000019591107972X,44,0,0,3,2,2417.2000000000003
130000200009033411,43,0,0,1,4,2437.84
460000199109275347,33,0,0,1,3,1642.1299999999999
210000198712276749,41,0,0,1,2,1586.63
120000195505053416,40,0,0,2,3,2288.95
37000019690409796X,45,0,0,0,3,1719.0699999999997
450000195912194765,49,0,0,0,0,0
510000195404117700,43,0,0,0,4,1542.4299999999998
510000197106294388,36,0,0,0,1,555.2
420000196907310679,39,0,0,1,1,736.22
540000196210200493,41,0,0,3,4,3623.62
530000195503047916,51,0,0,0,3,1660.33
41000019911026729X,30,0,0,0,4,1682.49
520000200205119426,31,0,0,0,2,1304.98
360000199808160238,39,0,0,0,0,0
540000197508051923,27,0,0,1,0,328.66
350000195306039825,31,0,0,1,0,392.11
500000198208084069,42,0,0,2,3,2118.47
420000197603203713,44,0,0,0,4,2136.11
520000196903204127,53,0,0,2,1,1791.1399999999999
120000199601261459,36,0,0,1,2,727.4300000000001
460000197201137124,48,0,0,1,2,1180.2
320000195906221844,31,0,0,1,1,1179.42
150000200102056494,32,0,0,1,1,1317.2
21000019630124812X,27,0,0,0,1,644.7
110000198610177324,45,0,0,0,2,429.62
520000200311300974,40,0,0,1,2,1289.15
530000195710048073,34,0,0,1,4,2675.48
210000198905229850,27,0,0,0,1,945.39
620000198706111186,32,0,0,0,1,69.11
320000197903235764,31,0,0,0,0,0
120000198011180697,30,0,0,2,2,1635.2599999999998
43000019621206897X,38,0,0,1,1,847.79
36000019770728171X,36,0,0,1,1,389.23
640000197107040127,42,0,0,0,3,824.52
64000019580907551X,42,0,0,0,1,919.25
150000195310029999,32,0,0,0,1,258.95
340000195710246648,39,0,0,0,2,1293.98
140000196106154859,43,0,0,0,2,624.39
330000198308085251,36,0,0,0,3,1117.98
620000195110228726,49,0,0,0,3,1410.8000000000002
230000196601078445,41,0,0,0,2,1036.6599999999999
410000196504021176,42,0,0,2,2,1423.6999999999998
21000019830813137X,38,0,0,0,3,1068.69
440000196404233070,30,0,0,0,3,1395.35
620000199701248807,45,0,0,0,3,1283.85
650000197602083134,32,0,0,1,0,557.99
500000196303180471,41,0,0,2,2,1924.57
410000199705276902,36,0,0,0,1,99.24
210000196712070098,42,0,0,1,1,1054.93
120000196905226755,45,0,0,1,2,1710.06
120000195205091111,40,0,0,1,2,1029.8799999999999
340000196603176933,28,0,0,1,0,523.2
210000198904156143,43,0,0,0,0,0
120000195103285716,43,0,0,1,1,820.89
420000198312115558,41,0,0,1,1,1054.5700000000002
630000199908155853,36,0,0,0,2,1067.86
65000019630713415X,32,0,0,1,4,1711.3700000000001
140000195408113935,38,0,0,2,3,1503.8999999999999
360000196110134931,34,0,0,0,2,688.5
230000195109075838,50,0,0,1,3,2777.4399999999996
210000198306089489,33,0,0,1,5,1871.52
320000199105177597,43,0,0,0,1,92.51
650000197710152301,29,0,0,1,0,454.7
450000195204207043,28,0,0,0,3,1477.63
140000198703168203,49,0,0,3,3,3873.7800000000007
320000199604136095,37,0,0,1,1,648.5600000000001
440000195003050092,37,0,0,3,3,2974.4
450000197402059300,49,0,0,1,6,3763.9099999999994
340000198903281734,41,0,0,0,6,2735.37
140000195102117722,38,0,0,1,0,318.62
310000197208310687,33,0,0,0,2,1142.23
330000197410131184,34,0,0,0,1,555.18
330000197806044925,42,0,0,2,2,1571.0300000000002
21000019631017744X,45,0,0,0,0,0
210000197308047165,45,0,0,0,2,922.83
510000199005073227,39,0,0,1,2,1197.66
62000019600227755X,35,0,0,2,0,81.32000000000001
650000197511035014,42,0,0,0,1,878.23
440000197012308170,33,0,0,0,0,0
410000198504015082,35,0,0,0,0,0
510000199004095205,35,0,0,1,4,1626.2400000000002
540000198208055767,39,0,0,1,1,1130.4299999999998
620000198708082139,43,0,0,0,1,922.38
440000196102211642,38,0,0,1,2,818.56
220000197609227962,30,0,0,0,0,0
520000195802086673,36,0,0,0,3,945.1899999999999
420000200012248156,35,0,0,0,2,948.4300000000001
460000197204206586,40,0,0,1,3,1784.08
31000019511025637X,39,0,0,0,2,1530.6399999999999
350000196607294162,34,0,0,0,1,834.14
450000200212132583,35,0,0,2,2,2389.57
150000199103233231,48,0,0,1,7,2883.41
43000019650320509X,39,0,0,0,4,2485.91
540000198609095364,36,0,0,0,2,792.47
650000195702273286,29,0,0,0,1,882.14
360000195309279236,38,0,0,0,0,0
520000195301228389,35,0,0,0,0,0
420000197508312321,48,0,0,0,2,726.64
620000195904197984,34,0,0,0,1,691.15
32000019951005083X,30,0,0,0,0,0
520000200106243608,35,0,0,0,3,1860.21
110000197806112528,38,0,0,0,3,431.25
110000197704061969,50,0,0,0,4,1764.7
110000198808079068,34,0,0,1,2,618.0
450000195402107246,45,0,0,1,4,3278.25
110000196310261293,42,0,0,1,2,1620.02
460000196512254008,36,0,0,0,2,773.72
640000198310118043,44,0,0,0,3,1700.7600000000002
500000197111271656,42,0,0,0,2,331.68
330000196110094954,52,0,0,1,2,1393.33
340000200204085232,43,0,0,1,3,1269.74
540000195604136207,37,0,0,0,0,0
640000198606230691,53,0,0,1,1,691.69
150000196109120453,31,0,0,1,2,1738.8400000000001
340000199208066586,32,0,0,0,2,1391.49
610000195704125896,44,0,0,1,2,2387.31
500000198302063221,34,0,0,1,1,1213.73
640000195310272565,42,0,0,0,4,1276.5900000000001
420000197701187227,34,0,0,0,1,996.21
530000196807179760,33,0,0,0,0,0
230000200409098648,28,0,0,2,1,1353.7600000000002
33000019640130646X,43,0,0,3,2,2251.63
360000200012141360,37,0,0,2,3,1487.9499999999998
650000195610110586,27,0,0,0,2,1069.79
640000196112063214,45,0,0,0,0,0
460000198806172410,44,0,0,2,2,1052.83
51000019600930165X,38,0,0,0,4,2582.45
34000019520929710X,32,0,0,0,1,600.36
320000198806195398,36,0,0,0,3,1006.75
41000019520429440X,39,0,0,1,2,1684.58
630000197804038143,34,0,0,0,2,963.6
500000197105211278,43,0,0,1,3,2316.8199999999997
350000197809292872,29,0,0,2,1,1442.83
350000200204024802,35,0,0,0,4,1317.23
450000195007275581,48,0,0,0,2,1365.27
330000198307153937,62,0,0,1,5,3233.86
410000195406285544,34,0,0,0,0,0
430000197604287682,31,0,0,0,1,570.03
35000019811007469X,36,0,0,0,4,2493.46
320000197905304890,39,0,0,0,3,2074.76
340000197912141800,46,0,0,1,1,404.46
45000019881116427X,33,0,0,1,3,1140.22
140000195607172612,40,0,0,0,1,930.54
150000197803141128,40,0,0,2,0,1232.97
370000195711134643,33,0,0,0,1,356.49
620000196309137746,39,0,0,0,2,301.65
210000199209182352,38,0,0,0,4,1913.3400000000001
620000196006046468,32,0,0,0,1,188.18
460000197705175159,26,0,0,0,0,0
420000196306017194,40,0,0,1,3,1860.21
620000196312160824,48,0,0,1,2,1238.4299999999998
330000199005119172,37,0,0,1,3,2031.9299999999998
310000195802206883,43,0,0,1,2,1447.76
210000195806104127,52,0,0,0,1,195.51
440000198805073900,38,0,0,0,1,858.26
340000195905310240,32,0,0,0,1,456.1
53000020030809338X,26,0,0,0,1,216.94
540000197308056981,38,0,0,0,4,2352.91
320000195206065297,31,0,0,0,2,666.64
540000198504225871,34,0,0,1,1,790.9300000000001
620000196303228217,44,0,0,1,3,2304.46
520000200204108856,36,0,0,1,2,1832.48
510000195611167364,33,0,0,1,4,1886.6800000000003
210000199212183612,32,0,0,1,1,780.51
610000195103098490,31,0,0,1,1,735.13
360000195003184090,32,0,0,0,0,0
440000200605237966,25,0,0,0,2,1099.53
120000197605086863,26,0,0,1,2,1365.77
530000198709109039,36,0,0,2,6,3618.9400000000005
23000019730101337X,40,0,0,1,1,1025.78
430000195803112210,38,0,0,1,5,2820.5299999999997
120000199507106663,39,0,0,1,0,187.75000000000003
51000019820222312X,32,0,0,1,4,1880.9700000000003
460000199904210526,34,0,0,1,2,1539.95
540000199307234765,33,0,0,0,0,0
210000197208054528,35,0,0,2,0,684.23
370000199208179607,33,0,0,0,1,857.67
14000019690619762X,42,0,0,0,1,675.61
430000198203051630,38,0,0,1,2,1218.75
520000196811271496,57,0,0,1,4,3510.12
440000195702040096,39,0,0,1,1,1398.05
330000196605199408,42,0,0,0,2,915.0699999999999
630000199710284609,47,0,0,1,3,1730.8400000000001
450000195810253488,44,0,0,1,2,1714.91
510000198012022837,39,0,0,1,0,179.32
500000198606199267,42,0,0,0,3,1216.0
440000197202072111,37,0,0,0,1,325.8
310000197703300996,39,0,0,0,0,0
510000196807109355,46,0,0,0,2,1702.5500000000002
230000196102074001,44,0,0,0,1,201.08
130000197712241621,36,0,0,0,2,1605.48
430000197103036738,38,0,0,1,0,66.0
420000200609221474,53,0,0,1,6,3181.8199999999997
650000199701311824,36,0,0,2,3,2364.58
65000019700421304X,31,0,0,0,1,909.86
500000197710245978,51,0,0,3,3,3780.38
310000196304173358,28,0,0,0,3,1539.35
150000197709088631,39,0,0,0,1,433.96
640000196701073875,43,0,0,0,2,827.63
130000197404137873,40,0,0,2,4,3798.72
610000198802296158,44,0,0,0,4,1857.5
110000196409181840,32,0,0,1,1,719.8299999999999
130000198302224807,47,0,0,2,4,3801.9900000000002
340000198305172036,40,0,0,1,3,2365.1499999999996
350000200502129004,36,0,0,2,1,661.6199999999999
540000200005194919,31,0,0,1,1,1226.45
630000196201245835,35,0,0,2,3,2058.79
320000199911130478,41,0,0,1,4,3623.46
510000195506187742,39,0,0,1,1,759.1700000000001
140000196004080772,40,0,0,1,3,2734.77
410000199507102338,40,0,0,1,1,604.4000000000001
120000199711101886,30,0,0,0,2,1122.22
130000199201180301,49,0,0,2,1,1744.25
43000019631230997X,41,0,0,1,0,232.81
410000197702071259,49,0,0,1,1,747.8499999999999
150000199212242815,21,0,0,0,1,393.2
510000195708161559,51,0,0,1,0,566.85
360000200304300650,45,0,0,2,2,2112.02
320000195012312763,38,0,0,0,3,1288.15
610000198610122794,31,0,0,0,2,1425.27
36000019650824732X,37,0,0,0,1,92.91
610000200608047801,33,0,0,2,2,906.0799999999999
610000199404159064,41,0,0,0,3,854.56
210000200307190685,35,0,0,0,1,903.43
440000197008182405,40,0,0,1,3,1718.1399999999999
650000196612148419,34,0,0,0,4,2728.25
610000198412026523,37,0,0,0,2,1007.04
460000199612273381,27,0,0,0,2,1738.77
350000196410159733,28,0,0,1,2,1158.59
440000196412015540,39,0,0,1,3,2571.83
450000200001112750,45,0,0,0,4,1288.91
330000199402243601,41,0,0,1,2,807.8800000000001
540000199606038078,44,0,0,0,2,1241.17
410000198412121523,45,0,0,1,3,2437.9700000000003
460000199802043739,39,0,0,0,1,149.78
540000195001135512,43,0,0,2,3,1374.11
440000196002156500,45,0,0,1,2,1672.21
430000198711072104,41,0,0,1,7,3451.56
370000199205241233,38,0,0,0,6,3516.4700000000003
410000199108143829,46,0,0,2,2,1769.5700000000002
110000195201132375,29,0,0,0,0,0
36000020021208433X,38,0,0,2,2,3162.73
220000198910150372,41,0,0,0,2,1563.77
620000198606297446,36,0,0,0,1,518.11
420000195303074172,31,0,0,1,0,111.44000000000001
410000199806270059,36,0,0,2,1,1534.3500000000001
530000196202038383,35,0,0,2,3,3281.58
420000200509234091,38,0,0,1,2,507.89
61000020050225057X,42,0,0,1,2,1891.88
450000198503062554,40,0,0,1,3,2206.8199999999997
420000199204220662,37,0,0,1,2,999.36
37000019600707934X,42,0,0,0,3,1492.46
540000197711240463,36,0,0,0,2,792.27
410000200602172380,32,0,0,0,2,929.6800000000001
220000197308186802,53,0,0,2,5,4542.4800000000005
220000195906121874,36,0,0,0,4,1391.18
530000198903181819,40,0,0,0,1,991.88
440000198111298208,30,0,0,0,1,358.18
430000199301107751,36,0,0,1,4,2159.11
450000199706134890,41,0,0,1,1,801.92
540000199308102545,35,0,0,0,2,1041.58
420000195607072715,48,0,0,2,1,2004.09
140000197710095132,39,0,0,1,1,791.38
420000198906299112,51,0,0,1,1,1422.84
14000019770101226X,37,0,0,1,2,928.56
110000197803193385,33,0,0,0,1,610.36
14000019740507743X,37,0,0,1,3,2006.48
610000197212296487,49,0,0,0,2,1270.58
430000198907240982,42,0,0,0,3,2038.8799999999999
630000199011234477,37,0,0,0,2,1689.6
540000196505247029,35,0,0,1,3,2601.29
220000198601173255,39,0,0,1,1,125.32000000000001
310000199503314372,43,0,0,0,4,2489.36
140000200301205614,36,0,0,1,1,854.91
440000196612095346,34,0,0,0,0,0
460000196811164344,47,0,0,1,4,1814.7099999999998
410000196603059436,27,0,0,0,4,2921.7799999999997
510000196901224675,39,0,0,2,4,2781.87
630000198104166536,47,0,0,0,5,2125.19
460000200404211720,35,0,0,1,4,2922.8
630000198006206207,32,0,0,1,1,1170.51
430000198601154248,43,0,0,1,1,1248.48
520000198909104732,31,0,0,1,2,1280.5
120000198108224350,40,0,0,2,3,2391.3600000000006
11000019680117117X,25,0,0,0,1,907.01
420000197010023338,33,0,0,0,0,0
460000196202120442,45,0,0,1,4,3157.2
630000197005024271,49,0,0,2,3,2730.08
350000198202019591,43,0,0,2,3,3162.17
520000199709300653,31,0,0,0,2,1496.48
360000197010297535,32,0,0,0,1,157.6
330000199504071863,44,0,0,0,7,2958.0499999999997
420000199506023816,42,0,0,0,1,119.54
330000195407280606,42,0,0,1,2,662.0
15000019641205249X,44,0,0,0,1,305.54
150000200408283665,41,0,0,0,3,723.96
450000197804203192,26,0,0,0,3,2085.73
450000199710222287,33,0,0,0,2,799.79
520000198205124006,34,0,0,0,4,1993.83
110000197812065190,52,0,0,4,1,2408.84
130000195609152330,32,0,0,2,3,1640.5900000000001
120000195510112898,39,0,0,1,1,1401.12
410000195312014495,25,0,0,0,2,763.9300000000001
140000196403061288,42,0,0,0,0,0
340000196210149184,31,0,0,1,3,1328.59
320000200005278441,23,0,0,0,0,0
42000019740805744X,49,0,0,2,1,1226.9
330000199906271569,46,0,0,0,2,1243.2
500000198709093852,35,0,0,0,0,0
460000195808277407,41,0,0,0,1,718.88
12000019910530865X,37,0,0,2,0,973.59
520000200609046462,51,0,0,1,2,1521.24
640000198907316448,31,0,0,0,5,3218.4300000000003
150000196301269493,36,0,0,1,2,1967.23
43000019520801371X,34,0,0,0,2,935.88
150000196501266211,44,0,0,1,3,2557.94
650000195004202501,38,0,0,0,4,3618.81
340000197406284526,32,0,0,0,1,530.37
540000198010028587,35,0,0,0,0,0
330000196311277175,26,0,0,0,1,600.56
510000199705037382,43,0,0,0,0,0
450000195706082041,37,0,0,0,3,1797.5
210000197403285946,34,0,0,1,2,1301.96
340000200011082086,42,0,0,2,5,4547.18
620000195209214949,37,0,0,0,0,0
640000195211242344,36,0,0,1,2,1289.6599999999999
650000197803037978,38,0,0,0,0,0
150000197612186112,37,0,0,1,2,1275.4
370000198405232847,24,0,0,1,2,975.36
540000200312131205,48,0,0,3,0,965.3100000000001
31000019850525919X,32,0,0,0,2,1461.97
520000199807068392,43,0,0,0,0,0
130000197711020966,32,0,0,0,0,0
320000199101151357,37,0,0,1,2,1301.74
460000200207133452,36,0,0,0,0,0
500000198507047858,40,0,0,1,0,428.93000000000006
210000200510285882,29,0,0,0,5,2363.1099999999997
610000199711205753,36,0,0,0,1,899.64
140000200104235582,30,0,0,0,2,445.57
